PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
24-01004,45,1,1,0,1,4,6,1,1,4297.921386403252,7680,10,10,148130.0,2,7,N,2,2,2,2,40,34,9127
26-02702,21,1,6,0,1,N,N,3,0,4865.478061397947,6670,8,7,3300.0,5,N,N,2,2,2,2,64,0,10570
36-03710,18,1,6,0,2,N,N,2,0,52864.7,N,N,4,11090.0,1,N,N,2,2,2,2,84,0,16340
51-01301,55,1,4,0,1,0,9,1,1,11089.095047056178,7290,1,1,195080.0,8,50,N,2,2,2,2,301,288,21657
32-00405,63,2,1,4,8,0,12,1,2,52345.93489135259,8080,11,4,328700.0,4,269,N,2,2,2,2,64,64,16467
06-07502,6,2,N,0,6,2,3,1,2,3106.2420982496897,9920,9,2,98920.0,9,500,N,2,2,2,2,58,65,23167
19-01700,53,1,1,0,2,3,5,1,1,4214.677712319399,N,16,5,590000.0,7,207,N,2,2,2,2,160,162,9829
51-01301,52,1,1,4,1,0,2,1,1,11215.350760459538,9180,14,1,24900.0,8,500,N,2,2,2,2,62,50,21683
13-04600,62,2,6,0,2,0,N,1,2,3917.972632426339,N,N,6,10020.0,0,105,N,1,2,2,2,100,72,5787
51-51255,8,2,N,0,9,2,5,1,2,11361.159784607777,N,N,3,N,N,51,N,2,2,2,2,50,77,26535
36-04010,37,1,6,0,3,0,10,1,2,16.3,9090,15,3,-1800.0,0,12,N,2,1,2,2,75,33,17912
17-03531,62,2,4,0,2,0,3,1,1,11245.967486478492,9670,16,10,42600.0,6,501,N,2,2,2,2,60,50,6586
51-51255,12,1,N,0,2,4,6,1,2,11306.384284129108,N,N,3,N,N,9,N,2,2,2,2,191,205,26159
40-00200,53,2,4,0,1,3,6,1,1,98.92326918703671,N,N,7,25360.0,5,176,N,2,1,2,2,25,25,19985
17-03529,57,1,6,0,2,0,N,1,2,15106.824623061146,N,N,4,74100.0,2,56,N,1,2,2,2,143,144,6975
17-03529,34,2,6,4,1,4,5,1,2,15166.820704484398,6370,7,9,58100.0,7,197,N,2,2,2,2,58,58,6111
30-00600,70,1,1,1,1,0,3,1,1,60.95105086697587,4690,6,8,540000.0,7,482,N,2,2,2,2,129,127,14495
01-01301,15,1,6,0,2,N,9,3,0,33459.105652387516,8290,12,4,485500.0,5,369,N,1,2,2,1,1,0,505
17-03529,61,2,1,0,2,0,2,1,1,15165.436737769416,8562,13,5,248000.0,4,404,N,2,2,2,2,314,244,5946
24-01004,25,2,6,0,2,1,12,1,2,2120.5896849085375,4670,5,4,29800.0,6,166,N,2,2,2,2,36,37,9613
24-01004,61,2,1,0,6,0,2,1,2,4469.452730255614,5080,6,5,100300.0,0,51,N,2,2,2,2,56,53,11193
28-01100,74,1,1,0,2,0,2,1,1,5427.238094994695,9920,9,7,507900.0,6,322,4,1,2,2,2,46,46,12614
19-01700,24,2,6,0,1,0,N,1,2,3672.0660105097554,4770,6,9,308100.0,5,237,N,1,2,2,2,95,95,7934
36-03710,35,1,6,0,2,N,N,2,0,52864.7,770,3,5,100020.0,0,N,N,2,2,2,2,88,0,16461
36-03710,3,2,N,4,1,2,3,1,2,52864.7,N,N,1,N,N,250,N,N,N,2,2,121,105,23656
06-08507,25,1,6,0,1,0,9,1,2,3191.5473415661254,7670,1,8,26050.0,3,198,N,2,2,2,2,91,158,2609
30-00600,30,1,6,0,1,0,N,1,2,18.021948806192647,8680,14,6,151000.0,3,114,N,2,2,2,2,336,336,14114
08-00803,58,1,1,0,1,0,2,1,2,3553.3858297934576,7590,10,10,72300.0,1,370,N,2,2,2,2,81,79,4070
38-00100,28,2,1,0,1,2,4,1,1,109.30995443405268,7860,11,9,528900.0,7,482,N,2,2,2,2,31,33,19831
24-01004,41,2,1,0,1,3,4,1,1,4406.942028681441,8191,12,1,276000.0,4,223,N,2,2,2,2,67,70,9767
32-00405,53,2,1,0,1,0,2,1,2,8002.950263588732,N,N,4,24080.0,1,11,N,2,2,1,1,37,41,15474
08-00803,32,2,4,0,2,0,12,1,2,3353.8328810818743,4670,5,8,55900.0,6,435,N,2,2,2,2,188,148,4062
08-00803,24,2,6,0,1,0,N,1,2,3618.5714270900285,7880,11,9,257000.0,4,196,N,2,2,2,2,49,49,4609
29-01901,66,1,1,0,1,0,12,1,1,16.3,9920,9,8,60100.0,0,190,3,2,2,2,2,24,22,12833
24-01004,80,2,1,0,1,0,2,1,2,4211.078579736217,N,N,8,80100.0,2,501,N,2,2,2,2,66,74,9776
51-51255,12,1,N,0,1,3,5,1,1,11343.246934149549,N,N,3,N,N,51,N,2,2,2,2,51,59,26124
51-01301,49,2,1,0,1,0,12,1,1,11222.829066576916,7860,10,11,1800.0,8,500,N,1,2,1,1,65,65,20845
40-00200,53,2,4,0,1,1,3,1,2,223.8158193734651,5170,6,6,9750.0,1,50,N,2,1,2,2,104,103,21487
08-00803,14,1,N,0,1,1,3,1,1,3516.863921042835,N,N,3,N,N,350,N,2,2,2,2,342,454,25011
06-07502,25,2,6,4,8,0,N,1,2,33966.211240363344,7970,11,9,52900.0,6,397,N,2,2,2,2,47,47,2645
30-00600,53,2,1,1,3,0,2,1,1,7987.936839441917,8990,14,3,152800.0,8,500,N,2,2,2,2,30,32,15035
36-04010,66,1,4,0,1,N,N,2,0,50650.46871420647,N,N,7,103600.0,2,N,N,2,1,2,2,100,0,16199
24-01004,11,1,N,0,1,2,4,1,1,4349.089796155068,N,N,3,N,N,501,N,2,2,2,2,17,18,26498
19-01700,51,1,6,0,1,0,N,1,1,3744.026471090605,4390,5,5,284800.0,4,214,N,2,2,2,2,102,126,8595
13-04600,67,1,5,0,2,0,9,1,2,14906.846053613725,9920,9,3,113000.0,1,90,N,2,2,2,1,95,95,5433
06-08507,25,1,6,0,6,0,2,1,1,3407.3979862760098,6680,8,9,132000.0,9,501,N,2,2,2,2,58,45,3033
01-01301,65,1,4,0,2,0,9,1,1,2703.8491616526844,9490,15,6,38900.0,5,32,3,2,2,2,2,150,150,399
17-03531,6,2,N,0,2,N,9,2,0,3233.5367393932074,9920,9,2,9840.0,9,91,N,1,2,2,2,14,0,24737
38-00100,62,1,1,0,1,0,2,1,1,210.7418408641741,5080,1,9,100800.0,9,51,N,2,2,2,2,313,460,19379
51-01301,51,1,1,0,6,2,5,1,1,11192.770652809952,9070,15,9,305000.0,1,327,N,2,2,2,2,70,103,21616
19-01700,51,1,4,0,2,1,2,1,2,3669.976138447561,8370,13,9,48400.0,7,364,N,2,2,2,2,178,123,8038
36-03710,38,1,6,2,8,N,N,3,0,52864.7,9070,15,4,52000.0,2,39,N,2,2,2,2,87,0,15996
06-07502,37,2,6,0,1,0,N,1,2,34007.8934313632,670,8,10,26600.0,9,501,N,2,2,2,2,100,100,2160
29-01901,64,1,4,0,2,0,N,1,2,5608.493012637089,N,N,1,100020.0,0,100,N,2,2,2,2,51,50,13663
28-01100,10,2,N,0,2,5,6,1,2,2703.662732707239,N,N,3,N,N,65,N,2,2,2,2,162,138,26690
06-07502,5,1,N,0,9,1,2,1,1,2999.306955993673,9920,9,12,98500.0,9,50,N,2,2,2,2,44,47,22942
19-01700,30,1,1,0,1,2,3,1,1,3944.476004423983,8564,13,8,230500.0,3,500,N,2,2,2,2,76,69,8314
19-01700,12,2,N,0,1,1,2,1,1,4165.484604358792,9920,9,2,9970.0,9,500,N,2,2,2,2,52,55,26165
17-03529,51,1,1,0,2,0,3,1,2,15156.532973081166,6190,7,4,59130.0,7,298,N,2,2,2,2,71,70,6663
51-51255,14,2,N,0,1,2,4,1,1,11262.433210201738,N,N,3,N,N,501,N,2,2,2,2,72,71,26029
51-01301,2,2,N,0,1,1,2,1,2,11130.816543253872,9920,9,1,9890.0,9,366,N,N,N,2,2,138,99,25265
51-01301,52,1,6,1,1,0,9,1,2,11218.077272021097,9080,14,8,59800.0,6,454,N,2,2,2,2,373,373,21734
32-00405,68,2,6,2,8,0,9,1,2,51795.36572225629,9920,9,2,83800.0,1,65,N,2,1,2,1,121,119,15792
06-08507,13,2,N,0,1,2,3,1,2,3414.1428475198586,N,N,3,N,N,N,N,2,2,2,2,204,190,24162
17-03531,84,1,3,0,1,0,9,1,1,3570.4593225908534,9920,9,6,11900.0,8,500,N,2,2,2,2,79,79,7978
32-00405,1,2,N,0,1,1,3,1,2,8125.309386846393,N,N,N,N,N,435,N,N,N,2,2,40,64,23739
36-03710,53,1,6,0,2,0,9,1,2,49687.728847095226,7890,11,8,76740.0,7,50,N,2,2,2,2,70,70,15859
01-01301,48,2,6,0,2,0,12,1,2,2718.0783174966064,9920,9,7,186000.0,3,110,N,2,1,2,2,163,163,337
24-01004,51,2,1,0,1,2,4,1,1,4347.4015453796665,9680,16,12,166800.0,9,501,N,2,2,2,2,69,69,10052
08-00803,47,1,6,0,1,0,N,1,2,3438.4584801257843,7380,10,7,109000.0,8,501,N,2,2,2,2,89,88,4170
28-01100,14,1,N,0,2,0,3,1,1,2882.907827485362,N,N,3,N,N,180,N,2,2,2,2,79,35,27123
29-01901,23,1,6,0,6,0,N,1,1,5442.906319509868,N,N,9,200000.0,4,150,N,2,2,2,2,61,62,13057
30-00600,81,1,1,0,1,0,2,1,2,164.8105726877613,4560,5,5,65700.0,1,95,N,2,1,2,1,19,23,14797
32-00405,38,2,4,2,2,0,3,1,2,52823.82442500108,8170,11,1,39800.0,4,254,N,2,2,2,2,143,159,17373
19-01700,74,2,3,4,1,0,3,1,1,3879.023416921835,9920,9,6,44800.0,4,50,N,2,2,2,2,83,84,8952
08-00803,65,2,3,0,1,0,N,1,2,3830.1045050928824,570,6,7,56060.0,6,419,N,2,2,2,2,60,59,5014
40-00200,16,1,6,0,1,4,5,1,1,11125.998087959139,8590,13,3,-8400.0,0,500,N,2,2,2,2,94,76,22135
13-04600,32,1,6,0,2,N,9,3,0,15044.16292109009,9920,9,3,88900.0,1,66,N,1,2,2,2,32,0,4943
29-01901,39,1,6,0,1,0,9,1,2,16.3,8564,13,6,15600.0,2,117,N,2,2,2,2,20,19,13605
13-04600,28,1,6,0,1,0,9,1,2,14839.305674770805,7280,1,6,102300.0,8,50,N,2,2,2,2,62,65,4582
01-01301,28,1,6,0,6,0,9,1,2,33616.833943761405,7380,1,1,37800.0,4,29,N,2,2,2,2,54,55,2636
36-03710,10,1,N,4,8,2,4,1,2,50386.491816309834,9920,9,2,99800.0,9,177,N,2,2,2,2,127,112,23436
26-02702,7,1,N,0,9,4,6,1,1,5023.222789491535,N,N,3,N,N,328,N,2,2,2,2,118,90,26769
19-01700,12,1,N,0,6,1,2,1,1,4183.428510687593,9920,9,2,99800.0,9,500,N,2,2,2,2,87,84,26177
40-00200,12,1,N,0,3,3,4,1,2,239.94774768935346,N,N,3,N,N,474,N,2,2,2,2,207,215,25808
40-00200,35,1,1,0,1,2,3,1,1,11105.944892369656,7670,1,1,-3000.0,0,38,N,2,2,2,2,82,76,20678
24-01004,70,1,1,0,1,0,2,1,1,4198.837322871984,N,N,11,12010.0,8,501,N,2,2,2,2,54,54,9119
01-01301,28,2,6,0,6,0,9,1,2,33569.73661366003,5580,5,1,119200.0,8,500,N,2,2,2,2,97,97,2139
26-02702,31,1,1,0,1,2,4,1,1,4920.225513683564,770,3,9,86520.0,8,452,N,2,2,2,2,67,75,11355
13-04600,34,1,6,0,1,0,9,1,2,14900.952218382121,3770,3,8,33100.0,4,257,N,2,2,2,2,67,69,5164
06-08507,27,2,6,1,9,1,3,1,1,3362.234978005187,8670,13,8,10820.0,1,500,N,2,2,2,2,73,54,3518
06-07502,16,1,6,0,6,1,2,1,1,3293.779846408555,9920,9,3,-9000.0,0,500,N,2,2,2,2,120,120,1436
38-00100,77,1,4,0,3,0,9,1,2,64.43130531839157,9920,9,4,149500.0,3,121,N,2,1,1,2,36,37,19559
01-01301,61,2,1,0,2,0,12,1,1,2558.7364302750852,9920,9,8,606800.0,7,500,N,2,1,2,2,164,163,13
51-01301,41,1,1,1,1,2,3,1,1,11145.254248769832,7181,1,10,180400.0,8,500,N,2,2,2,2,56,56,20420
06-08507,18,1,6,0,1,0,9,1,2,3004.2934814239807,8470,13,4,44900.0,0,353,N,2,2,2,2,63,66,2860
06-07502,84,1,6,0,1,0,N,1,2,33661.32433505281,N,N,9,143070.0,3,116,2,2,1,2,2,61,61,2199
06-08507,83,1,1,0,1,0,2,1,1,3305.404171787105,3580,4,10,264000.0,9,501,N,2,2,2,2,123,123,2441
36-04010,26,1,1,0,1,0,12,1,1,16.3,8980,14,6,47200.0,5,423,N,2,2,2,2,154,158,17640
17-03529,22,2,6,0,6,0,N,1,2,15139.120630124375,8690,14,7,12100.0,1,90,N,2,2,2,2,82,81,6932
26-02702,39,2,4,0,2,0,2,1,1,2357.0550335482576,8680,14,7,45600.0,1,50,N,2,2,2,2,36,21,10337
30-00600,57,1,1,1,1,0,3,1,2,7854.4106126225515,8563,13,3,375280.0,5,409,N,2,2,2,2,266,316,14474
36-04010,15,2,N,0,2,1,2,1,1,50883.08797925064,N,N,3,N,N,394,N,2,2,2,2,94,78,23940
40-00200,18,2,6,0,1,0,2,1,1,123.30399358051294,8690,14,7,80200.0,2,501,N,2,2,2,2,57,48,20079
17-03531,64,1,4,0,1,0,9,1,2,3441.5585558681164,770,1,4,150500.0,2,123,N,1,1,2,2,97,97,6883
08-00803,62,1,1,0,9,0,2,1,1,3703.602280252163,7780,10,5,1700.0,3,51,N,2,2,2,2,43,71,4495
06-07502,68,1,6,0,1,0,9,1,2,3214.3676845654313,9920,9,1,92350.0,7,500,N,2,2,2,2,92,92,1352
17-03531,47,2,1,0,1,0,3,1,1,3454.7621179494286,8270,11,6,48400.0,0,500,N,2,2,2,2,102,83,7784
17-03529,19,2,6,0,2,0,8,1,1,11081.986665151564,5275,5,6,284900.0,4,220,N,2,2,2,2,80,49,6357
28-01100,14,1,6,1,1,N,9,2,0,5364.400003703373,9920,9,3,-8400.0,0,98,N,1,2,2,2,71,0,12256
38-00100,15,1,6,0,1,3,5,1,2,98.11245145186587,N,N,3,1000.0,0,400,N,2,2,2,2,81,91,18825
36-04010,64,1,1,0,1,0,12,1,1,63.970808377884524,9920,9,4,361800.0,4,36,N,2,2,2,1,11,11,18883
19-01700,73,1,1,0,6,0,2,1,1,3937.527578874542,4290,4,1,46800.0,6,373,N,2,2,2,2,114,113,9076
19-01700,70,1,1,0,1,0,12,1,1,3903.7296147607226,7370,1,11,178100.0,8,50,N,2,1,2,2,16,12,9348
08-00803,33,2,6,0,2,0,5,1,1,3491.610323322109,9190,15,8,50010.0,6,365,N,2,2,2,2,145,65,4410
51-51255,32,1,1,0,2,2,4,1,2,11287.072228853489,7860,11,9,6870.0,7,501,N,2,2,2,2,84,84,21949
06-08507,63,2,1,0,1,0,2,1,2,3735.081786238321,7990,12,7,8500.0,7,51,N,2,2,2,2,69,64,2290
36-04010,33,2,1,0,1,2,3,1,1,16.3,9920,9,5,111030.0,1,393,N,2,2,2,2,63,72,17740
51-51255,58,1,1,0,1,0,2,1,1,11277.797431803638,9690,16,10,25500.0,9,501,5,2,2,2,2,65,63,21612
40-00200,33,1,1,0,1,3,4,1,1,11161.95463303504,9290,15,1,38800.0,8,500,N,2,2,2,2,103,103,21179
17-03529,52,1,6,0,2,0,N,1,2,15121.675439139539,7680,10,5,15060.0,3,114,N,2,2,2,2,103,103,7200
19-01700,74,2,1,0,1,0,12,1,1,4078.123870781912,7480,1,1,69500.0,6,500,N,2,2,2,2,56,57,9798
36-04010,23,2,6,0,1,N,N,3,0,51100.60385025255,690,9,7,44600.0,6,N,N,2,2,2,2,80,1,16868
17-03531,69,2,4,0,1,0,9,1,2,3402.747724471597,9920,9,7,-2200.0,0,0,N,1,1,1,1,57,58,6808
24-01004,70,1,1,0,1,0,2,1,1,4358.245392880605,9670,16,10,96000.0,8,501,N,2,2,2,2,102,101,10708
13-04600,27,1,6,0,2,3,4,1,2,14987.796751716485,8580,13,3,11580.0,1,370,N,2,2,2,2,96,47,4897
29-01901,55,2,1,0,2,0,2,1,1,5763.296622574865,8192,12,8,65050.0,8,501,N,2,2,2,2,69,51,13344
06-08507,44,1,1,0,6,1,3,1,2,3312.687118661377,7380,10,10,17300.0,9,501,N,2,2,2,2,69,69,1228
51-01301,49,1,1,0,2,4,5,1,2,11208.988753616724,9570,15,8,28900.0,3,85,N,2,2,2,2,190,190,21683
06-07502,33,2,6,0,6,0,12,1,1,3229.6240626228614,5570,5,8,11210.0,7,500,N,2,2,2,2,68,55,1966
29-01901,66,1,1,0,1,0,12,1,1,16.3,1070,3,7,25930.0,4,221,N,2,2,2,2,99,93,13042
19-01700,68,2,1,0,1,0,2,1,1,3718.7248324741245,N,N,9,41900.0,6,297,N,2,2,2,2,158,156,8902
32-00405,62,1,4,1,8,0,3,1,1,8110.67008886623,N,N,7,100130.0,0,294,N,2,2,2,2,181,158,16369
19-01700,9,1,N,0,1,2,3,1,1,4054.158711026287,9920,9,2,99030.0,9,500,N,2,2,2,2,27,26,25912
36-04010,61,2,1,0,2,0,4,1,1,51442.18171711788,7880,11,9,7200.0,7,51,N,2,2,2,2,153,155,18891
06-08507,73,1,1,0,1,0,2,1,1,3407.1174314480927,7870,11,10,98200.0,8,501,N,2,2,2,2,99,93,1138
26-02702,68,2,1,0,1,0,12,1,1,2357.8786341268515,8561,13,1,119300.0,2,50,N,2,2,2,2,40,39,10609
29-01901,64,2,3,0,1,0,12,1,1,16.3,9920,9,8,125050.0,2,179,N,2,2,2,2,56,134,13732
29-01901,28,1,6,0,1,0,9,1,1,16.3,1590,0,7,30600.0,4,233,N,2,2,2,2,30,31,14175
38-00100,40,2,1,0,1,2,5,1,2,232.3668519462342,7270,9,5,958200.0,2,51,N,2,2,2,2,147,214,19867
19-01700,40,2,4,0,1,0,N,1,1,3803.7580077601688,N,N,7,159000.0,1,116,N,1,1,1,2,103,94,8420
08-00803,54,2,4,0,1,0,N,1,1,3434.2867865531466,8090,12,12,31000.0,9,501,N,2,2,2,2,93,92,3631
26-02702,52,2,1,0,1,2,4,1,1,5197.926629286539,7880,11,12,200200.0,9,51,N,2,2,2,2,73,72,11652
24-01004,11,2,N,2,1,4,6,1,2,4302.747524209944,N,N,3,N,N,501,N,2,2,2,2,112,108,26265
13-04600,42,1,2,0,2,2,4,1,1,3960.669777980229,8980,15,7,48900.0,6,307,N,2,2,2,2,94,94,5952
08-00803,16,2,N,0,1,2,5,1,1,3651.0183501093793,N,N,3,N,N,51,N,2,2,2,2,67,87,25432
30-00600,33,2,6,0,1,0,2,1,2,105.99174218529802,5070,6,4,129800.0,3,238,N,2,2,2,2,39,59,15570
29-01901,25,2,6,2,2,N,N,3,0,5438.963376795132,N,N,5,0.0,0,0,N,1,2,2,2,83,0,12462
01-01301,8,2,N,0,6,2,3,1,2,2790.0411778197677,9920,9,2,980.0,9,5,N,2,2,2,2,36,35,22446
29-01901,28,1,6,0,2,0,3,1,1,5466.5507779343325,N,N,5,93100.0,2,207,N,1,2,2,2,83,49,12576
38-00100,42,2,1,0,1,2,3,1,1,79.7774941407019,9920,9,4,-900.0,0,500,N,2,2,2,2,91,45,19646
26-02702,42,1,6,4,1,1,2,1,1,5028.7244528388965,7870,11,4,8440.0,8,501,N,2,2,2,2,378,274,11402
08-00803,15,1,N,0,1,2,5,1,1,3517.216378927193,N,N,3,N,N,501,N,2,2,2,2,54,83,25020
38-00100,31,2,1,0,1,1,3,1,1,164.30979568673388,190,0,8,63100.0,7,501,N,2,2,2,2,77,39,19549
38-00100,66,1,1,0,1,0,2,1,1,113.43844166799063,4680,6,7,98100.0,9,501,N,2,2,2,2,238,227,19395
24-01004,18,2,6,0,1,3,4,1,1,4473.298275850746,N,N,4,100300.0,0,255,N,2,2,2,2,142,93,9986
38-00100,70,2,1,0,1,0,3,1,1,81.32514958097963,9920,9,5,119300.0,2,71,N,2,2,2,2,86,87,20547
36-03710,82,2,3,2,1,0,N,1,2,52864.7,N,N,4,160300.0,3,132,N,2,2,2,2,83,81,18710
17-03529,77,2,6,0,2,0,3,1,2,15144.44954986602,N,N,5,204300.0,3,408,N,1,2,2,2,242,172,6819
13-04600,93,2,3,0,2,0,2,1,1,3812.7255878511014,N,N,9,52500.0,7,406,N,2,1,2,2,51,51,4793
51-51255,40,1,4,2,1,0,N,1,1,11285.664154219043,8191,12,11,260300.0,9,501,N,2,2,2,2,74,77,22153
19-01700,12,2,N,0,1,3,4,1,1,4079.6379077537977,9920,9,2,99100.0,9,500,N,2,2,2,2,31,36,25949
29-01901,51,2,4,0,2,0,N,1,1,5637.32740762179,7870,11,9,410120.0,6,305,N,2,2,2,2,76,76,12985
36-03710,32,1,6,0,2,N,N,2,0,52864.7,770,3,6,100150.0,2,N,N,2,2,2,2,81,0,16563
01-01301,12,1,N,0,2,3,4,1,2,2796.9527340994773,N,N,3,N,N,10,N,2,2,2,2,157,145,23578
28-01100,63,1,1,0,2,0,12,1,1,5282.97092572189,9180,15,3,225500.0,3,297,N,2,2,2,2,62,63,12084
40-00200,2,2,N,0,1,2,3,1,1,11032.172507694662,9920,9,1,98500.0,9,50,N,N,N,2,2,38,27,25397
32-00405,94,2,3,4,1,0,N,1,2,8064.292240899792,N,N,9,96200.0,2,8,N,2,1,2,1,175,174,16077
51-51255,38,2,4,0,1,0,N,1,1,11339.098875726826,7460,10,12,115300.0,8,51,N,2,2,2,2,128,79,23209
38-00100,6,2,N,0,1,0,5,1,1,16.3,9920,9,2,98730.0,9,84,N,2,2,2,2,30,24,24321
40-00200,34,1,6,0,6,0,9,1,2,11128.085160475886,7370,1,8,103800.0,7,500,N,2,2,2,2,119,120,21970
13-04600,36,2,6,0,2,0,N,1,2,3670.862437901776,N,N,7,8150.0,2,62,N,2,2,2,2,238,239,4345
32-00405,22,2,6,4,8,1,2,1,2,52735.53869175767,9920,9,6,-8400.0,0,55,N,2,2,2,2,87,86,16971
24-01004,32,1,6,0,1,0,9,1,1,4616.0799371448775,7370,1,8,9810.0,8,500,N,2,2,2,2,128,127,10355
06-07502,31,2,6,0,1,0,9,1,2,3254.9430602439293,7460,1,8,13880.0,8,500,N,2,2,2,2,52,52,1622
28-01100,52,2,4,0,2,1,2,1,1,2756.7329666404676,8270,12,10,47100.0,7,270,N,2,1,1,2,121,120,11847
13-04600,53,1,6,0,2,0,5,1,1,15060.217576122788,9920,9,1,-7600.0,0,226,N,2,2,2,2,149,149,6847
30-00600,0,1,N,1,1,2,2,1,2,7955.226128331287,9920,9,9,99500.0,9,381,N,N,N,2,2,110,89,22980
06-07502,37,1,6,0,1,0,N,1,2,33788.519071550596,7270,10,11,595000.0,9,501,N,2,2,2,2,78,78,1080
19-01700,0,2,N,0,1,2,3,1,1,3569.8139013781883,9920,9,9,97500.0,9,5,N,N,N,2,2,3,0,25049
19-01700,34,2,6,0,1,0,9,1,2,4173.753868831704,7890,11,10,174000.0,8,500,N,2,2,2,2,90,89,9631
19-01700,36,1,1,0,1,2,3,1,1,4133.134932950757,6880,8,8,1440.0,8,500,N,2,2,2,2,104,104,9518
01-01301,76,1,1,0,2,0,3,1,1,3073.903551142546,N,N,6,154500.0,3,275,5,2,2,1,2,42,51,1035
13-04600,73,2,1,0,2,0,2,1,1,3746.086388025462,N,N,4,170100.0,3,231,N,2,2,2,2,51,53,5270
19-01700,18,1,6,0,1,0,9,1,2,4076.2300935433577,7770,10,10,123000.0,2,0,N,2,2,2,2,202,121,9083
13-04600,4,2,N,0,9,1,12,1,2,15011.824318168778,9920,9,1,99030.0,9,305,N,2,2,2,2,75,69,25104
06-07502,26,2,6,0,9,0,N,1,2,33711.82466934982,7860,11,10,58700.0,7,443,N,2,2,2,2,63,63,2864
51-51255,13,2,N,4,1,2,4,1,2,11297.802978666903,N,N,3,N,N,183,N,2,2,2,2,301,166,26068
36-03710,3,2,N,0,2,0,2,1,2,50300.82210521118,9920,9,12,99500.0,9,163,N,N,N,2,2,419,459,23540
29-01901,22,2,6,0,1,N,N,3,0,5463.458221285642,N,N,7,10.0,0,N,N,2,2,2,2,76,0,12447
19-01700,43,1,2,0,1,0,9,1,2,4044.890294045068,7390,1,11,86800.0,7,500,N,2,2,2,2,79,79,8374
17-03531,29,1,6,0,2,0,4,1,2,11337.424658421112,N,N,5,100700.0,0,97,N,2,2,2,2,328,151,7932
36-03710,29,2,6,0,2,0,3,1,1,49931.791543033876,6770,8,6,-5100.0,1,304,N,2,2,2,2,55,72,16084
06-07502,38,1,6,0,6,0,N,1,2,33697.280420746385,7870,11,9,49400.0,6,371,N,2,2,2,2,40,40,973
01-01301,20,1,6,0,2,2,5,1,1,2638.876962206382,6290,6,4,-900.0,1,214,N,2,2,2,2,124,100,265
29-01901,46,1,4,0,2,5,6,1,2,3019.0156146530935,8780,14,7,33900.0,6,256,N,2,2,2,2,192,154,12904
06-08507,43,1,1,0,6,2,4,1,1,3432.119447921661,7970,12,11,28730.0,9,501,N,2,2,2,2,59,57,2073
17-03531,33,2,6,0,2,0,2,1,1,11208.389525831786,6390,7,7,3070.0,5,299,N,2,2,2,2,71,50,7218
13-04600,46,2,4,0,2,2,2,1,1,15088.686325174865,7980,11,10,84800.0,1,409,N,2,2,2,2,67,68,5974
17-03529,22,2,2,0,2,0,N,1,2,15160.52096620446,N,N,11,100000.0,0,10,N,2,2,2,2,173,172,7273
08-00803,40,2,1,0,1,1,3,1,1,3591.6711546942443,4080,4,10,190000.0,9,501,N,2,2,2,2,75,69,4154
01-01301,30,1,6,0,2,0,2,1,2,3150.6951837155884,5680,6,5,100800.0,0,89,N,2,2,2,2,442,230,1051
08-00803,49,2,1,4,8,1,3,1,2,3640.750551397008,N,N,5,10020.0,0,96,N,2,2,2,2,108,240,3875
36-03710,19,1,6,0,2,0,3,1,2,52864.7,8690,14,5,90600.0,1,355,N,2,2,2,2,266,207,17017
24-01004,0,1,N,0,1,1,2,1,1,4630.094121696995,9920,9,9,99030.0,9,500,N,N,N,2,2,53,67,26318
30-00600,14,1,N,0,1,3,5,1,1,133.4598212070319,N,N,3,N,N,62,N,2,2,2,2,28,25,27252
24-01004,26,1,6,0,6,0,9,1,2,4776.278735560128,7370,1,6,248000.0,3,186,N,2,2,2,2,128,128,11044
08-00803,80,2,4,0,2,0,12,1,2,3428.5381141088696,9920,9,8,168330.0,3,381,N,2,2,2,2,148,150,3728
32-00405,21,2,6,0,2,0,12,1,2,52326.66905478561,7780,10,6,127500.0,2,76,N,2,2,2,2,177,122,16709
29-01901,59,2,1,0,3,0,3,1,1,16.3,8270,12,4,188700.0,3,70,N,2,2,2,2,72,72,12710
29-01901,9,1,N,0,1,2,2,1,1,16.3,9920,9,2,99030.0,9,314,N,1,2,2,2,87,105,26725
06-07502,66,1,3,0,6,0,12,1,1,3231.8190804477513,3180,3,8,-7250.0,0,500,N,2,2,2,2,112,113,1652
51-01301,39,2,1,0,1,0,12,1,1,11141.794229437155,9190,15,1,61680.0,6,500,N,2,2,2,2,66,66,20740
17-03531,21,2,1,0,6,1,2,1,2,3566.0564570915794,2290,3,6,-9000.0,0,121,N,2,2,2,2,764,366,7835
17-03529,59,1,1,0,1,0,3,1,1,15173.607670447806,8191,12,11,568800.0,9,501,N,2,2,2,2,63,88,7029
38-00100,58,1,1,0,1,0,2,1,1,88.69093712132977,7190,9,9,160050.0,9,501,N,1,2,1,1,45,47,18182
13-04600,24,2,6,0,2,0,9,1,2,14825.426074035933,7490,1,1,162900.0,0,118,N,2,2,2,2,86,86,5092
36-04010,53,2,4,0,1,0,2,1,1,16.3,3690,0,4,140400.0,8,500,N,2,2,2,2,41,40,17615
