,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,index_col
577,1,N,1,1,2,3,23,2,N,2,577
578,1,5,1,1,6,7,0,3,N,2,578
579,1,2,1,1,2,6,79,3,N,2,579
580,2,1,1,1,2,12,4,3,N,2,580
581,1,4,1,1,3,8,23,3,N,2,581
582,1,1,1,1,0,6,60,3,N,2,582
583,2,5,1,1,4,5,73,3,N,2,583
584,1,3,1,1,0,7,73,3,N,2,584
585,2,6,1,1,5,7,24,3,N,2,585
586,1,5,1,1,N,12,14,3,N,2,586
587,1,3,3,1,7,7,49,1,N,2,587
588,2,1,1,1,7,7,25,3,N,2,588
589,1,4,1,1,8,7,25,3,N,2,589
590,1,2,1,1,2,9,55,3,N,2,590
591,2,3,1,1,9,9,44,2,N,2,591
592,2,N,1,1,6,10,41,1,N,2,592
593,1,4,1,1,6,8,2,3,N,2,593
594,1,3,1,1,5,7,23,2,N,2,594
595,2,4,1,1,5,9,37,3,N,2,595
596,1,N,1,1,N,2,20,2,N,2,596
597,2,N,1,1,N,10,47,3,5,2,597
598,1,N,1,1,5,4,56,3,N,2,598
599,2,4,1,1,6,7,80,1,N,2,599
600,1,1,1,1,5,12,24,3,N,2,600
601,1,6,1,1,9,5,60,3,N,2,601
602,1,5,1,1,8,3,40,3,5,2,602
603,1,6,2,1,1,5,93,3,N,2,603
604,2,6,1,1,5,9,78,3,N,2,604
605,2,2,1,1,5,7,48,3,N,2,605
606,1,1,1,1,9,5,78,3,N,2,606
607,1,2,2,1,0,6,10,3,N,2,607
608,2,2,1,1,3,4,74,3,N,2,608
609,1,6,1,1,9,7,33,3,N,2,609
610,2,6,1,2,5,8,26,3,N,2,610
611,2,3,1,1,8,8,67,1,N,2,611
612,1,1,1,1,8,9,81,3,N,2,612
613,2,4,1,1,5,5,49,3,N,2,613
614,2,N,1,1,5,12,16,3,5,2,614
615,1,5,1,1,1,5,93,3,N,2,615
616,2,5,1,1,7,8,41,1,N,2,616
617,1,6,3,1,0,9,50,3,N,2,617
618,2,2,1,1,3,9,79,3,N,2,618
619,2,3,2,2,5,4,54,3,5,2,619
620,1,6,1,1,2,5,74,3,N,2,620
621,1,2,1,1,3,7,26,3,N,2,621
622,2,2,1,1,0,5,94,3,N,2,622
623,2,5,1,1,8,5,70,1,N,2,623
624,2,1,1,1,4,7,16,3,N,2,624
625,2,4,1,1,3,10,41,3,N,2,625
626,1,2,1,1,7,9,16,2,N,2,626
627,1,6,1,1,3,6,54,3,N,2,627
628,2,3,1,1,1,7,39,3,N,2,628
629,2,3,1,1,6,7,36,3,N,2,629
630,1,1,1,1,6,4,5,3,N,2,630
631,2,4,1,1,4,12,11,3,N,2,631
632,1,2,1,1,3,8,54,3,N,2,632
633,2,5,1,1,N,1,56,3,N,2,633
634,1,2,1,1,2,4,52,3,N,2,634
635,1,2,1,1,2,5,64,3,N,2,635
636,1,4,2,1,1,4,49,3,N,2,636
637,1,3,1,2,8,8,49,3,N,2,637
638,1,4,1,1,2,10,12,1,N,2,638
639,2,5,1,1,6,1,37,1,N,2,639
640,2,N,1,1,N,12,6,1,5,2,640
641,1,4,1,1,3,7,90,3,5,2,641
642,1,N,1,1,6,1,54,1,N,2,642
643,1,5,1,1,4,7,45,3,N,2,643
644,2,3,1,1,4,7,60,3,N,2,644
645,1,5,3,1,2,2,7,2,N,2,645
646,2,5,1,2,9,4,56,3,N,2,646
647,1,6,1,1,9,5,48,3,N,2,647
648,1,1,1,1,8,11,39,2,N,2,648
649,1,2,2,1,0,5,29,3,N,2,649
650,1,6,2,1,8,7,37,1,N,2,650
651,2,1,1,1,6,11,11,3,N,2,651
652,2,2,1,1,0,4,68,3,N,2,652
653,2,N,1,1,N,12,52,1,N,2,653
654,1,3,1,1,N,1,39,2,N,2,654
655,2,1,1,1,N,N,3,2,N,2,655
656,2,2,1,1,1,1,45,3,5,2,656
657,2,N,1,1,N,11,5,3,5,2,657
658,2,5,1,1,4,4,41,3,N,2,658
659,2,N,1,1,8,9,8,3,N,2,659
660,2,2,1,1,4,10,21,3,N,2,660
661,2,1,1,1,2,1,36,3,N,2,661
662,2,1,1,1,8,8,10,3,N,2,662
663,2,5,1,1,5,6,71,3,N,2,663
664,2,4,1,1,1,7,87,3,5,2,664
665,1,4,1,1,6,9,35,1,N,2,665
666,2,6,1,1,2,8,44,3,N,2,666
667,2,5,1,1,6,6,60,3,N,2,667
668,1,2,1,1,1,7,65,3,N,2,668
669,1,5,1,1,N,9,39,1,N,2,669
670,1,6,1,1,1,5,35,3,N,2,670
671,2,4,1,1,4,9,45,3,N,2,671
672,1,3,1,1,7,5,47,3,N,2,672
673,1,2,1,1,N,10,15,3,5,2,673
674,1,6,1,1,2,7,73,3,N,2,674
675,2,6,1,2,0,5,43,1,N,2,675
676,2,4,1,1,9,3,17,2,N,2,676
677,1,N,1,1,7,8,6,1,N,2,677
678,1,2,1,1,9,6,68,3,N,2,678
679,1,2,1,1,3,5,74,2,5,2,679
680,2,4,1,1,2,12,57,3,2,2,680
681,1,1,1,1,N,6,52,2,N,2,681
682,2,4,1,1,N,1,24,2,5,2,682
683,1,6,1,1,7,5,39,3,N,2,683
684,2,4,1,1,9,7,87,3,N,2,684
685,1,6,1,1,1,5,83,3,N,2,685
686,1,5,1,1,N,4,33,3,N,2,686
687,2,5,1,1,8,7,37,3,N,2,687
688,1,5,1,1,N,12,15,3,N,2,688
689,1,N,1,1,N,12,11,3,N,2,689
690,1,2,1,1,7,9,84,3,5,2,690
691,1,N,1,1,8,2,27,3,N,2,691
692,2,6,1,1,5,9,56,3,N,2,692
693,2,N,1,1,5,7,72,2,N,2,693
694,1,4,1,1,6,8,66,3,N,2,694
695,1,4,1,2,3,6,75,3,N,2,695
696,1,2,1,1,0,5,88,3,N,2,696
697,1,1,1,1,9,8,22,3,5,2,697
698,1,3,2,1,9,11,22,2,N,2,698
699,1,5,1,1,8,10,7,3,N,2,699
700,2,5,1,1,N,3,29,3,N,2,700
701,2,3,1,1,9,3,37,2,N,2,701
702,1,N,1,1,N,4,17,2,N,2,702
703,1,2,1,1,N,9,61,3,5,2,703
704,1,2,1,1,3,1,66,3,N,2,704
705,1,6,1,1,7,5,53,3,5,2,705
706,1,6,1,1,1,7,38,3,N,2,706
707,1,5,1,1,5,11,43,3,N,2,707
708,1,2,1,1,5,6,39,3,5,2,708
709,1,3,1,1,3,10,43,1,N,2,709
710,2,1,1,1,5,3,38,2,N,2,710
711,1,4,1,1,2,8,32,3,N,2,711
712,2,1,1,1,8,4,65,3,N,2,712
713,2,4,1,1,7,7,44,3,5,2,713
714,1,5,1,1,N,1,9,1,N,2,714
715,1,2,1,1,0,1,31,3,5,2,715
716,2,6,1,1,3,5,81,3,N,2,716
717,1,6,1,1,1,7,82,3,5,2,717
718,2,4,1,1,1,12,47,3,N,2,718
719,2,5,1,1,N,11,30,3,N,2,719
720,2,1,1,1,0,7,64,3,N,2,720
721,1,N,1,1,N,11,0,3,N,2,721
722,2,N,1,2,N,1,34,3,N,2,722
723,1,6,1,1,1,5,94,3,N,2,723
724,2,4,1,1,1,9,25,3,N,2,724
725,2,4,1,1,0,7,87,1,N,2,725
726,2,2,1,1,9,4,35,3,N,2,726
727,2,6,1,2,4,7,4,3,N,2,727
728,1,2,1,1,9,4,9,3,N,2,728
729,1,1,1,1,2,5,63,3,N,2,729
730,2,4,1,1,2,10,45,3,N,2,730
731,2,3,1,1,1,11,34,3,N,2,731
732,2,6,1,1,0,5,73,3,N,2,732
733,1,3,1,1,4,1,4,3,N,2,733
734,2,6,1,1,0,8,13,3,N,2,734
735,2,2,1,1,1,5,70,3,N,2,735
736,2,3,1,1,9,1,10,3,N,2,736
737,2,N,1,1,N,N,19,1,N,2,737
738,2,3,1,1,6,9,57,1,5,2,738
739,2,1,1,1,7,10,15,3,5,2,739
740,1,5,1,1,6,5,29,3,5,2,740
741,2,2,1,2,5,4,32,3,N,2,741
742,2,1,1,1,1,5,90,3,N,2,742
743,1,6,1,1,1,5,54,3,N,2,743
744,2,6,1,1,3,7,55,3,N,2,744
745,1,4,1,2,N,1,27,3,N,2,745
746,2,N,1,1,N,3,20,1,N,2,746
747,1,6,1,2,3,9,48,2,N,2,747
748,1,6,1,1,8,5,72,1,N,2,748
749,2,4,1,1,4,8,8,1,N,2,749
750,2,1,1,1,6,3,39,2,5,2,750
751,1,3,1,1,0,8,92,3,N,2,751
752,2,1,1,1,4,7,48,3,N,2,752
753,1,1,3,1,3,9,30,1,N,2,753
754,1,1,1,1,1,7,79,3,N,2,754
755,2,6,1,1,1,9,65,3,N,2,755
756,2,2,1,1,0,6,64,3,N,2,756
757,1,1,2,1,6,4,3,3,N,2,757
758,2,6,1,1,3,7,76,3,5,2,758
759,1,3,1,1,4,1,48,2,N,2,759
760,2,6,1,1,8,8,23,1,N,2,760
761,2,3,1,1,4,11,5,3,N,2,761
762,2,1,1,1,9,5,53,3,N,2,762
763,1,4,1,1,6,N,3,3,5,2,763
764,2,5,1,1,6,4,33,2,N,2,764
765,2,N,1,1,6,11,48,1,N,2,765
766,2,1,1,1,6,2,9,3,5,2,766
767,1,3,1,1,2,4,88,1,5,2,767
768,2,3,1,1,7,9,74,3,N,2,768
769,2,N,1,1,8,4,41,3,N,2,769
770,2,1,1,1,6,8,20,2,N,2,770
771,1,3,1,1,3,7,77,3,N,2,771
772,2,1,1,1,0,9,77,1,N,2,772
773,1,N,1,1,5,1,77,1,N,2,773
774,2,2,2,1,1,8,21,3,N,2,774
775,2,6,1,1,3,8,24,3,N,2,775
776,2,5,2,1,5,4,69,3,N,2,776
777,1,1,1,1,2,9,40,3,N,2,777
778,1,1,2,1,4,10,2,3,N,2,778
779,1,1,1,1,4,6,64,1,N,2,779
780,2,3,1,1,5,8,33,3,N,2,780
781,1,4,1,1,2,10,71,3,N,2,781
782,2,N,1,1,4,8,85,1,N,2,782
783,2,5,1,1,6,8,16,3,N,2,783
784,1,3,1,1,1,5,67,3,N,2,784
785,1,3,1,1,N,11,1,3,N,2,785
786,2,4,1,1,4,7,79,3,N,2,786
787,1,5,2,1,6,6,36,3,N,2,787
788,2,2,1,1,1,7,62,3,N,2,788
789,2,1,1,1,3,7,71,3,N,2,789
790,2,3,1,1,2,9,88,2,N,2,790
791,1,5,1,1,8,11,21,3,N,2,791
792,2,4,1,1,9,4,78,1,N,2,792
793,2,5,1,1,6,7,41,1,N,2,793
794,2,1,1,1,6,12,18,3,N,2,794
795,1,2,1,1,N,12,2,1,N,2,795
796,1,6,1,1,3,5,50,3,N,2,796
797,1,1,1,1,4,1,58,3,N,2,797
798,2,N,1,1,6,7,43,3,N,2,798
799,1,4,1,1,3,5,35,3,N,2,799
800,1,N,1,1,6,N,17,1,2,2,800
801,1,5,1,1,6,11,27,2,N,2,801
802,1,1,1,1,N,4,10,3,N,2,802
803,1,3,1,1,8,9,19,1,N,2,803
804,2,1,1,1,8,5,66,3,N,2,804
805,1,6,1,1,9,5,73,3,N,2,805
806,2,5,1,1,5,8,81,3,N,2,806
807,1,N,1,1,N,1,37,1,N,2,807
808,2,4,1,1,0,10,40,3,N,2,808
809,1,2,1,1,5,5,26,3,N,2,809
810,2,2,2,1,0,9,11,3,N,2,810
811,1,1,1,1,0,9,28,3,N,2,811
812,1,3,2,1,N,3,16,3,N,2,812
813,1,3,1,1,2,10,31,1,N,2,813
814,1,5,2,1,8,1,40,3,N,2,814
815,2,2,1,1,0,7,86,1,N,2,815
816,1,5,1,1,N,8,7,2,N,2,816
817,1,5,1,1,N,9,22,1,N,2,817
818,1,4,1,1,5,7,48,3,N,2,818
819,1,6,1,1,1,5,62,3,5,2,819
820,2,6,1,1,8,5,83,1,N,2,820
821,1,6,1,1,3,7,19,3,N,2,821
822,1,4,1,1,4,1,66,3,N,2,822
823,2,1,1,1,2,7,62,1,N,2,823
824,2,3,1,1,6,5,54,3,N,2,824
825,2,6,1,1,1,5,94,3,N,2,825
826,2,6,1,2,0,8,20,3,N,2,826
827,2,2,1,1,9,6,11,3,N,2,827
828,1,N,1,1,3,9,38,1,N,2,828
829,2,1,1,1,6,11,29,2,N,2,829
830,2,3,1,1,N,3,18,3,N,2,830
831,1,6,1,1,4,5,43,3,N,2,831
832,2,6,2,1,9,5,40,3,N,2,832
833,2,1,1,1,8,7,83,3,N,2,833
834,2,6,1,1,1,8,85,3,N,2,834
835,2,2,2,1,1,8,63,3,N,2,835
836,1,2,1,1,1,7,28,3,N,2,836
837,2,3,1,1,4,4,2,3,N,2,837
838,2,5,1,1,2,11,18,3,N,2,838
839,1,2,1,1,1,5,74,3,N,2,839
840,1,4,1,1,0,N,14,1,N,2,840
841,2,4,1,1,N,1,73,1,N,2,841
842,1,5,1,1,N,5,54,2,N,2,842
843,2,4,1,1,2,5,33,3,N,2,843
844,1,6,1,1,2,5,83,3,N,2,844
845,2,4,1,1,4,11,55,3,N,2,845
846,1,2,1,1,9,10,13,3,N,2,846
847,1,5,1,1,5,6,21,3,5,2,847
848,1,6,1,1,1,5,56,3,N,2,848
849,1,1,1,1,N,6,14,3,N,2,849
850,2,3,1,2,7,8,43,3,N,2,850
851,1,6,2,1,9,8,56,3,N,2,851
852,2,1,1,1,2,4,24,3,5,2,852
853,1,4,1,1,3,6,77,3,N,2,853
854,2,1,1,1,8,10,57,3,N,2,854
855,1,1,1,1,5,1,18,3,N,2,855
856,2,N,1,1,8,11,7,2,5,2,856
857,2,3,2,1,4,9,64,3,N,2,857
858,1,2,1,1,2,8,62,2,N,2,858
859,1,N,1,1,5,7,75,1,N,2,859
860,2,N,1,1,N,12,8,3,N,2,860
861,1,2,1,1,3,5,78,3,N,2,861
862,1,1,1,1,N,7,8,1,N,2,862
863,1,N,1,1,N,6,0,2,5,2,863
864,2,6,1,1,9,5,79,1,N,2,864
865,2,4,1,1,4,6,63,3,N,2,865
866,1,5,2,1,8,N,30,3,5,2,866
867,1,1,1,1,4,12,44,3,N,2,867
868,1,6,1,1,0,5,30,2,N,2,868
869,1,2,1,1,4,5,41,3,N,2,869
870,1,3,1,1,8,7,89,1,N,2,870
871,1,1,1,1,9,9,77,3,N,2,871
872,1,1,1,1,5,8,49,1,N,2,872
873,1,3,1,2,5,1,44,1,N,2,873
874,1,N,1,1,8,6,30,3,N,2,874
875,1,6,3,1,0,9,82,3,N,2,875
876,1,3,4,1,0,6,69,3,N,2,876
877,1,2,1,1,5,11,9,3,N,2,877
878,1,6,1,1,0,5,67,3,N,2,878
879,2,5,3,1,5,9,51,3,N,2,879
880,1,4,1,1,4,10,56,2,N,2,880
881,2,4,1,1,7,3,14,3,N,2,881
882,1,3,1,1,6,10,40,3,N,2,882
883,2,2,1,1,8,8,84,3,N,2,883
884,1,5,1,1,N,11,17,3,N,2,884
885,1,5,2,1,0,9,66,1,N,2,885
886,2,6,1,1,9,8,32,3,N,2,886
887,1,1,1,1,5,7,22,3,N,2,887
888,1,N,1,1,N,7,28,2,N,2,888
889,2,1,2,1,9,4,15,3,5,2,889
890,1,3,1,1,2,7,18,3,N,2,890
891,1,N,1,1,6,10,39,2,N,2,891
892,1,5,1,1,4,7,88,3,N,2,892
893,1,1,1,1,6,4,10,3,N,2,893
894,1,4,1,2,6,4,59,1,N,2,894
895,1,5,1,1,7,10,42,1,N,2,895
896,1,6,1,1,3,8,50,2,N,2,896
897,1,5,1,1,N,11,16,3,N,2,897
898,1,5,1,1,7,12,33,3,N,2,898
899,1,2,1,1,1,9,76,2,N,2,899
900,2,2,1,1,3,5,59,3,N,2,900
901,1,2,1,1,0,6,70,3,N,2,901
902,1,1,1,1,8,8,49,3,N,2,902
903,1,6,1,1,3,11,42,3,N,2,903
904,2,2,2,1,9,9,70,1,N,2,904
905,2,6,1,1,5,9,12,3,5,2,905
906,1,2,1,1,3,7,54,3,N,2,906
907,2,1,1,1,4,11,61,3,N,2,907
908,1,1,1,1,N,12,17,2,N,2,908
909,1,1,1,1,N,11,26,1,N,2,909
910,2,4,1,1,7,8,41,2,N,2,910
911,1,2,1,1,9,7,92,3,N,2,911
912,2,6,1,1,1,4,50,3,N,2,912
913,1,6,1,1,7,6,21,3,N,2,913
914,2,6,1,1,1,1,73,3,N,2,914
915,1,4,1,1,4,4,66,1,N,2,915
916,2,N,2,1,4,3,25,3,N,2,916
917,2,6,1,1,3,7,77,3,N,2,917
918,2,4,1,2,6,3,16,1,N,2,918
919,1,4,1,1,1,6,37,3,N,2,919
920,2,4,1,1,8,12,27,3,N,2,920
921,1,4,1,1,6,9,29,3,N,2,921
922,1,6,1,2,0,5,37,1,N,2,922
923,2,4,1,1,2,7,88,2,N,2,923
924,2,2,1,1,0,5,73,3,N,2,924
925,1,6,1,1,3,5,94,3,N,2,925
926,2,6,1,1,4,9,49,2,N,2,926
927,1,1,1,1,N,4,16,2,N,2,927
928,2,2,1,1,9,9,38,3,N,2,928
929,1,6,1,1,0,5,38,2,N,2,929
930,1,N,2,1,N,N,52,1,5,2,930
931,1,2,1,1,1,3,30,3,N,2,931
932,1,1,1,1,7,5,69,3,N,2,932
933,2,N,1,1,8,6,7,3,N,2,933
934,2,3,4,1,0,12,9,3,N,2,934
935,1,N,1,1,N,4,32,1,5,2,935
936,2,5,1,1,5,3,54,3,N,2,936
937,2,2,1,1,7,6,5,3,N,2,937
938,2,N,1,1,8,6,25,3,N,2,938
939,1,5,1,1,8,12,4,3,N,2,939
940,2,4,1,1,8,7,45,3,N,2,940
941,2,N,1,1,6,6,17,3,N,2,941
942,2,6,1,1,1,5,69,3,N,2,942
943,1,4,1,1,2,5,31,3,N,2,943
944,2,5,2,1,6,2,19,3,N,2,944
945,1,4,1,2,5,9,68,3,N,2,945
946,2,1,1,1,5,6,70,3,N,2,946
947,2,3,1,1,5,12,20,3,5,2,947
948,2,6,1,1,7,8,19,3,N,2,948
949,2,3,1,1,7,7,41,2,N,2,949
950,2,4,1,1,6,1,37,3,N,2,950
951,2,N,1,2,6,5,32,3,N,2,951
952,1,4,1,1,5,11,42,3,N,2,952
953,2,3,1,1,N,2,9,3,N,2,953
954,2,6,1,2,0,6,64,2,N,2,954
955,2,5,1,1,6,5,57,2,N,2,955
956,2,2,1,1,1,8,23,3,N,2,956
957,2,5,1,1,N,11,51,1,N,2,957
958,2,3,1,1,5,3,25,3,N,2,958
959,1,2,1,1,7,7,72,1,N,2,959
960,1,N,1,1,N,N,5,3,5,2,960
961,2,6,1,1,3,9,31,3,N,2,961
962,1,N,1,1,6,12,68,1,N,2,962
963,2,6,1,1,9,7,87,3,N,2,963
964,2,3,1,1,4,3,19,3,N,2,964
965,1,2,1,1,5,1,26,3,5,2,965
966,1,6,1,1,3,5,44,3,N,2,966
967,2,3,1,1,6,6,13,2,N,2,967
968,2,2,1,1,5,7,39,3,5,2,968
969,2,4,1,1,1,6,40,3,N,2,969
970,2,N,1,1,6,9,55,1,N,2,970
971,1,2,1,2,8,10,29,3,N,2,971
972,2,5,1,1,8,6,83,2,N,2,972
973,1,1,1,1,8,7,87,3,N,2,973
974,2,6,1,1,0,8,9,3,N,2,974
975,1,2,1,1,0,1,85,3,N,2,975
976,1,6,2,1,7,6,10,3,N,2,976
977,2,6,1,1,2,8,1,3,N,2,977
978,2,6,1,1,1,5,47,3,N,2,978
979,1,6,1,1,9,5,43,2,N,2,979
980,1,4,1,1,1,5,82,3,N,2,980
981,1,N,1,1,N,10,12,2,N,2,981
982,1,5,1,1,8,3,21,3,N,2,982
983,1,2,1,1,5,1,5,3,N,2,983
984,1,6,1,1,3,5,7,3,N,2,984
985,1,5,1,1,4,5,79,3,N,2,985
986,1,6,1,1,4,8,35,3,N,2,986
987,2,N,1,1,5,7,31,2,N,2,987
988,1,1,1,1,6,4,22,2,N,2,988
989,2,4,1,1,2,7,23,3,N,2,989
990,2,3,1,1,4,9,24,3,N,2,990
991,1,4,1,1,9,5,25,3,5,2,991
992,1,1,1,1,N,9,43,3,N,2,992
993,2,4,1,1,7,8,24,3,N,2,993
994,1,6,1,1,0,9,58,3,N,2,994
995,2,N,1,1,5,3,33,2,N,2,995
996,2,2,1,1,0,5,49,3,N,2,996
997,2,N,1,1,1,7,45,3,N,2,997
998,2,1,1,1,7,7,78,3,N,2,998
999,1,3,1,1,4,4,34,3,N,2,999
1000,1,2,1,1,3,7,32,3,N,2,1000
1001,1,1,1,1,8,7,55,3,N,2,1001
1002,2,1,1,1,6,10,39,3,N,2,1002
1003,1,N,1,1,5,3,61,2,N,2,1003
1004,1,5,1,1,2,10,31,3,N,2,1004
1005,2,2,1,1,0,6,63,3,N,2,1005
1006,2,6,1,1,0,4,58,2,N,2,1006
1007,1,N,5,1,N,2,4,1,N,2,1007
1008,1,2,1,1,6,6,18,2,N,2,1008
1009,1,6,1,1,5,5,55,3,N,2,1009
1010,2,5,1,1,4,6,42,3,N,2,1010
1011,1,3,1,1,7,7,51,3,N,2,1011
1012,2,5,1,1,4,7,91,3,N,2,1012
1013,1,1,1,1,9,7,60,1,N,2,1013
1014,2,6,1,1,3,8,2,3,N,2,1014
1015,1,2,1,1,0,5,67,3,N,2,1015
1016,2,1,1,1,N,2,15,1,N,2,1016
1017,2,3,1,1,9,12,6,1,N,2,1017
1018,2,1,2,1,N,11,55,1,N,2,1018
1019,1,6,1,1,1,5,86,3,N,2,1019
1020,1,4,1,1,1,9,35,3,N,2,1020
1021,2,5,1,1,7,1,55,3,N,2,1021
1022,2,3,1,1,8,5,24,1,N,2,1022
1023,1,2,1,1,1,8,53,3,N,2,1023
1024,1,3,1,1,6,6,50,3,N,2,1024
1025,2,2,3,1,4,8,44,2,N,2,1025
1026,1,N,1,1,N,4,79,2,N,2,1026
1027,2,1,1,1,1,7,21,3,N,2,1027
1028,1,3,1,1,9,7,23,1,N,2,1028
1029,1,5,1,1,N,4,60,2,N,2,1029
1030,1,1,1,1,8,9,34,2,5,2,1030
1031,2,3,1,1,3,5,87,2,N,2,1031
1032,1,N,1,1,4,6,67,3,5,2,1032
1033,1,N,1,1,N,4,37,2,N,2,1033
1034,1,6,1,1,1,6,61,2,N,2,1034
1035,1,N,1,1,5,10,60,3,5,2,1035
1036,1,3,1,1,9,8,91,3,2,2,1036
1037,2,N,1,1,6,1,68,3,N,2,1037
1038,2,N,1,1,6,11,35,3,5,2,1038
1039,1,4,1,1,2,5,86,3,N,2,1039
1040,1,6,1,1,5,11,5,3,N,2,1040
1041,1,1,1,1,6,10,20,2,N,2,1041
1042,2,5,1,1,N,N,20,1,N,2,1042
1043,2,6,1,1,1,9,63,3,N,2,1043
1044,2,2,1,2,5,9,22,2,N,2,1044
1045,2,4,1,1,7,5,39,3,N,2,1045
1046,1,1,1,1,4,9,56,2,5,2,1046
1047,1,6,1,1,1,5,49,3,N,2,1047
1048,2,3,1,1,N,10,38,3,5,2,1048
1049,2,3,1,1,6,3,50,3,N,2,1049
1050,2,3,1,1,8,10,42,3,N,2,1050
1051,2,6,1,1,0,8,14,3,5,2,1051
1052,1,N,1,1,N,11,5,2,N,2,1052
1053,2,1,1,1,6,9,16,3,N,2,1053
1054,1,4,2,1,8,4,72,1,N,2,1054
1055,2,2,1,1,8,5,74,1,N,2,1055
1056,2,N,1,1,6,1,30,3,5,2,1056
1057,2,1,1,1,7,7,42,2,5,2,1057
1058,1,N,4,1,8,10,16,3,N,2,1058
1059,1,1,1,2,8,1,43,2,N,2,1059
1060,2,N,1,1,N,11,77,1,N,2,1060
1061,2,2,1,1,4,7,80,3,N,2,1061
1062,2,5,1,1,4,5,69,3,N,2,1062
1063,1,N,1,1,5,10,32,1,N,2,1063
1064,2,2,1,1,1,9,62,3,N,2,1064
1065,2,5,1,1,7,12,22,3,N,2,1065
1066,1,N,2,1,N,N,13,1,N,2,1066
1067,2,2,1,1,7,4,49,2,N,2,1067
1068,1,4,1,1,4,6,39,3,N,2,1068
1069,2,1,1,1,6,12,19,1,N,2,1069
1070,2,2,1,1,3,6,66,3,2,2,1070
1071,1,1,1,1,5,6,73,3,N,2,1071
1072,2,6,1,1,0,8,40,3,N,2,1072
1073,1,N,1,1,3,4,34,1,N,2,1073
1074,1,4,1,1,0,8,29,3,N,2,1074
1075,1,N,1,1,9,3,47,3,N,2,1075
1076,2,4,1,1,2,12,19,3,N,2,1076
1077,2,6,1,1,0,1,16,3,N,2,1077
1078,1,3,1,1,7,5,75,3,N,2,1078
1079,2,6,1,1,9,7,81,1,N,2,1079
1080,1,3,1,1,5,9,45,3,N,2,1080
1081,2,N,1,1,7,8,38,2,N,2,1081
1082,2,2,1,1,2,5,35,3,N,2,1082
1083,1,6,1,1,4,5,8,3,N,2,1083
1084,1,5,1,1,8,7,90,1,N,2,1084
1085,2,6,1,1,1,7,64,1,N,2,1085
1086,1,3,1,1,1,5,84,2,N,2,1086
1087,1,5,1,1,N,2,54,3,N,2,1087
1088,1,N,1,1,4,6,81,1,N,2,1088
1089,2,4,1,1,8,7,31,1,N,2,1089
1090,1,5,1,1,8,1,13,3,N,2,1090
1091,2,3,1,1,8,5,72,2,N,2,1091
1092,1,6,1,1,0,7,69,3,N,2,1092
1093,2,4,1,1,7,10,27,3,N,2,1093
1094,2,4,1,1,1,7,66,3,5,2,1094
1095,2,1,2,1,9,1,34,2,N,2,1095
1096,1,4,1,1,7,6,14,2,5,2,1096
1097,2,4,1,1,5,11,20,3,N,2,1097
1098,1,4,1,1,3,10,41,1,N,2,1098
1099,1,5,1,1,7,5,71,2,N,2,1099
1100,1,4,2,1,5,6,1,3,N,2,1100
1101,1,4,1,1,8,4,48,3,N,2,1101
1102,2,5,1,1,N,7,49,2,N,2,1102
1103,1,1,1,1,0,4,88,2,N,2,1103
1104,2,6,1,1,3,4,1,3,N,2,1104
1105,2,6,3,1,4,3,43,3,N,2,1105
1106,2,3,1,1,8,11,23,3,N,2,1106
1107,1,N,1,1,4,4,63,1,N,2,1107
1108,2,6,1,2,9,10,69,3,N,2,1108
1109,2,6,1,1,5,4,11,3,N,2,1109
1110,1,6,3,1,0,6,27,3,5,2,1110
1111,1,5,1,1,6,1,38,2,N,2,1111
1112,1,2,1,1,0,5,50,3,N,2,1112
1113,2,6,1,1,3,5,59,3,N,2,1113
1114,1,4,1,1,3,9,74,2,N,2,1114
1115,1,6,1,1,4,11,45,1,N,2,1115
1116,1,2,1,1,0,5,90,3,N,2,1116
1117,1,4,3,1,6,6,59,3,N,2,1117
1118,1,2,1,1,3,5,77,3,N,2,1118
1119,1,N,1,1,8,2,20,3,5,2,1119
1120,2,4,1,1,7,8,26,3,N,2,1120
1121,2,2,1,1,6,8,31,1,N,2,1121
1122,2,3,1,1,8,11,7,3,5,2,1122
1123,1,1,1,1,7,2,37,1,N,2,1123
1124,1,6,1,1,5,4,20,3,N,2,1124
1125,1,6,1,1,1,5,42,3,N,2,1125
1126,2,N,1,1,9,11,51,1,N,2,1126
1127,1,4,1,1,0,1,57,3,N,2,1127
1128,2,4,3,1,8,4,24,3,N,2,1128
1129,1,6,1,1,3,9,24,3,N,2,1129
1130,1,2,1,1,7,8,58,1,N,2,1130
1131,2,1,1,1,7,8,35,3,N,2,1131
1132,1,5,1,1,5,10,50,3,N,2,1132
1133,1,6,1,1,9,8,49,3,N,2,1133
1134,1,2,1,1,0,7,83,3,N,2,1134
1135,1,4,1,1,0,9,26,3,N,2,1135
1136,2,2,1,1,2,6,6,2,5,2,1136
1137,2,1,1,1,7,9,76,2,N,2,1137
1138,1,5,1,1,N,10,38,3,5,2,1138
1139,2,2,1,1,2,6,24,3,N,2,1139
1140,2,6,1,1,1,5,81,3,N,2,1140
1141,1,6,1,1,2,5,69,3,5,2,1141
1142,2,2,1,1,9,6,31,3,N,2,1142
1143,1,6,2,1,6,5,15,3,N,2,1143
1144,1,5,1,1,6,12,24,3,N,2,1144
