,library name,algorithm name,algorithm type,target dataset,feature set name,feature space size,features list,privacy category,privacy label detail,epsilon,delta,variant label,variant label detail,research papers,data path,labels path,report path,team,submission number,submission timestamp,quasi identifiers subset,deid data id
28,MostlyAI SD,MostlyAI SD,neural net,tx2019,all-features,36042774768000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The MOSTLY AI Synthetic Data Platform generates synthetic data based original input data. The usage of synthetic data minimizes privacy risks - such as membership inference, re-identification, and attribute inference - while maintaining the majority of statistical properties of the original data. The privacy of the original data is protected by, first, applying basic outlier protection mechanisms and, second, strong regularization of the generative networks creating the synthetic data.",,,tx2019_synthetic_s1,,https://doi.org/10.48550/arXiv.2104.03007,deid_data/mostlyai_sd_MOSTLY_AI/tx/mostlyai_sd_platform_PaulTiwald_1.csv,deid_data/mostlyai_sd_MOSTLY_AI/tx/mostlyai_sd_platform_PaulTiwald_1.json,deid_data/mostlyai_sd_MOSTLY_AI/tx/r_mostlyai_sd_platform_PaulTiwald_1,MOSTLY AI,1.0,3/10/2023 8:29:44,,cb0a913f2af0ed369767bfd919117a65eab37434
29,Sarus SDG,Sarus SDG,neural net,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,"The generative model is differentially private with a global privacy loss of (ε=10, δ=1e-5).

Each marginal distribution is first trained with simple DP histograms.
Then the global model is trained using DP-SGD.
The composition of all DP mechanisms is realized with a Renyi-DP accountant.

Because the generative model is DP, all rows of data generated share the same property (post processing).",10.0,10^(-5),sarus,,"
https://doi.org/10.48550/arXiv.2202.02145",deid_data/sarus_sdg_Sarus/national/sarus_sdg_demographic_NicolasGrislain.csv,deid_data/sarus_sdg_Sarus/national/sarus_sdg_demographic_NicolasGrislain.json,deid_data/sarus_sdg_Sarus/national/r_sarus_sdg_demographic_NicolasGrislain,Sarus,1.0,3/31/2023 4:35:22,,a972d37b165438fcbbb5addf4d8f0df9bf26e416
30,UTDallas-AIFairness,smote,geometric,ma2019,all-features,13330105588800000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The Synthetic Minority Oversampling Technique (SMOTE) approach considers each record in the target data as a point in the feature space (i.e., in a schema with F features, this is an F-dimensional cartersian space with one axis per feature). It then uses a geometric technique such as linear interpolation or k-means clustering to select new points which lie between existing target points.  These new points comprise non-differentially private synthetic data which is very unlikely to contain individuals from the original target data. ",,,target marital,,https://doi.org/10.1137/1.9781611977653.ch98,deid_data/aifairness_smote/ma/smote_target_marital_ma.csv,deid_data/aifairness_smote/ma/smote_target_marital_ma.json,deid_data/aifairness_smote/ma/r_smote_target_marital_ma,UT Dallas DSPL,,9/5/2023 00:00:00,,dbe043d1e4cf0f1de3830a39285d0b8a66b49ed7
31,UTDallas-AIFairness,smote,geometric,ma2019,all-features,13330105588800000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The Synthetic Minority Oversampling Technique (SMOTE) approach considers each record in the target data as a point in the feature space (i.e., in a schema with F features, this is an F-dimensional cartersian space with one axis per feature). It then uses a geometric technique such as linear interpolation or k-means clustering to select new points which lie between existing target points.  These new points comprise non-differentially private synthetic data which is very unlikely to contain individuals from the original target data. ",,,target marital race,,https://doi.org/10.1137/1.9781611977653.ch98,deid_data/aifairness_smote/ma/smote_target_marital_race_ma.csv,deid_data/aifairness_smote/ma/smote_target_marital_race_ma.json,deid_data/aifairness_smote/ma/r_smote_target_marital_race_ma,UT Dallas DSPL,,9/5/2023 00:00:00,,e565aebdfba91eab35813326420dcad548412231
32,UTDallas-AIFairness,smote,geometric,ma2019,all-features,13330105588800000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The Synthetic Minority Oversampling Technique (SMOTE) approach considers each record in the target data as a point in the feature space (i.e., in a schema with F features, this is an F-dimensional cartersian space with one axis per feature). It then uses a geometric technique such as linear interpolation or k-means clustering to select new points which lie between existing target points.  These new points comprise non-differentially private synthetic data which is very unlikely to contain individuals from the original target data. ",,,target race,,https://doi.org/10.1137/1.9781611977653.ch98,deid_data/aifairness_smote/ma/smote_target_race_ma.csv,deid_data/aifairness_smote/ma/smote_target_race_ma.json,deid_data/aifairness_smote/ma/r_smote_target_race_ma,UT Dallas DSPL,,9/5/2023 00:00:00,,9068dc087e257a0b7b88bf602c175b0da995f6cf
33,UTDallas-AIFairness,smote,geometric,national2019,all-features,517839049728000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The Synthetic Minority Oversampling Technique (SMOTE) approach considers each record in the target data as a point in the feature space (i.e., in a schema with F features, this is an F-dimensional cartersian space with one axis per feature). It then uses a geometric technique such as linear interpolation or k-means clustering to select new points which lie between existing target points.  These new points comprise non-differentially private synthetic data which is very unlikely to contain individuals from the original target data. ",,,target marital race,,https://doi.org/10.1137/1.9781611977653.ch98,deid_data/aifairness_smote/national/smote_target_marital_race_na.csv,deid_data/aifairness_smote/national/smote_target_marital_race_na.json,deid_data/aifairness_smote/national/r_smote_target_marital_race_na,UT Dallas DSPL,,9/5/2023 00:00:00,,b94c4b32517af857b3ece2463c49ddf5b8ce35cc
34,UTDallas-AIFairness,smote,geometric,national2019,all-features,517839049728000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The Synthetic Minority Oversampling Technique (SMOTE) approach considers each record in the target data as a point in the feature space (i.e., in a schema with F features, this is an F-dimensional cartersian space with one axis per feature). It then uses a geometric technique such as linear interpolation or k-means clustering to select new points which lie between existing target points.  These new points comprise non-differentially private synthetic data which is very unlikely to contain individuals from the original target data. ",,,target marital,,https://doi.org/10.1137/1.9781611977653.ch98,deid_data/aifairness_smote/national/smote_target_marital_na.csv,deid_data/aifairness_smote/national/smote_target_marital_na.json,deid_data/aifairness_smote/national/r_smote_target_marital_na,UT Dallas DSPL,,9/5/2023 00:00:00,,abd45fc10d9f20f86125c1125a39a9ea391d6349
35,UTDallas-AIFairness,smote,geometric,national2019,all-features,517839049728000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The Synthetic Minority Oversampling Technique (SMOTE) approach considers each record in the target data as a point in the feature space (i.e., in a schema with F features, this is an F-dimensional cartersian space with one axis per feature). It then uses a geometric technique such as linear interpolation or k-means clustering to select new points which lie between existing target points.  These new points comprise non-differentially private synthetic data which is very unlikely to contain individuals from the original target data. ",,,target race,,https://doi.org/10.1137/1.9781611977653.ch98,deid_data/aifairness_smote/national/smote_target_race_na.csv,deid_data/aifairness_smote/national/smote_target_race_na.json,deid_data/aifairness_smote/national/r_smote_target_race_na,UT Dallas DSPL,,9/5/2023 00:00:00,,a6c69a473817219f3d8185eb889d46e9b0b01d74
36,UTDallas-AIFairness,smote,geometric,tx2019,all-features,36042774768000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The Synthetic Minority Oversampling Technique (SMOTE) approach considers each record in the target data as a point in the feature space (i.e., in a schema with F features, this is an F-dimensional cartersian space with one axis per feature). It then uses a geometric technique such as linear interpolation or k-means clustering to select new points which lie between existing target points.  These new points comprise non-differentially private synthetic data which is very unlikely to contain individuals from the original target data. ",,,target marital,,https://doi.org/10.1137/1.9781611977653.ch98,deid_data/aifairness_smote/tx/smote_target_marital_tx.csv,deid_data/aifairness_smote/tx/smote_target_marital_tx.json,deid_data/aifairness_smote/tx/r_smote_target_marital_tx,UT Dallas DSPL,,9/5/2023 00:00:00,,fa3fa215f8d2047bc5d7570ab23f071d0bfd65dc
37,UTDallas-AIFairness,smote,geometric,tx2019,all-features,36042774768000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The Synthetic Minority Oversampling Technique (SMOTE) approach considers each record in the target data as a point in the feature space (i.e., in a schema with F features, this is an F-dimensional cartersian space with one axis per feature). It then uses a geometric technique such as linear interpolation or k-means clustering to select new points which lie between existing target points.  These new points comprise non-differentially private synthetic data which is very unlikely to contain individuals from the original target data. ",,,target marital race,,https://doi.org/10.1137/1.9781611977653.ch98,deid_data/aifairness_smote/tx/smote_target_marital_race_tx.csv,deid_data/aifairness_smote/tx/smote_target_marital_race_tx.json,deid_data/aifairness_smote/tx/r_smote_target_marital_race_tx,UT Dallas DSPL,,9/5/2023 00:00:00,,2974d733f5805a4c0c330ef612c29ad9dedd7e5a
38,UTDallas-AIFairness,smote,geometric,tx2019,all-features,36042774768000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The Synthetic Minority Oversampling Technique (SMOTE) approach considers each record in the target data as a point in the feature space (i.e., in a schema with F features, this is an F-dimensional cartersian space with one axis per feature). It then uses a geometric technique such as linear interpolation or k-means clustering to select new points which lie between existing target points.  These new points comprise non-differentially private synthetic data which is very unlikely to contain individuals from the original target data. ",,,target race,,https://doi.org/10.1137/1.9781611977653.ch98,deid_data/aifairness_smote/tx/smote_target_race_tx.csv,deid_data/aifairness_smote/tx/smote_target_race_tx.json,deid_data/aifairness_smote/tx/r_smote_target_race_tx,UT Dallas DSPL,,9/5/2023 00:00:00,,ea7ff29a759dbc99cb266a1f31e57b6677a4ee12
39,aindo-synth,aindo-synth,neural net,ma2019,all-features,13330105588800000000000000,"AGEP, DEAR, DENSITY, DEYE, DPHY, DREM, DVET, EDU, HISP, HOUSING_TYPE, INDP, INDP_CAT, MSP, NOC, NPF, OWN_RENT, PINCP, PINCP_DECILE, POVPIP, PUMA, PWGTP, RAC1P, SEX, WGTP",non_dp,"Our model learns the distribution of the original data and performs validation during training, to guarantee generalization and avoid overfitting. Synthetic data is generated from scratch using the learned generative model.",,,default,,,deid_data/aindo_synth_Aindo/ma/aindo_synth_GinevraCarbone_1.csv,deid_data/aindo_synth_Aindo/ma/aindo_synth_GinevraCarbone_1.json,deid_data/aindo_synth_Aindo/ma/r_aindo_synth_GinevraCarbone_1,Aindo,1.0,10/10/2023 7:15:19,,3b3063e18ee66aea128e22e1927ccbf183aee7d8
40,aindo-synth,aindo-synth,neural net,national2019,all-features,517839049728000000000000000,"AGEP, DEAR, DENSITY, DEYE, DPHY, DREM, DVET, EDU, HISP, HOUSING_TYPE, INDP, INDP_CAT, MSP, NOC, NPF, OWN_RENT, PINCP, PINCP_DECILE, POVPIP, PUMA, PWGTP, RAC1P, SEX, WGTP",non_dp,"Our model learns the distribution of the original data and performs validation during training, to guarantee generalization and avoid overfitting. Synthetic data is generated from scratch using the learned generative model.",,,default,,,deid_data/aindo_synth_Aindo/national/aindo_synth_GinevraCarbone_1.csv,deid_data/aindo_synth_Aindo/national/aindo_synth_GinevraCarbone_1.json,deid_data/aindo_synth_Aindo/national/r_aindo_synth_GinevraCarbone_1,Aindo,1.0,10/10/2023 7:15:19,,e18eafc8475127d6cbe8e3291fb8226032de948b
41,aindo-synth,aindo-synth,neural net,tx2019,all-features,36042774768000000000000000,"AGEP, DEAR, DENSITY, DEYE, DPHY, DREM, DVET, EDU, HISP, HOUSING_TYPE, INDP, INDP_CAT, MSP, NOC, NPF, OWN_RENT, PINCP, PINCP_DECILE, POVPIP, PUMA, PWGTP, RAC1P, SEX, WGTP",non_dp,"Our model learns the distribution of the original data and performs validation during training, to guarantee generalization and avoid overfitting. Synthetic data is generated from scratch using the learned generative model.",,,default,,,deid_data/aindo_synth_Aindo/tx/aindo_synth_GinevraCarbone_1.csv,deid_data/aindo_synth_Aindo/tx/aindo_synth_GinevraCarbone_1.json,deid_data/aindo_synth_Aindo/tx/r_aindo_synth_GinevraCarbone_1,Aindo,1.0,10/10/2023 7:15:19,,421828396f346eb3006d0c4b6e37a040d3020bc7
42,rsynthpop,cart,stat model,ma2019,custom-features-21,266602111776000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",non_dp,Non-differentially private synthetic data.  Produced using a fully conditional multilple imputation algorithm comprised of a sequence of decision trees trained on the target data.  Each  feature value in a given record is synthesized one at a time: the values of the preceding synthesized features are fed into the decision tree trained to predict the current feature.  ,,,maxfaclevels: 300,,https://doi.org/10.18637/jss.v074.i11,deid_data/rsynthpop_cart/ma/cart_cf21_ma2019.csv,deid_data/rsynthpop_cart/ma/cart_cf21_ma2019.json,deid_data/rsynthpop_cart/ma/r_cart_cf21_ma2019,CRC,,5/20/2023 00:00:00,,79503534807a125162e042e3316ff2468924152a
43,rsynthpop,cart,stat model,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",non_dp,Non-differentially private synthetic data.  Produced using a fully conditional multilple imputation algorithm comprised of a sequence of decision trees trained on the target data.  Each  feature value in a given record is synthesized one at a time: the values of the preceding synthesized features are fed into the decision tree trained to predict the current feature.  ,,,maxfaclevels: 300,,https://doi.org/10.18637/jss.v074.i11,deid_data/rsynthpop_cart/ma/cart_demographic_ma2019.csv,deid_data/rsynthpop_cart/ma/cart_demographic_ma2019.json,deid_data/rsynthpop_cart/ma/r_cart_demographic_ma2019,CRC,,5/20/2023 00:00:00,,c44827f8b0b5fbeac500f23f1db024b7fca672a4
44,rsynthpop,cart,stat model,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",non_dp,Non-differentially private synthetic data. ,,,minnumlevels=11,,https://doi.org/10.18637/jss.v074.i11,deid_data/rsynthpop_cart_CBS-NL/ma/cart_minnumlevels_11_demographic_SlokomManel_2.csv,deid_data/rsynthpop_cart_CBS-NL/ma/cart_minnumlevels_11_demographic_SlokomManel_2.json,deid_data/rsynthpop_cart_CBS-NL/ma/r_cart_minnumlevels_11_demographic_SlokomManel_2,CBS-NL,2.0,4/28/2023 12:09:32,,5dfc74e2b5eb80f20e8fbc7cc9bdc6a2b612f0dc
45,rsynthpop,cart,stat model,ma2019,family-focused,58212000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",non_dp,Non-differentially private synthetic data.  Produced using a fully conditional multilple imputation algorithm comprised of a sequence of decision trees trained on the target data.  Each  feature value in a given record is synthesized one at a time: the values of the preceding synthesized features are fed into the decision tree trained to predict the current feature.  ,,,maxfaclevels: 503,,https://doi.org/10.18637/jss.v074.i11,deid_data/rsynthpop_cart/ma/cart_family_maxfaclevels_503_ma2019.csv,deid_data/rsynthpop_cart/ma/cart_family_maxfaclevels_503_ma2019.json,deid_data/rsynthpop_cart/ma/r_cart_family_maxfaclevels_503_ma2019,CRC,,5/20/2023 00:00:00,,cfab4701ef5d6703799d49b7e1e76cd6913d234e
46,rsynthpop,cart,stat model,ma2019,industry-focused,27027000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",non_dp,Non-differentially private synthetic data.  Produced using a fully conditional multilple imputation algorithm comprised of a sequence of decision trees trained on the target data.  Each  feature value in a given record is synthesized one at a time: the values of the preceding synthesized features are fed into the decision tree trained to predict the current feature.  ,,,maxfaclevels: 300,,https://doi.org/10.18637/jss.v074.i11,deid_data/rsynthpop_cart/ma/cart_industry_ma2019.csv,deid_data/rsynthpop_cart/ma/cart_industry_ma2019.json,deid_data/rsynthpop_cart/ma/r_cart_industry_ma2019,CRC,,5/20/2023 00:00:00,,dde7ecbf0a1e39a35314e638f2fe6f55cfc68fe4
47,rsynthpop,cart,stat model,national2019,custom-features-21,2589195248640000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",non_dp,Non-differentially private synthetic data.  Produced using a fully conditional multilple imputation algorithm comprised of a sequence of decision trees trained on the target data.  Each  feature value in a given record is synthesized one at a time: the values of the preceding synthesized features are fed into the decision tree trained to predict the current feature.  ,,,maxfaclevels: 300,,https://doi.org/10.18637/jss.v074.i11,deid_data/rsynthpop_cart/national/cart_cf21_na2019.csv,deid_data/rsynthpop_cart/national/cart_cf21_na2019.json,deid_data/rsynthpop_cart/national/r_cart_cf21_na2019,CRC,,5/20/2023 00:00:00,,a4e947b700c619f808cb68ec50472a503b5c337c
48,rsynthpop,cart,stat model,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",non_dp,Non-differentially private synthetic data.  Produced using a fully conditional multilple imputation algorithm comprised of a sequence of decision trees trained on the target data.  Each  feature value in a given record is synthesized one at a time: the values of the preceding synthesized features are fed into the decision tree trained to predict the current feature.  ,,,maxfaclevels: 300,,https://doi.org/10.18637/jss.v074.i11,deid_data/rsynthpop_cart/national/cart_demographic_na2019.csv,deid_data/rsynthpop_cart/national/cart_demographic_na2019.json,deid_data/rsynthpop_cart/national/r_cart_demographic_na2019,CRC,,5/20/2023 00:00:00,,f615aa3f1774e046028ed010e0d46eb0cc4cd2aa
49,rsynthpop,cart,stat model,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",non_dp,Non-differentially private synthetic data. ,,,minnumlevels=11,,https://doi.org/10.18637/jss.v074.i11,deid_data/rsynthpop_cart_CBS-NL/national/cart_minnumlevels_11_demographic_SlokomManel_2.csv,deid_data/rsynthpop_cart_CBS-NL/national/cart_minnumlevels_11_demographic_SlokomManel_2.json,deid_data/rsynthpop_cart_CBS-NL/national/r_cart_minnumlevels_11_demographic_SlokomManel_2,CBS-NL,2.0,4/28/2023 12:09:32,,cca7ec7419f66fa9a6f61ed62d2e9d51f5378880
50,rsynthpop,cart,stat model,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",non_dp,Non-differentially private synthetic data.  Produced using a fully conditional multilple imputation algorithm comprised of a sequence of decision trees trained on the target data.  Each  feature value in a given record is synthesized one at a time: the values of the preceding synthesized features are fed into the decision tree trained to predict the current feature.  ,,,maxfaclevels: 503,,https://doi.org/10.18637/jss.v074.i11,deid_data/rsynthpop_cart/national/cart_family_maxfaclevels_503_na2019.csv,deid_data/rsynthpop_cart/national/cart_family_maxfaclevels_503_na2019.json,deid_data/rsynthpop_cart/national/r_cart_family_maxfaclevels_503_na2019,CRC,,5/20/2023 00:00:00,,38123cd5570ee2a6ca7384332d11110881819a6c
