,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP
590,1,N,2,1,2,7,0,38-00100,N
591,2,N,1,1,3,8,0,30-00600,7580
592,2,1,1,1,0,4,0,06-08507,7380
593,2,6,1,1,9,9,0,40-00200,N
594,1,6,1,2,1,4,0,08-00803,N
595,2,N,1,2,9,10,0,06-07502,N
596,1,1,1,0,3,5,0,08-00803,6170
597,2,1,1,1,3,10,0,06-08507,8370
598,2,N,1,1,2,10,0,28-01100,N
599,2,6,8,2,0,7,0,36-03710,N
600,1,6,1,1,N,3,0,38-00100,N
601,1,6,2,1,1,4,0,30-00600,N
602,2,3,6,1,8,10,0,26-02702,N
603,2,6,1,2,4,8,0,36-03710,7071
604,2,4,2,2,N,N,1,32-00405,8590
605,1,1,1,1,9,9,0,17-03531,7490
606,2,3,6,1,9,10,0,30-00600,6370
607,2,6,2,2,3,7,0,36-03710,N
608,1,1,2,1,N,N,0,32-00405,N
609,1,1,1,2,3,10,0,08-00803,7860
610,1,3,2,1,5,11,0,28-01100,N
611,2,N,1,2,9,10,0,26-02702,N
612,1,N,1,2,N,2,1,06-08507,N
613,1,3,1,1,3,8,0,19-01700,N
614,2,6,2,1,8,11,0,51-51255,N
615,2,1,1,1,3,5,0,26-02702,N
616,2,1,2,0,0,4,0,06-08507,7390
617,2,6,2,2,N,1,0,06-07502,8570
618,2,1,1,0,2,10,0,13-04600,N
619,2,6,1,1,2,5,0,17-03529,N
620,1,N,1,1,N,3,0,30-00600,7280
621,2,6,1,1,N,N,1,32-00405,N
622,1,N,1,1,7,9,0,24-01004,N
623,2,N,1,1,0,7,0,01-01301,N
624,1,1,1,1,6,9,0,06-08507,N
625,2,1,1,1,N,2,0,36-04010,N
626,1,N,9,1,9,10,0,51-51255,7860
627,1,1,1,0,2,5,0,24-01004,N
628,1,6,2,2,7,5,0,06-07502,6870
629,2,3,2,0,3,7,1,32-00405,N
630,2,4,1,2,3,4,0,30-00600,770
631,1,1,1,0,1,6,0,19-01700,8980
632,2,1,2,1,6,9,0,30-00600,7280
633,1,2,1,1,2,10,0,38-00100,9370
634,1,N,2,1,0,5,0,38-00100,8290
635,1,1,1,2,6,9,0,17-03529,6170
636,2,6,6,1,9,10,1,32-00405,770
637,2,6,1,1,5,10,0,51-01301,9570
638,2,1,2,1,5,11,0,06-07502,9190
639,2,1,2,1,8,10,0,13-04600,N
640,1,6,2,0,5,5,2,40-00200,3990
641,1,2,6,2,4,10,0,30-00600,180
642,1,1,1,2,5,7,0,29-01901,N
643,1,1,1,1,6,10,0,32-00405,5170
644,2,6,1,1,9,12,0,24-01004,7890
645,1,6,2,2,5,9,0,26-02702,7870
646,1,6,9,2,9,9,0,28-01100,N
647,2,1,1,2,8,10,4,17-03531,8191
648,1,N,2,1,3,7,0,51-51255,7071
649,2,5,2,0,2,5,0,38-00100,7460
650,1,6,2,0,4,7,1,51-51255,7860
651,1,6,1,1,7,8,0,51-51255,4670
652,1,N,1,1,8,7,0,19-01700,N
653,2,6,1,1,5,6,0,51-51255,4870
654,2,1,1,2,3,4,4,36-03710,1390
655,2,3,9,2,8,10,0,06-07502,7380
656,1,3,1,1,8,10,4,51-01301,N
657,2,1,1,1,9,9,0,24-01004,7390
658,2,1,2,1,N,3,0,06-08507,N
659,2,6,1,2,4,10,0,40-00200,N
660,2,1,1,1,2,6,0,32-00405,N
661,2,6,2,1,1,4,0,24-01004,8080
662,2,2,6,1,7,11,0,01-01301,9470
663,1,6,1,1,3,5,0,28-01100,7860
664,1,6,2,1,8,10,0,24-01004,7380
665,2,6,2,1,9,12,0,51-01301,N
666,2,1,1,1,9,7,0,26-02702,570
667,2,1,1,1,N,3,1,32-00405,N
668,1,6,2,1,8,12,0,06-08507,N
669,2,6,8,1,N,3,0,40-00200,N
670,2,N,1,2,9,5,0,30-00600,8680
671,1,N,9,2,3,4,0,17-03531,N
672,2,6,1,1,N,3,0,36-04010,N
673,2,4,2,2,0,5,0,06-07502,7490
674,2,1,1,1,2,5,0,08-00803,N
675,1,6,2,1,4,6,0,17-03531,N
676,1,6,1,1,6,2,0,36-04010,N
677,1,6,1,2,6,9,0,40-00200,N
678,2,4,1,2,N,1,0,19-01700,N
679,2,1,1,2,2,9,0,08-00803,4971
680,2,N,6,2,6,9,0,51-51255,7870
681,1,6,1,2,2,4,0,30-00600,8680
682,2,6,1,2,N,2,0,13-04600,8980
683,1,6,2,2,1,7,0,17-03531,770
684,2,1,6,1,2,9,0,40-00200,N
685,1,6,1,2,N,3,0,30-00600,5391
686,1,6,3,1,5,9,1,32-00405,N
687,2,4,1,1,9,7,0,29-01901,N
688,2,6,2,1,3,5,0,24-01004,N
689,1,4,2,1,6,10,4,51-01301,N
690,1,6,2,2,8,9,0,29-01901,6970
691,1,6,2,2,N,3,0,17-03529,N
692,1,1,1,1,0,10,0,17-03531,7280
693,2,1,3,1,3,9,0,28-01100,N
694,2,N,9,1,8,10,0,30-00600,N
695,2,1,1,2,6,5,4,30-00600,1280
696,2,6,9,1,7,7,0,19-01700,8191
697,1,N,3,0,0,7,0,51-51255,5090
698,1,4,1,1,7,12,0,24-01004,7390
699,2,4,2,2,N,2,0,19-01700,8191
700,1,1,1,1,6,5,0,40-00200,N
701,2,1,1,2,8,5,0,38-00100,8270
702,1,6,1,1,1,5,0,26-02702,8680
703,2,6,1,1,2,8,0,24-01004,N
704,1,N,3,1,6,6,0,36-04010,3570
705,1,6,2,1,0,8,0,30-00600,8680
706,2,5,1,1,N,2,0,30-00600,N
707,2,1,1,1,0,3,0,30-00600,180
708,2,6,2,1,9,10,0,19-01700,N
709,1,4,2,1,2,10,0,36-04010,N
710,1,1,2,1,0,4,0,38-00100,N
711,2,N,1,0,1,7,0,17-03531,N
712,1,1,1,2,3,7,0,51-01301,N
713,2,2,1,2,8,12,1,32-00405,N
714,1,6,6,1,0,5,0,19-01700,770
715,2,1,1,0,1,7,0,30-00600,8660
716,2,4,1,1,9,9,0,29-01901,4170
717,1,6,8,1,4,10,0,26-02702,7870
718,2,1,1,1,4,9,0,38-00100,8270
719,2,2,8,1,9,12,0,17-03529,7380
720,1,6,2,2,2,7,0,13-04600,N
721,2,1,1,1,7,9,0,17-03531,N
722,1,N,8,2,0,3,0,08-00803,9170
723,2,4,2,2,3,5,0,24-01004,9170
724,1,6,1,2,9,10,0,06-08507,7670
725,2,N,9,1,9,10,0,08-00803,4690
726,1,2,1,1,9,12,0,51-01301,7270
727,1,1,1,1,N,3,0,38-00100,7071
728,2,6,1,1,7,5,0,36-04010,9160
729,2,1,3,1,6,7,0,38-00100,180
730,1,6,1,1,4,5,0,28-01100,6190
731,1,1,1,1,6,5,0,26-02702,N
732,2,5,2,2,0,7,0,06-08507,7380
733,2,1,1,1,3,5,0,06-07502,7071
734,1,6,9,1,N,3,0,17-03529,6970
735,1,6,6,0,0,4,0,28-01100,7290
736,1,6,1,1,N,3,0,24-01004,8191
737,2,1,6,1,9,5,0,38-00100,N
738,2,N,1,1,7,9,0,24-01004,8191
739,1,1,1,2,6,9,0,32-00405,8680
740,1,N,2,0,0,3,0,29-01901,7570
741,2,N,2,1,3,7,0,01-01301,8590
742,1,1,1,1,2,5,0,28-01100,9370
743,2,2,6,1,6,7,0,01-01301,7860
744,1,6,6,1,N,3,0,06-08507,7490
745,2,1,1,1,8,8,0,06-08507,7380
746,2,1,3,2,9,9,0,51-01301,N
747,2,N,8,1,9,5,2,36-03710,8170
748,1,6,1,1,9,5,0,06-07502,7790
749,2,1,1,1,4,5,0,51-51255,9590
750,1,1,8,2,6,8,0,28-01100,8680
751,2,1,2,1,0,8,1,38-00100,N
752,2,2,2,2,0,9,0,36-04010,N
753,2,6,1,1,8,3,0,24-01004,N
754,1,5,1,2,3,10,0,51-01301,770
755,1,1,1,1,8,9,0,51-01301,N
756,1,6,3,1,9,11,0,19-01700,8191
757,2,4,1,2,N,2,0,24-01004,9290
758,1,2,1,1,N,3,0,24-01004,N
759,1,6,2,0,N,4,1,32-00405,8660
760,2,6,6,2,3,4,0,51-51255,N
761,2,6,2,2,5,10,0,06-08507,N
762,1,1,1,1,9,10,0,51-51255,N
763,1,1,7,1,8,12,0,06-08507,3365
764,2,1,8,1,8,12,0,32-00405,470
765,2,6,2,2,6,9,0,06-07502,6570
766,2,1,2,1,9,10,0,38-00100,8680
767,2,3,1,1,4,9,0,06-07502,8191
768,2,2,6,2,7,9,0,40-00200,8570
769,1,N,1,2,9,10,0,40-00200,8660
770,2,N,6,1,0,6,0,51-51255,9170
771,1,1,1,1,2,7,0,06-08507,N
772,1,1,1,0,3,9,0,51-01301,N
773,2,1,1,2,2,5,0,08-00803,9170
774,2,1,1,1,0,5,0,17-03531,N
775,1,1,1,1,4,9,0,30-00600,7690
776,2,3,2,2,9,9,0,17-03531,N
777,2,N,2,0,1,7,0,29-01901,N
778,1,2,6,1,9,10,0,17-03529,9920
779,2,6,2,1,0,6,0,40-00200,N
780,2,N,2,1,1,4,0,36-04010,N
781,2,6,1,1,0,5,0,19-01700,8680
782,1,1,2,1,9,9,0,38-00100,7280
783,2,6,2,1,9,5,0,30-00600,N
784,2,6,1,1,4,5,0,51-51255,7290
785,2,4,8,1,2,5,0,24-01004,9920
786,1,3,2,1,9,8,0,01-01301,N
787,1,6,1,2,1,9,0,30-00600,N
788,1,1,1,2,8,10,0,08-00803,6570
789,1,6,1,1,9,10,0,01-01301,8191
790,2,6,1,1,8,10,0,36-04010,2570
791,2,6,3,0,2,6,0,19-01700,6190
792,2,4,2,2,2,9,0,06-07502,N
793,2,1,1,2,4,11,4,24-01004,N
794,2,1,2,1,9,10,0,17-03529,7380
795,2,3,2,2,5,7,0,40-00200,N
796,1,6,1,1,6,10,0,06-07502,N
797,1,6,9,2,1,9,4,36-03710,6890
798,2,4,2,1,8,12,0,40-00200,7270
799,2,4,2,2,N,N,0,36-04010,N
800,2,6,1,2,5,7,0,40-00200,7270
801,1,2,6,1,4,4,0,19-01700,4971
802,2,6,2,1,1,7,0,28-01100,N
803,1,1,6,2,5,9,0,17-03529,6180
804,2,1,2,2,5,5,0,06-07502,7380
805,2,N,9,1,N,N,0,38-00100,9490
806,2,5,2,1,5,7,0,38-00100,170
807,1,1,1,1,N,3,0,08-00803,N
808,2,6,8,2,0,4,0,08-00803,6370
809,1,6,1,2,6,9,0,06-08507,4490
810,2,1,2,1,N,3,4,24-01004,8470
811,2,5,2,1,0,6,0,17-03529,N
812,1,6,2,1,9,9,0,30-00600,N
813,2,1,1,1,5,5,0,24-01004,8080
814,1,1,1,2,4,6,0,51-01301,N
815,2,6,2,1,9,9,0,13-04600,7890
816,2,4,1,1,6,9,0,51-51255,570
817,1,N,1,0,0,7,0,26-02702,6870
818,1,N,1,0,5,1,0,38-00100,N
819,1,1,1,2,5,10,0,51-51255,N
820,1,6,2,1,2,4,0,26-02702,N
821,2,1,1,0,0,7,0,40-00200,N
822,2,3,1,1,1,9,0,36-04010,8660
823,2,1,1,1,6,7,0,51-01301,9590
824,1,3,1,1,9,9,0,19-01700,N
825,1,1,6,0,4,6,0,36-03710,7280
826,2,6,1,1,5,7,0,38-00100,N
827,2,6,2,2,2,9,0,40-00200,3380
828,2,6,1,1,N,3,0,17-03531,N
829,1,6,1,2,5,5,0,24-01004,N
830,1,1,1,1,9,9,0,30-00600,180
831,1,N,9,2,6,9,0,24-01004,3895
832,2,1,2,2,2,5,0,36-04010,3380
833,2,4,1,1,2,5,0,38-00100,8080
834,1,6,1,2,N,3,0,17-03531,8090
835,2,2,2,1,0,5,0,06-07502,6190
836,2,4,2,1,5,7,0,19-01700,8770
837,2,6,1,1,0,6,0,13-04600,N
838,2,6,1,1,9,7,0,28-01100,N
839,1,6,1,1,0,7,0,51-01301,7470
840,1,6,2,2,N,N,4,06-07502,2480
841,2,5,2,1,1,7,0,19-01700,5370
842,2,1,1,0,2,6,0,08-00803,6570
843,1,6,6,2,9,9,0,29-01901,5391
844,2,4,8,1,9,7,0,13-04600,N
845,2,1,1,1,9,9,0,24-01004,6970
846,2,1,1,1,5,8,0,51-01301,6180
847,2,3,1,1,4,9,0,38-00100,N
848,1,1,1,2,6,7,0,06-08507,7080
849,2,5,2,2,6,9,0,17-03529,7870
850,2,6,1,1,1,7,0,40-00200,N
851,2,1,1,1,N,3,0,06-08507,8660
852,1,1,2,2,3,7,0,13-04600,N
853,1,1,1,2,N,2,0,24-01004,7860
854,1,1,1,1,8,11,0,28-01100,N
855,2,3,1,2,2,7,0,36-03710,8191
856,1,4,1,1,9,12,0,51-01301,N
857,1,N,2,1,8,12,0,28-01100,7970
858,1,5,2,1,6,10,0,38-00100,4670
859,1,1,2,1,N,1,0,13-04600,9470
860,2,1,8,1,2,5,0,17-03529,6180
861,1,1,1,1,9,9,0,08-00803,6570
862,1,1,6,2,0,8,0,30-00600,5580
863,2,4,1,1,2,12,0,08-00803,8191
864,1,6,1,1,2,5,4,08-00803,7870
865,1,1,1,0,2,7,0,38-00100,N
866,2,6,1,1,6,10,0,29-01901,8191
867,2,1,1,2,0,9,1,08-00803,7390
868,1,2,2,1,3,7,0,24-01004,9290
869,1,6,2,1,7,7,0,17-03529,8680
870,2,1,1,1,7,9,0,19-01700,9290
871,1,N,2,1,0,5,0,30-00600,N
872,2,3,1,2,4,7,0,29-01901,8370
873,1,N,1,1,9,7,0,51-01301,N
874,2,6,1,1,N,3,0,30-00600,7290
875,2,1,2,1,6,7,0,28-01100,7860
876,1,N,1,2,9,9,0,19-01700,5580
877,2,4,2,1,6,7,0,30-00600,N
878,2,4,1,2,2,4,0,24-01004,6090
879,2,1,6,1,9,10,0,13-04600,N
880,1,N,1,2,2,9,0,30-00600,5381
881,2,4,2,2,9,12,0,26-02702,6570
882,1,6,2,2,9,11,0,38-00100,8670
883,2,4,2,0,0,7,0,51-01301,N
884,1,1,6,2,6,9,0,19-01700,N
885,2,6,6,1,9,10,0,19-01700,3390
886,1,5,2,1,9,12,0,51-51255,N
887,2,1,6,1,2,5,0,08-00803,7390
888,1,6,1,1,7,5,0,17-03529,N
889,1,1,3,1,N,3,0,06-08507,N
890,2,1,1,1,2,9,0,06-07502,N
891,2,N,3,1,3,5,0,28-01100,8680
892,1,1,1,2,1,5,0,08-00803,4690
893,2,1,1,2,6,7,0,08-00803,8680
894,1,1,6,1,2,5,0,19-01700,7290
895,2,1,1,2,0,4,0,01-01301,N
896,1,1,6,2,8,7,0,17-03531,N
897,1,1,2,1,1,8,0,08-00803,2270
898,1,1,6,0,1,7,0,32-00405,770
899,2,3,1,1,7,9,0,28-01100,N
900,1,N,2,1,N,N,0,19-01700,8290
901,2,1,1,1,7,5,0,51-01301,N
902,2,3,1,1,4,10,0,30-00600,770
903,1,6,1,1,N,3,0,06-08507,N
904,1,6,2,0,1,7,0,51-51255,7480
905,2,4,1,2,8,2,0,13-04600,6290
906,2,4,1,1,N,3,0,30-00600,N
907,2,4,2,1,7,12,0,29-01901,8370
908,2,N,2,0,2,6,0,36-04010,N
909,1,N,1,2,3,7,0,36-04010,N
910,1,N,1,1,8,7,0,17-03529,7390
911,2,2,9,2,N,2,0,38-00100,6380
912,1,1,1,1,9,5,0,13-04600,N
913,1,6,1,1,6,7,0,30-00600,8080
914,2,1,1,1,4,5,0,32-00405,N
915,1,1,2,1,N,2,0,51-01301,7390
916,2,N,6,1,8,11,0,08-00803,8470
917,1,1,1,1,N,3,0,51-01301,N
918,2,6,6,1,5,5,0,29-01901,N
919,2,1,1,2,5,7,0,36-04010,770
920,2,6,3,2,5,4,0,26-02702,7380
921,1,1,2,2,N,3,0,32-00405,N
922,2,6,1,1,1,4,0,30-00600,770
923,2,6,2,0,6,5,0,51-51255,N
924,2,1,1,1,5,7,2,36-03710,N
925,1,N,5,1,3,5,4,51-01301,7290
926,1,N,6,1,6,9,0,24-01004,5580
927,2,6,2,1,8,10,0,24-01004,3080
928,2,1,6,2,4,10,0,38-00100,1290
929,1,6,1,1,4,7,0,17-03531,5391
930,2,1,1,2,6,5,0,13-04600,2390
931,2,6,1,1,8,9,0,40-00200,7460
932,2,1,3,1,9,10,0,17-03531,1691
933,1,1,1,2,4,5,0,17-03529,7071
934,1,1,6,1,6,9,4,36-03710,N
935,1,1,1,1,N,3,0,08-00803,N
936,2,1,1,0,0,4,0,17-03529,N
937,2,1,2,1,3,6,0,06-07502,N
938,2,6,1,1,N,3,1,32-00405,8170
939,1,3,1,1,6,4,0,08-00803,7870
940,2,1,1,2,6,7,0,30-00600,N
941,1,1,1,2,N,3,0,40-00200,7860
942,1,6,1,1,N,3,0,30-00600,8680
943,2,1,1,0,1,6,0,19-01700,6170
944,1,N,1,1,9,9,0,17-03529,9380
945,1,1,1,1,5,10,0,13-04600,N
946,1,1,2,1,N,2,0,13-04600,N
947,2,1,1,1,0,3,0,24-01004,N
948,1,6,2,1,0,5,0,28-01100,7680
949,2,1,2,1,9,8,0,17-03529,6390
950,2,1,2,1,N,3,0,24-01004,N
951,2,6,2,1,7,9,0,38-00100,5391
952,2,1,1,1,N,3,0,38-00100,N
953,1,5,2,2,3,7,0,28-01100,9160
954,1,1,1,1,3,7,0,26-02702,N
955,1,6,1,1,N,2,0,51-01301,8370
956,1,N,8,1,0,4,0,26-02702,7072
957,2,N,2,2,N,10,0,29-01901,N
958,2,N,1,2,0,7,0,28-01100,N
959,1,1,1,2,3,7,0,08-00803,6570
960,2,1,1,1,4,8,0,29-01901,N
961,1,1,1,1,2,7,0,40-00200,8191
962,1,6,1,0,0,3,0,13-04600,3490
963,1,6,2,1,0,7,0,13-04600,9390
964,2,6,2,2,2,3,0,17-03529,N
965,2,1,1,1,7,8,0,17-03529,N
966,2,4,2,0,0,7,0,26-02702,8380
967,2,6,8,2,5,10,0,38-00100,N
968,2,6,2,1,9,11,0,24-01004,9470
969,2,6,1,2,2,5,0,40-00200,770
970,2,6,2,1,7,10,0,38-00100,770
971,1,1,1,0,2,5,0,36-04010,6570
972,1,6,6,1,8,9,0,30-00600,N
973,2,1,1,2,7,11,2,36-03710,N
974,1,1,1,1,9,12,0,40-00200,N
975,1,N,1,0,0,9,0,13-04600,4971
976,2,1,1,1,5,9,0,38-00100,N
977,2,6,6,1,4,9,4,51-01301,6770
978,1,1,1,2,9,12,0,17-03529,7470
979,2,4,1,1,8,9,0,08-00803,7580
980,1,6,1,2,7,9,0,40-00200,8680
981,2,6,1,1,1,9,0,01-01301,9170
982,1,1,1,2,4,9,0,29-01901,N
983,2,N,2,2,9,9,0,32-00405,N
984,2,N,2,1,7,7,0,08-00803,2970
985,2,2,8,1,2,3,0,51-01301,9470
986,1,1,1,2,1,5,0,06-07502,8590
987,2,1,2,1,1,10,0,51-01301,N
988,2,1,1,1,9,11,0,17-03529,N
989,2,4,2,1,0,4,0,38-00100,9920
990,1,1,1,2,6,9,0,51-01301,N
991,2,1,2,1,N,2,0,24-01004,8191
992,1,1,1,1,5,6,0,19-01700,N
993,1,1,6,1,8,12,0,17-03531,N
994,2,1,2,2,N,3,0,26-02702,3291
995,2,1,1,1,N,2,0,38-00100,N
996,1,1,2,2,0,4,0,08-00803,N
997,1,6,1,1,N,1,0,17-03529,N
998,2,1,9,2,N,3,0,30-00600,7860
999,2,1,2,0,3,5,0,51-01301,7870
1000,1,1,1,1,6,5,0,38-00100,N
1001,2,6,1,2,8,9,0,26-02702,7870
1002,2,6,1,0,0,3,0,17-03529,6180
1003,2,3,1,2,2,7,0,13-04600,7670
1004,1,4,2,2,9,9,0,26-02702,N
1005,1,N,1,1,7,10,0,08-00803,N
1006,1,6,1,2,4,6,0,40-00200,N
1007,2,6,8,0,0,5,0,19-01700,7870
1008,2,1,1,1,8,5,0,51-51255,2370
1009,1,6,2,1,6,9,0,30-00600,5593
1010,2,6,1,1,6,9,0,24-01004,9160
1011,1,6,1,1,9,9,0,06-07502,490
1012,2,6,1,2,N,3,0,13-04600,N
1013,1,1,1,0,0,7,0,01-01301,9370
1014,1,6,1,1,4,7,2,36-03710,N
1015,2,6,9,2,7,9,0,38-00100,570
1016,2,4,2,1,5,9,1,30-00600,170
1017,2,N,9,2,5,9,0,06-07502,N
1018,1,N,1,1,3,9,2,36-03710,N
1019,1,6,2,1,7,8,0,51-01301,N
1020,2,6,2,1,7,9,0,38-00100,N
1021,1,6,2,2,4,4,0,36-04010,7870
1022,2,6,2,2,0,9,0,28-01100,7860
1023,1,1,1,0,3,10,0,51-51255,9590
1024,1,1,1,2,6,9,0,30-00600,N
1025,2,3,6,2,N,1,0,01-01301,570
1026,1,4,1,1,3,10,0,40-00200,N
1027,1,1,2,1,4,3,0,38-00100,6992
1028,2,6,2,2,0,4,0,06-07502,7380
1029,1,6,2,2,6,9,0,24-01004,N
1030,2,4,6,1,0,5,0,29-01901,8590
1031,2,6,1,1,3,9,0,38-00100,N
1032,1,1,1,1,8,12,0,06-07502,4670
1033,2,6,2,1,3,5,1,32-00405,N
1034,1,6,1,2,2,3,0,06-08507,7860
1035,1,1,2,1,1,7,0,01-01301,N
1036,1,N,1,1,9,9,0,51-51255,9390
1037,1,4,2,1,9,9,0,29-01901,4670
1038,2,3,1,1,9,10,0,24-01004,3970
1039,2,6,3,1,3,9,0,06-08507,N
1040,1,N,3,1,0,7,0,19-01700,7580
1041,2,6,2,1,8,7,0,17-03529,5580
1042,2,6,1,1,8,7,0,06-08507,3370
1043,2,N,1,2,4,10,0,51-51255,6991
1044,1,6,1,1,9,11,0,26-02702,7870
1045,2,3,2,1,9,9,0,17-03529,N
1046,1,4,2,1,N,3,0,28-01100,N
1047,1,6,1,1,9,9,0,17-03529,6370
1048,2,6,1,2,N,N,0,51-01301,9470
1049,2,1,2,0,0,4,0,24-01004,N
1050,1,6,6,1,7,10,0,51-51255,N
1051,2,4,2,2,N,3,0,13-04600,7460
1052,2,6,1,1,9,12,0,38-00100,5391
1053,1,1,1,0,2,7,0,17-03529,N
1054,2,1,1,1,8,7,1,38-00100,3895
1055,2,1,1,1,9,11,0,51-51255,7071
1056,1,2,2,1,2,7,0,17-03531,N
1057,1,6,1,1,5,7,0,40-00200,N
1058,1,6,1,1,N,3,0,06-08507,N
1059,2,2,6,1,8,9,0,26-02702,6670
1060,1,N,6,1,N,2,0,24-01004,7071
1061,2,5,9,2,2,4,0,24-01004,9570
1062,2,N,1,2,0,5,0,51-51255,N
1063,1,6,1,1,4,5,0,19-01700,770
1064,1,1,1,1,7,5,0,17-03531,9190
1065,1,6,9,0,0,5,0,30-00600,770
1066,2,1,1,1,N,1,0,13-04600,N
1067,1,6,1,2,9,10,0,17-03529,7280
1068,2,1,1,1,N,1,0,28-01100,7790
1069,1,N,9,2,6,3,0,36-04010,N
1070,2,1,1,2,5,5,0,06-08507,5570
1071,1,4,1,1,9,11,0,38-00100,5070
1072,2,1,3,1,2,7,0,24-01004,N
1073,2,4,2,1,0,5,0,26-02702,N
1074,1,6,1,2,N,2,0,38-00100,N
1075,1,N,2,1,N,3,0,36-04010,N
1076,2,1,1,2,N,N,0,30-00600,4090
1077,1,6,1,2,4,9,0,06-07502,7870
1078,2,N,2,1,4,5,0,30-00600,5080
1079,2,6,2,1,8,8,0,19-01700,5070
1080,1,6,1,1,6,10,0,17-03529,8470
1081,2,6,1,1,N,3,0,24-01004,7970
1082,1,6,1,1,3,7,0,08-00803,8590
1083,2,4,1,1,7,10,0,32-00405,N
1084,1,4,1,2,N,1,0,38-00100,7860
1085,2,1,1,1,4,4,2,06-07502,7380
1086,2,N,1,1,7,7,0,51-51255,3570
1087,2,3,9,1,N,3,0,24-01004,N
1088,1,1,2,1,N,3,0,29-01901,6770
1089,1,1,6,1,1,9,0,06-07502,5170
1090,2,6,8,0,4,1,0,24-01004,N
1091,1,1,6,1,9,11,4,32-00405,5080
1092,2,6,6,1,6,5,0,24-01004,9170
1093,1,1,1,2,2,9,0,51-51255,690
1094,1,6,1,2,1,5,0,30-00600,7860
1095,1,1,1,1,N,3,0,28-01100,8270
1096,2,1,1,1,1,10,0,19-01700,N
1097,2,1,1,2,8,9,0,17-03531,8470
1098,1,1,6,1,3,7,0,36-03710,4971
1099,2,4,1,0,5,5,0,30-00600,N
1100,1,4,1,2,7,10,0,40-00200,6290
1101,1,6,1,1,4,5,1,32-00405,N
1102,1,1,2,2,9,9,0,08-00803,7580
1103,2,6,1,2,2,8,0,08-00803,N
1104,1,4,2,1,9,12,0,30-00600,8191
1105,1,6,1,2,3,5,0,06-07502,7390
1106,2,1,1,2,N,1,0,01-01301,8680
1107,1,N,1,1,9,12,0,36-04010,9470
1108,2,1,1,2,N,3,0,08-00803,7690
1109,2,6,2,1,6,9,0,17-03529,490
1110,2,2,8,1,7,5,0,24-01004,8192
1111,1,1,2,2,3,7,0,24-01004,7470
1112,2,6,1,1,N,N,0,01-01301,N
1113,1,1,2,2,4,7,0,08-00803,4670
1114,2,6,2,1,6,5,0,24-01004,9590
1115,2,6,1,2,5,10,0,28-01100,N
1116,2,N,1,2,9,10,0,28-01100,6190
1117,2,1,1,1,7,10,0,01-01301,6480
1118,1,6,2,1,N,3,0,51-01301,N
1119,1,1,6,1,9,10,0,08-00803,N
1120,1,6,1,1,5,7,0,01-01301,7870
1121,1,6,1,0,3,5,4,26-02702,8191
1122,1,3,1,1,5,8,2,28-01100,4570
1123,1,1,2,2,N,1,0,51-01301,9480
1124,2,3,1,2,9,7,0,24-01004,N
1125,2,6,2,1,8,11,0,28-01100,8680
1126,2,3,1,2,0,10,0,38-00100,2190
1127,1,4,2,1,0,4,0,30-00600,7860
1128,1,6,1,2,3,8,0,24-01004,9170
1129,2,6,1,1,6,6,0,17-03529,N
1130,2,1,1,1,0,5,0,28-01100,N
1131,2,6,1,0,1,7,0,06-08507,N
1132,1,N,2,1,6,9,0,30-00600,3570
1133,2,3,1,2,2,5,0,19-01700,N
1134,2,3,1,1,8,1,0,30-00600,9290
1135,1,6,1,2,9,5,0,08-00803,6170
1136,2,1,2,1,2,9,0,51-01301,8470
1137,2,6,6,1,N,3,0,17-03529,N
1138,1,N,1,1,6,5,0,06-07502,N
1139,2,1,1,1,N,3,0,40-00200,N
1140,2,3,1,0,1,5,0,36-04010,8590
1141,1,1,1,2,5,10,0,08-00803,6970
1142,1,N,2,0,0,12,0,51-51255,9190
1143,2,1,1,1,9,10,0,38-00100,N
1144,2,N,6,2,1,5,0,17-03529,1090
1145,2,1,1,2,7,11,0,51-01301,6890
1146,2,N,1,1,N,3,0,06-07502,N
1147,1,6,1,1,9,11,0,24-01004,N
1148,1,6,1,1,8,9,0,36-03710,N
1149,1,4,1,1,9,9,0,30-00600,N
1150,2,4,1,1,N,3,0,17-03531,3070
1151,2,3,2,1,5,7,0,06-08507,N
1152,1,6,6,2,9,11,1,06-08507,N
1153,2,6,1,1,0,4,2,17-03529,N
1154,1,6,1,1,N,2,0,13-04600,N
1155,2,4,1,2,5,6,0,28-01100,8680
1156,2,1,6,2,2,6,0,29-01901,N
1157,1,1,2,2,9,9,0,28-01100,8370
1158,2,6,6,2,N,3,0,30-00600,7890
1159,1,1,1,1,4,5,0,30-00600,N
1160,2,1,2,1,9,5,0,29-01901,3180
1161,1,6,2,1,6,5,0,36-04010,6870
1162,2,4,1,1,8,7,0,17-03531,7680
1163,2,6,2,1,4,4,0,24-01004,N
1164,2,N,3,0,0,6,0,06-07502,N
1165,1,4,1,2,3,7,0,29-01901,N
1166,1,1,1,1,N,1,0,19-01700,6680
1167,2,4,2,1,1,5,0,32-00405,N
1168,1,N,1,2,6,7,0,06-08507,N
1169,2,N,9,2,5,5,0,24-01004,7390
1170,1,6,6,1,8,5,0,08-00803,4690
1171,2,N,2,1,8,8,0,51-51255,N
1172,2,6,6,1,9,10,1,32-00405,770
1173,2,6,1,2,6,9,0,19-01700,N
1174,2,N,1,0,0,7,0,24-01004,N
