,PUMA,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU,NOC,HISP
477,24-01004,41,1,N,2,1,2,N,2,6,N,0
478,28-01100,67,1,6,1,1,1,N,8,3,3,0
479,17-03531,58,2,6,2,1,2,N,3,8,0,0
480,38-00100,39,3,N,1,1,0,N,0,7,0,0
481,13-04600,77,2,N,1,1,2,N,6,7,0,0
482,32-00405,25,2,5,2,1,0,N,0,5,0,0
483,32-00405,10,2,2,2,1,1,N,9,8,1,0
484,08-00803,62,1,6,1,2,2,N,4,6,N,0
485,32-00405,27,1,6,1,3,0,N,2,2,1,1
486,40-00200,51,3,1,1,1,1,N,7,9,2,0
487,51-51255,59,1,6,1,1,2,N,0,9,0,0
488,06-08507,43,6,1,2,1,0,N,0,10,0,0
489,24-01004,41,1,6,2,1,1,N,7,5,1,0
490,17-03531,23,2,N,1,1,1,N,6,8,3,3
491,30-00600,28,1,6,2,1,2,N,5,8,3,0
492,28-01100,50,2,1,1,1,2,N,N,5,0,0
493,51-51255,72,1,1,2,1,1,N,2,5,0,0
494,30-00600,52,3,N,2,1,0,N,0,3,N,0
495,51-51255,51,1,1,1,1,2,N,4,5,0,0
496,40-00200,12,9,6,1,1,2,N,N,5,N,0
497,08-00803,2,1,6,2,1,1,N,6,12,2,0
498,28-01100,26,1,1,1,1,2,N,5,3,0,0
499,51-51255,49,1,3,2,1,2,N,6,4,0,0
500,38-00100,87,1,1,2,1,1,N,N,7,N,0
501,38-00100,22,1,1,2,1,1,N,3,10,0,1
502,24-01004,19,1,6,2,1,1,N,7,5,2,0
503,29-01901,73,2,3,2,1,2,N,N,8,0,0
504,24-01004,31,1,2,1,1,2,N,5,5,0,0
505,08-00803,28,1,6,1,1,1,N,9,9,0,0
506,36-04010,30,2,6,2,1,2,N,N,5,0,1
507,36-03710,15,8,1,2,1,2,N,5,3,2,0
508,17-03531,74,2,N,1,1,1,N,N,9,0,0
509,51-51255,7,1,1,2,1,1,N,6,7,0,1
510,51-51255,35,9,6,2,1,1,N,8,9,0,0
511,17-03529,17,1,1,1,1,2,N,5,8,0,0
512,17-03529,17,1,1,1,1,2,N,N,1,0,0
513,26-02702,9,6,N,2,1,2,N,N,9,0,0
514,38-00100,3,3,6,2,1,2,N,1,4,2,4
515,38-00100,3,1,1,2,1,1,N,0,5,0,0
516,01-01301,23,1,6,2,3,2,N,3,7,0,0
517,29-01901,42,1,N,1,1,0,N,1,7,0,0
518,17-03529,44,1,6,1,2,1,N,9,7,0,0
519,28-01100,12,2,1,1,1,1,N,9,N,1,0
520,01-01301,61,2,N,1,1,1,N,N,8,0,0
521,06-07502,2,1,1,2,1,1,N,6,10,1,0
522,13-04600,21,6,1,2,1,2,N,4,4,0,0
523,06-08507,39,6,1,2,1,2,N,3,3,2,0
524,32-00405,44,6,1,2,1,2,N,N,7,0,0
525,17-03529,60,1,6,1,1,1,N,7,7,0,0
526,24-01004,33,1,1,1,1,1,N,N,9,0,0
527,29-01901,65,2,N,2,1,2,N,7,4,4,0
528,30-00600,13,1,6,2,1,2,N,4,7,0,0
529,01-01301,20,2,6,2,1,1,N,6,3,2,0
530,17-03531,15,2,N,2,1,1,N,9,7,0,0
531,38-00100,64,1,N,1,1,1,N,7,9,0,0
532,06-07502,57,1,1,1,1,1,N,1,N,2,0
533,06-08507,27,1,6,1,2,0,6,1,7,3,0
534,06-07502,34,1,1,2,1,0,N,2,4,0,0
535,30-00600,23,1,4,2,1,2,N,0,9,0,0
536,32-00405,9,8,6,2,1,1,N,7,9,2,0
537,32-00405,57,8,N,2,1,2,N,7,12,0,0
538,32-00405,37,1,4,1,1,1,N,6,3,2,0
539,51-01301,37,1,N,2,1,2,N,0,10,0,0
540,38-00100,16,1,4,2,1,1,N,9,9,0,0
541,29-01901,7,1,2,1,1,2,N,5,7,N,0
542,17-03531,10,2,N,2,1,1,N,8,3,0,0
543,08-00803,29,1,4,1,1,1,N,N,5,0,0
544,08-00803,68,1,2,2,1,1,N,9,5,0,0
545,30-00600,59,1,1,2,1,1,N,9,7,0,0
546,30-00600,1,1,6,2,1,1,N,N,4,3,0
547,38-00100,28,5,1,2,1,1,N,5,4,0,0
548,13-04600,39,2,N,2,1,1,N,3,7,0,0
549,36-03710,47,2,1,1,1,1,N,N,7,0,0
550,36-04010,15,2,1,2,1,1,N,6,5,0,0
551,32-00405,15,1,1,1,1,0,N,1,4,0,0
552,30-00600,58,1,4,1,2,2,N,4,10,0,0
553,08-00803,20,1,6,2,1,1,N,3,8,1,0
554,32-00405,67,3,1,2,1,1,N,9,9,0,0
555,08-00803,62,1,3,2,1,2,N,2,5,0,0
556,29-01901,9,2,1,1,1,1,N,6,5,0,0
557,36-04010,38,2,N,1,1,1,N,0,9,0,0
558,30-00600,63,1,N,1,1,2,N,0,9,0,0
559,38-00100,27,1,6,2,1,1,N,0,9,N,0
560,30-00600,49,1,6,2,1,1,N,5,12,0,0
561,13-04600,59,2,6,2,1,1,N,8,9,0,0
562,06-08507,61,6,N,2,1,2,N,8,N,0,0
563,24-01004,49,6,1,1,1,1,N,7,9,0,0
564,28-01100,57,2,4,1,2,1,N,0,9,0,4
565,40-00200,50,1,1,1,1,1,N,6,5,0,0
566,40-00200,75,1,6,1,1,1,N,9,9,3,0
567,17-03531,51,2,1,2,1,2,N,9,4,0,0
568,36-04010,51,2,1,1,1,2,N,N,6,2,0
569,40-00200,49,1,4,1,1,2,N,1,1,1,0
570,32-00405,9,8,6,2,1,1,N,9,9,4,4
571,28-01100,73,2,6,1,2,1,N,6,7,0,0
572,19-01700,68,1,1,1,1,1,N,N,9,0,0
573,40-00200,8,1,6,2,3,1,N,N,7,4,0
574,30-00600,23,1,1,2,1,1,N,2,7,0,0
575,30-00600,68,1,6,1,3,2,N,N,9,0,0
576,38-00100,24,1,N,1,1,2,N,2,9,2,0
577,06-07502,37,6,6,1,1,2,N,9,5,N,0
578,13-04600,22,2,4,2,1,2,N,3,7,N,0
579,30-00600,72,1,1,1,1,1,N,6,11,2,0
580,38-00100,26,1,1,1,1,0,N,0,3,1,0
581,19-01700,72,1,3,2,1,1,N,N,1,2,0
582,40-00200,84,1,1,1,1,1,N,4,12,1,0
583,13-04600,19,2,6,2,1,2,N,6,4,2,0
584,30-00600,23,1,1,2,1,1,N,8,9,0,4
585,36-03710,47,8,6,1,1,2,N,N,9,0,0
586,28-01100,12,2,1,1,1,1,N,9,7,0,0
587,17-03529,40,2,5,1,1,1,N,7,12,2,0
588,24-01004,70,8,1,2,1,1,N,0,5,0,0
589,51-51255,34,1,N,1,1,2,N,8,5,0,0
590,51-51255,58,2,4,1,1,2,N,3,8,0,2
591,36-03710,80,2,6,1,3,2,N,2,8,2,0
592,08-00803,84,1,1,1,1,1,N,2,4,2,0
593,17-03529,9,2,6,1,3,1,N,N,9,2,0
594,30-00600,64,1,1,1,1,1,N,2,4,2,1
595,32-00405,14,8,1,1,1,2,N,4,10,N,0
596,08-00803,30,1,1,2,1,1,N,8,12,1,0
597,32-00405,17,2,3,2,1,1,N,6,7,N,0
598,06-07502,22,1,4,2,1,1,N,9,9,0,0
599,24-01004,54,1,6,2,1,2,4,4,5,N,0
600,24-01004,55,1,4,2,1,2,N,3,10,0,0
601,24-01004,56,1,1,1,1,2,N,5,1,2,0
602,51-51255,30,5,1,2,1,1,N,3,3,2,0
603,29-01901,83,1,1,1,1,1,N,8,4,1,0
604,24-01004,63,1,1,1,1,2,N,5,7,N,0
605,36-04010,16,2,6,2,3,2,N,0,4,0,0
606,36-04010,41,2,N,1,1,1,N,6,10,2,0
607,06-08507,44,1,4,2,1,1,N,3,8,0,0
608,19-01700,28,1,1,1,1,2,N,1,7,0,0
609,29-01901,46,2,6,1,1,1,N,6,5,N,0
610,19-01700,2,1,6,1,1,1,N,N,7,0,0
611,13-04600,30,2,1,2,1,1,N,4,4,0,0
612,38-00100,58,1,1,2,1,1,N,2,5,2,0
613,51-51255,20,1,6,2,1,1,N,2,9,0,0
614,30-00600,9,1,6,1,2,2,N,9,12,1,0
615,24-01004,15,1,6,2,1,1,N,3,11,0,0
616,24-01004,54,2,1,1,1,1,N,3,7,0,0
617,36-03710,17,6,N,1,1,2,N,6,4,0,0
618,51-51255,70,1,6,2,1,2,N,9,7,0,0
619,28-01100,22,2,1,1,1,1,N,1,1,1,1
620,32-00405,9,8,1,2,1,2,N,6,5,0,1
621,28-01100,45,2,6,1,1,1,N,0,9,1,0
622,24-01004,65,1,6,1,1,2,N,8,10,3,0
623,28-01100,85,2,4,2,1,1,N,9,8,0,0
624,38-00100,72,1,5,1,1,2,N,N,5,0,0
625,17-03529,61,2,4,2,1,1,N,8,8,0,0
626,26-02702,1,1,6,2,1,2,N,6,9,0,0
627,36-03710,27,2,6,2,1,2,N,3,10,0,0
628,36-03710,36,2,1,2,1,1,N,N,9,0,4
629,17-03529,44,1,N,1,1,1,N,9,10,0,0
630,38-00100,34,9,1,2,1,1,N,2,1,1,0
631,29-01901,9,9,1,2,1,1,N,9,4,0,4
632,29-01901,57,1,3,1,1,0,N,1,2,2,0
633,17-03531,28,2,1,2,1,1,N,8,2,2,0
634,24-01004,48,1,6,2,1,2,N,0,11,0,0
635,19-01700,28,1,6,1,1,0,N,3,7,1,0
636,17-03531,57,2,1,1,1,1,N,9,N,2,0
637,29-01901,23,2,1,1,1,1,N,0,10,0,0
638,51-51255,6,1,1,2,1,2,N,9,3,0,0
639,36-04010,55,2,1,1,1,1,N,5,10,4,0
640,19-01700,2,1,3,2,1,2,N,8,3,2,0
641,30-00600,72,1,5,2,1,1,N,8,1,1,0
642,36-04010,38,2,1,2,1,2,N,4,9,0,0
643,19-01700,36,1,1,1,1,1,N,1,3,1,4
644,40-00200,31,1,6,1,1,1,N,7,5,0,0
645,01-01301,86,2,1,1,1,1,N,6,7,0,0
646,32-00405,36,2,N,2,1,1,N,4,7,0,0
647,30-00600,61,1,N,2,1,1,N,1,9,0,0
648,29-01901,62,2,6,2,3,1,N,N,9,N,0
649,19-01700,24,1,5,1,1,2,N,1,6,0,0
650,30-00600,14,3,3,2,1,1,N,2,N,3,0
651,30-00600,19,1,2,2,1,2,N,4,3,3,0
652,24-01004,33,1,1,1,1,2,N,0,4,0,0
653,06-07502,42,1,6,2,1,1,N,N,10,2,0
654,51-51255,33,6,1,2,1,1,N,4,4,0,0
655,08-00803,35,1,N,2,1,2,N,1,N,4,0
656,24-01004,33,1,6,1,3,1,N,8,4,0,0
657,51-51255,33,1,1,2,1,1,N,3,3,3,0
658,38-00100,47,1,6,1,3,1,N,9,5,3,0
659,06-08507,38,6,5,1,1,1,N,N,7,0,0
660,30-00600,61,1,1,1,1,1,N,N,10,0,0
661,19-01700,18,2,1,1,1,2,N,N,7,2,0
662,08-00803,18,1,6,1,1,1,N,5,6,0,0
663,01-01301,58,2,4,2,1,2,N,1,7,3,0
664,51-51255,51,1,6,1,1,2,N,3,5,2,0
665,29-01901,27,2,4,1,1,2,N,5,3,2,0
666,08-00803,17,1,6,2,1,1,N,0,9,1,0
667,19-01700,3,1,6,1,1,2,N,0,7,N,0
668,17-03531,21,2,6,2,1,1,N,9,7,0,0
669,17-03529,50,2,6,1,1,0,N,2,1,0,0
670,08-00803,17,1,N,2,1,2,N,3,3,4,0
671,19-01700,25,1,1,2,1,2,N,9,9,0,0
672,36-03710,45,2,1,2,1,2,N,0,6,N,0
673,36-04010,21,2,6,2,1,2,N,2,9,1,0
674,06-07502,33,1,N,1,1,1,N,N,1,0,0
675,17-03529,41,2,N,2,1,2,N,0,7,N,0
676,32-00405,36,1,6,1,1,2,N,8,N,3,2
677,19-01700,13,1,1,2,1,2,N,5,8,N,0
678,26-02702,42,2,N,2,1,1,N,1,5,3,0
679,24-01004,31,1,4,2,1,2,N,0,9,0,0
680,19-01700,33,1,6,2,1,1,N,1,6,0,0
681,06-07502,65,1,6,1,1,2,N,9,5,N,0
682,13-04600,12,2,6,1,1,2,N,2,10,0,0
683,38-00100,4,1,4,2,1,2,5,7,5,0,0
684,38-00100,40,1,6,2,1,1,N,N,10,0,0
685,38-00100,20,1,2,1,1,1,N,N,10,2,0
686,26-02702,43,1,4,1,1,2,N,8,9,0,0
687,17-03529,30,1,N,1,1,2,N,0,8,0,0
688,30-00600,37,1,6,2,1,1,N,5,11,0,0
689,13-04600,21,2,1,1,1,2,N,7,7,0,0
690,06-08507,67,1,N,1,1,0,N,1,5,0,0
691,19-01700,56,1,6,2,1,0,N,4,7,0,0
692,24-01004,49,6,6,1,1,1,N,9,7,N,0
693,01-01301,39,2,1,2,1,2,N,8,4,0,0
694,08-00803,18,1,6,1,1,1,N,1,10,1,0
695,38-00100,44,1,6,2,1,1,N,N,5,0,0
696,17-03529,61,1,3,2,1,1,N,8,9,0,0
697,06-07502,23,1,4,2,1,1,N,N,1,3,1
698,19-01700,10,2,3,1,1,1,N,9,7,N,0
699,24-01004,21,6,1,2,1,2,N,1,1,0,0
700,08-00803,19,1,1,1,1,0,N,0,7,0,0
701,13-04600,4,2,1,1,1,1,N,6,9,0,0
702,30-00600,1,1,4,1,1,1,N,9,8,0,0
703,24-01004,86,1,6,1,1,1,N,8,2,0,1
704,06-07502,40,1,1,1,1,2,N,0,10,0,0
705,06-07502,76,1,1,1,1,2,N,4,10,2,0
706,08-00803,50,1,N,1,1,1,N,9,4,2,0
707,38-00100,17,1,6,2,1,1,N,6,11,0,0
708,19-01700,59,1,1,2,1,1,N,8,3,2,0
709,06-07502,28,1,6,1,1,2,N,8,4,3,2
710,51-51255,35,1,1,2,1,1,N,5,3,1,1
711,01-01301,16,9,2,1,1,2,N,N,4,1,4
712,29-01901,48,8,1,1,1,1,N,1,7,0,1
713,36-04010,55,3,1,1,1,1,N,1,4,0,0
714,38-00100,59,1,6,2,1,1,N,N,9,2,0
715,01-01301,61,1,1,1,1,1,N,0,3,0,0
716,08-00803,43,1,1,2,1,1,N,9,11,1,0
717,17-03529,2,1,6,2,1,2,N,N,1,1,0
718,51-51255,58,1,6,1,1,1,N,0,9,0,0
719,51-51255,20,6,6,1,1,2,5,2,3,5,4
720,40-00200,61,1,1,2,1,2,N,0,10,0,0
721,51-51255,62,1,N,2,1,1,N,4,7,0,0
722,06-08507,61,6,1,2,1,1,N,0,9,0,0
723,06-07502,21,1,N,2,1,1,N,6,4,0,0
724,01-01301,64,2,2,1,1,2,N,4,9,0,0
725,08-00803,50,1,6,1,1,1,N,N,7,1,0
726,38-00100,57,1,6,1,3,1,N,2,7,5,0
727,36-03710,52,2,N,2,1,2,N,4,7,2,0
728,36-03710,58,2,6,2,1,1,N,5,10,0,0
729,51-51255,30,1,5,2,1,2,N,7,3,0,0
730,28-01100,54,1,1,1,1,1,N,3,9,0,0
731,24-01004,66,1,4,2,1,1,N,5,9,0,0
732,13-04600,36,2,3,2,1,2,N,1,7,N,0
733,51-51255,26,1,1,1,1,0,N,0,9,0,0
734,32-00405,27,1,6,2,1,1,N,7,5,1,0
735,26-02702,73,1,N,1,1,0,N,2,7,0,0
736,06-08507,60,6,4,1,1,1,N,N,7,0,0
737,19-01700,13,1,1,2,1,2,N,2,5,0,0
738,13-04600,66,2,1,2,1,2,N,9,5,0,0
739,26-02702,18,1,2,2,1,1,N,0,5,0,0
740,38-00100,61,6,6,2,1,2,N,N,6,0,0
741,06-08507,40,6,6,2,1,1,N,N,6,0,1
742,28-01100,56,3,1,1,1,1,N,9,9,0,0
743,06-07502,71,1,N,2,1,2,N,0,1,0,0
744,30-00600,20,1,1,2,1,1,N,0,5,2,0
745,24-01004,14,6,6,2,1,2,N,N,7,1,0
746,13-04600,60,2,N,1,1,0,N,1,4,0,0
747,08-00803,29,1,1,1,1,1,N,N,3,2,0
748,29-01901,80,1,6,2,1,2,N,N,7,0,0
749,08-00803,80,1,1,2,1,2,N,3,9,0,0
750,08-00803,64,1,6,1,1,1,N,6,7,0,0
751,51-01301,33,1,6,2,3,2,N,2,10,2,0
752,36-03710,47,2,1,1,1,1,N,9,7,1,0
753,28-01100,26,2,4,2,1,1,N,8,5,3,0
754,38-00100,66,3,4,2,1,1,N,N,2,1,1
755,24-01004,18,1,6,1,3,2,N,N,4,1,0
756,24-01004,41,8,1,2,1,2,N,6,9,0,0
757,19-01700,14,1,6,1,1,2,N,5,6,N,0
758,17-03531,62,2,1,2,1,1,N,9,10,1,0
759,19-01700,36,1,1,2,1,2,N,6,5,0,0
760,06-08507,49,1,1,1,1,2,N,0,2,3,0
761,06-08507,48,1,1,1,1,1,N,7,4,1,0
762,06-08507,40,1,4,2,1,2,N,0,3,2,0
763,40-00200,18,1,6,1,1,1,N,6,9,1,0
764,30-00600,15,1,6,1,1,2,N,N,5,0,0
765,17-03529,37,1,1,2,1,0,N,0,9,0,0
766,24-01004,71,1,6,1,1,2,N,2,10,3,0
767,17-03529,0,2,6,2,1,1,N,4,5,0,0
768,51-01301,93,1,1,2,1,1,N,3,3,2,0
769,38-00100,3,3,1,2,1,2,N,4,9,0,0
770,29-01901,32,2,1,2,1,2,N,5,12,0,0
771,30-00600,58,1,6,2,1,1,N,1,9,0,0
772,19-01700,14,1,2,1,1,0,N,0,3,1,0
773,13-04600,80,2,1,2,1,2,N,4,9,3,0
774,36-03710,58,8,6,1,1,1,N,6,7,4,0
775,36-03710,3,2,N,1,1,1,N,9,3,0,0
776,36-04010,59,1,1,1,1,1,N,6,7,0,0
777,51-51255,30,1,1,1,1,0,N,3,9,3,0
778,51-51255,48,1,1,1,1,1,N,N,7,0,0
779,36-04010,67,8,6,2,1,2,N,8,9,2,0
780,06-08507,19,1,1,1,1,1,N,7,1,0,1
781,26-02702,46,1,N,1,1,1,N,N,4,N,0
782,30-00600,80,1,4,2,1,2,N,0,5,0,0
783,32-00405,5,2,6,1,1,2,N,7,7,2,4
784,51-01301,6,6,4,2,1,2,N,N,7,0,0
785,29-01901,75,2,6,1,1,2,N,7,N,1,0
786,51-51255,90,1,6,1,3,1,N,5,3,4,0
787,06-08507,24,1,6,1,3,1,N,9,5,0,0
788,36-04010,39,8,N,1,1,1,N,8,3,2,0
789,29-01901,6,1,N,2,3,1,N,7,11,0,0
790,40-00200,49,1,6,2,1,1,N,8,10,0,0
791,30-00600,8,3,6,1,1,2,N,N,7,0,0
792,24-01004,52,2,6,2,3,0,N,3,3,3,0
793,38-00100,37,3,N,1,1,1,N,9,3,0,1
794,06-07502,49,6,6,2,3,1,N,N,9,0,0
795,36-03710,27,2,6,2,1,1,N,8,7,2,0
796,38-00100,54,1,1,1,1,1,N,4,5,0,0
797,06-08507,53,6,1,2,1,1,N,4,7,N,2
798,13-04600,64,2,1,1,1,1,N,2,N,3,0
799,24-01004,19,1,6,1,3,1,N,6,7,0,0
800,24-01004,56,3,1,2,1,2,N,6,5,0,0
801,06-07502,13,6,1,1,1,2,N,1,9,0,0
802,51-01301,26,1,1,2,1,2,N,4,7,0,0
803,17-03529,53,2,1,2,1,2,N,0,9,0,0
804,17-03531,21,2,1,2,1,1,N,N,8,0,0
805,06-08507,31,1,1,2,1,2,N,2,4,0,0
806,06-07502,49,6,6,1,1,1,N,8,9,2,0
807,28-01100,50,1,1,1,1,1,N,9,10,0,0
808,30-00600,12,1,1,2,1,1,N,4,4,0,0
809,38-00100,42,8,1,1,1,1,N,4,10,0,0
810,24-01004,75,1,N,2,1,2,N,8,1,0,1
811,38-00100,29,1,6,1,1,2,N,3,10,0,0
812,38-00100,29,1,6,2,1,1,N,8,5,0,0
813,38-00100,3,9,6,1,1,2,N,5,9,0,0
814,40-00200,37,5,N,2,1,2,N,4,8,0,0
815,30-00600,70,8,1,2,1,2,N,N,5,0,1
816,36-04010,74,2,N,1,1,0,N,7,3,5,0
817,17-03529,18,2,6,1,1,1,N,0,5,0,0
818,28-01100,28,2,N,1,1,2,N,7,5,0,0
819,17-03529,28,3,6,1,1,1,N,6,5,0,0
820,17-03529,1,2,N,1,3,2,N,0,7,0,0
821,38-00100,70,1,6,1,1,2,N,N,2,1,0
822,17-03529,35,6,5,2,1,1,N,4,10,0,0
823,26-02702,42,1,N,1,1,1,N,N,2,1,0
824,19-01700,47,1,N,1,1,2,N,1,3,3,0
825,36-04010,5,1,1,2,1,1,N,9,8,4,0
826,06-08507,47,1,1,1,1,1,N,8,5,1,4
827,51-01301,23,1,1,1,1,2,N,5,5,0,0
828,38-00100,61,1,4,2,1,1,N,2,3,N,0
829,51-01301,62,1,1,1,1,2,N,6,2,3,0
830,40-00200,19,1,6,1,1,2,N,9,6,0,0
831,30-00600,26,1,3,2,1,1,N,3,5,3,2
832,32-00405,15,1,2,2,1,2,N,6,9,0,0
833,24-01004,21,1,1,2,1,1,N,0,7,0,0
834,51-01301,45,1,6,2,1,1,N,8,3,2,0
835,38-00100,52,1,1,2,1,1,N,9,10,1,0
836,13-04600,4,9,N,2,1,1,N,8,12,0,0
837,13-04600,31,2,N,2,1,1,N,0,7,0,4
838,32-00405,5,8,6,2,1,1,N,6,5,0,0
839,13-04600,63,2,N,1,1,2,N,2,3,3,0
840,29-01901,28,2,N,2,1,1,N,N,9,0,0
841,19-01700,50,2,6,2,1,2,N,1,5,0,4
842,08-00803,68,1,N,2,1,2,N,9,3,2,0
843,36-04010,21,2,6,2,1,2,N,2,4,1,0
844,06-08507,44,6,1,1,1,1,N,0,N,3,0
845,06-07502,69,6,1,1,1,1,N,9,9,2,0
846,08-00803,20,1,1,1,1,2,N,2,9,0,0
847,28-01100,84,2,N,2,1,2,N,N,4,1,0
848,06-07502,54,1,6,1,1,2,N,N,11,3,0
849,08-00803,65,1,3,2,1,1,N,9,7,N,0
850,01-01301,63,1,1,2,1,1,N,N,6,0,0
851,13-04600,76,2,1,1,1,1,N,3,N,3,0
852,17-03529,55,2,1,1,1,1,N,5,2,0,0
853,08-00803,69,1,1,2,1,2,N,3,5,2,0
854,24-01004,14,6,4,1,1,2,1,5,8,0,0
855,51-51255,46,1,4,2,1,2,N,2,5,0,0
856,36-04010,29,2,N,2,1,2,N,2,8,1,0
857,17-03529,85,2,1,1,1,2,N,5,11,0,0
858,30-00600,77,1,6,2,1,1,N,1,3,2,0
859,01-01301,19,2,1,2,1,2,N,4,9,0,0
860,38-00100,75,1,1,2,1,2,N,4,7,0,0
861,30-00600,17,3,6,2,1,2,4,5,9,2,0
862,36-03710,64,8,1,1,1,1,N,6,7,0,4
863,19-01700,64,1,1,1,1,1,N,0,10,0,0
864,28-01100,19,2,6,1,1,2,N,4,9,0,0
865,17-03531,15,2,1,2,1,1,N,9,9,0,0
866,08-00803,18,1,N,1,1,0,N,2,10,0,0
867,17-03529,3,6,6,2,1,0,N,2,5,0,2
868,36-04010,59,2,2,2,1,1,N,N,9,0,4
869,32-00405,80,1,1,1,1,2,N,N,1,1,0
870,30-00600,53,1,1,2,1,2,N,3,5,0,0
871,26-02702,45,1,1,2,1,1,N,6,3,2,0
872,06-08507,45,6,N,2,1,1,N,2,7,1,0
873,13-04600,40,1,N,1,1,1,N,7,4,1,0
874,29-01901,49,2,N,2,1,1,N,N,10,2,0
875,36-04010,38,2,4,1,1,2,N,7,5,2,4
876,17-03531,53,2,1,1,1,0,6,1,5,0,0
877,51-51255,56,2,6,2,1,1,N,7,9,2,0
878,01-01301,11,2,1,2,1,1,N,N,9,0,0
879,19-01700,33,1,6,2,1,2,N,6,3,2,0
880,19-01700,26,1,N,1,1,2,N,5,8,0,0
881,08-00803,46,1,6,1,3,2,N,0,4,3,0
882,32-00405,36,8,N,2,1,2,N,N,3,2,0
883,30-00600,64,1,2,1,1,1,N,9,9,0,0
884,51-51255,35,1,3,2,1,1,N,9,9,0,0
885,17-03531,12,2,1,1,1,1,N,2,5,0,0
886,17-03529,18,2,6,1,1,2,N,N,11,0,0
887,30-00600,29,1,6,2,1,1,N,0,7,0,0
888,38-00100,64,1,6,2,1,1,N,N,4,0,0
889,24-01004,73,1,6,2,1,2,N,0,8,0,0
890,30-00600,0,1,6,1,1,1,N,N,8,0,0
891,32-00405,16,2,2,1,1,1,N,N,7,2,0
892,24-01004,95,1,1,2,1,1,N,9,1,0,0
893,06-08507,0,6,1,1,1,1,N,2,7,2,0
894,38-00100,4,1,4,1,1,1,N,2,3,0,0
895,24-01004,21,1,1,2,1,2,N,8,3,2,0
896,06-08507,46,6,6,1,3,1,N,9,12,0,0
897,06-07502,59,1,6,2,1,2,N,4,3,2,0
898,32-00405,3,6,6,1,1,1,N,6,7,0,0
899,06-07502,66,6,N,2,1,1,N,5,3,3,0
900,17-03529,48,6,6,2,3,1,N,4,1,0,0
901,24-01004,65,1,1,1,1,1,N,2,3,4,1
902,19-01700,28,1,1,2,1,0,N,3,4,2,1
903,08-00803,26,1,6,1,1,2,N,0,9,0,0
904,38-00100,15,1,6,2,1,2,N,N,3,1,1
905,06-08507,29,6,5,2,3,1,N,3,4,2,1
906,13-04600,60,2,1,2,1,1,N,0,7,0,0
907,24-01004,69,1,1,2,1,1,N,7,N,1,0
908,06-07502,57,6,N,2,1,2,5,7,9,0,0
909,36-03710,9,2,N,1,1,1,N,1,9,0,0
910,08-00803,74,1,1,2,1,2,N,3,11,1,0
911,08-00803,20,1,1,1,1,2,N,2,5,3,0
912,51-51255,47,1,6,2,1,0,N,5,10,0,0
913,40-00200,83,1,6,2,1,1,N,6,3,4,4
914,08-00803,31,6,4,2,1,1,N,7,4,N,2
915,26-02702,20,1,6,1,3,2,N,2,7,N,0
916,26-02702,21,1,1,2,1,2,N,4,7,0,0
917,06-08507,54,1,2,2,1,2,N,4,3,3,0
918,19-01700,50,1,6,1,1,2,N,N,5,0,0
919,06-07502,61,1,6,1,3,2,N,3,8,0,0
920,51-51255,30,1,2,1,2,1,N,9,7,0,0
921,38-00100,35,9,1,2,1,2,N,2,8,0,0
922,32-00405,13,8,1,1,1,2,N,N,5,0,0
923,51-01301,43,1,1,1,1,1,N,5,5,0,1
924,24-01004,8,1,6,1,1,2,N,4,5,0,0
925,38-00100,27,1,6,2,1,2,N,9,6,0,0
926,19-01700,24,1,N,1,1,1,N,1,9,0,0
927,38-00100,70,1,3,1,1,2,N,0,7,6,0
928,06-07502,38,9,6,1,1,1,5,8,9,0,1
929,38-00100,11,1,1,1,1,2,N,6,9,0,0
930,51-51255,38,1,6,1,1,2,N,6,7,1,0
931,06-07502,42,1,N,2,1,1,N,9,12,0,0
932,24-01004,37,1,3,2,1,1,N,2,7,N,0
933,51-01301,56,2,6,2,1,1,N,N,10,0,0
934,32-00405,34,1,2,2,1,1,N,4,9,0,0
935,38-00100,17,1,2,1,1,2,N,3,5,0,0
936,28-01100,30,2,6,1,1,1,N,1,5,1,0
937,17-03531,51,2,1,2,1,1,N,2,7,2,0
938,30-00600,15,3,1,2,1,1,N,9,5,0,0
939,13-04600,66,1,N,1,1,2,N,0,9,5,1
940,13-04600,46,2,6,1,1,1,N,N,10,0,0
941,40-00200,15,9,5,2,1,1,N,7,1,7,4
942,29-01901,24,2,6,2,2,1,N,N,3,3,1
943,28-01100,63,2,1,2,1,2,N,2,11,2,0
944,38-00100,68,1,6,1,1,1,N,8,2,6,0
945,13-04600,67,1,6,2,2,1,N,0,10,0,0
946,26-02702,35,1,1,1,1,1,N,8,8,0,0
947,24-01004,41,1,1,2,1,1,N,N,4,3,0
948,17-03529,53,9,6,2,3,1,N,N,9,0,0
949,06-07502,58,1,1,2,1,1,N,5,9,N,0
950,51-51255,35,6,4,1,1,1,N,8,3,3,0
951,08-00803,33,1,6,2,3,0,N,3,10,0,0
952,17-03531,43,2,6,2,1,2,N,0,9,1,0
953,38-00100,58,5,1,2,1,1,N,9,5,0,0
954,38-00100,16,1,1,1,1,2,N,4,N,0,0
955,51-51255,75,2,6,2,1,0,N,1,4,0,0
956,32-00405,14,2,6,1,1,0,N,0,3,2,0
