"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DREM","HOUSING_TYPE","OWN_RENT"
"579","50","1","1","2","5","6","N","2","1","1"
"580","46","2","1","2","7","5","N","2","1","1"
"581","63","2","1","1","9","7","N","2","1","1"
"582","33","2","1","1","9","4","N","2","1","2"
"583","26","1","6","1","7","7","N","2","3","0"
"584","86","1","1","1","8","3","4","1","1","1"
"585","20","1","6","1","7","1","N","2","3","0"
"586","3","2","N","1","2","N","N","N","1","1"
"587","72","2","1","1","10","8","N","2","1","1"
"588","61","2","6","1","5","1","N","2","1","2"
"589","46","2","4","1","8","9","N","2","1","1"
"590","72","1","1","1","12","2","N","2","1","1"
"591","38","2","6","1","7","7","N","2","1","2"
"592","23","1","6","2","9","1","N","2","1","2"
"593","7","2","N","1","3","N","N","2","1","2"
"594","57","1","1","2","5","9","N","2","1","2"
"595","15","2","6","1","4","0","N","2","1","2"
"596","84","2","1","2","3","4","N","2","1","1"
"597","70","2","1","1","9","9","N","2","1","1"
"598","3","2","N","1","1","N","N","N","1","2"
"599","9","2","N","2","3","N","N","2","1","2"
"600","13","1","N","1","3","N","N","2","1","1"
"601","30","1","1","1","8","9","N","2","1","1"
"602","10","1","N","1","3","N","N","2","1","2"
"603","77","1","1","2","7","2","N","2","1","1"
"604","43","2","1","2","5","0","N","2","1","2"
"605","2","1","N","8","N","N","N","N","1","1"
"606","39","2","6","1","6","9","N","2","1","1"
"607","59","1","2","1","9","7","N","2","3","0"
"608","89","2","3","3","5","5","N","1","1","1"
"609","80","2","4","1","9","7","N","2","1","1"
"610","37","1","1","2","7","5","N","2","1","1"
"611","46","1","6","2","10","6","N","2","1","2"
"612","36","2","4","2","6","2","N","2","1","2"
"613","73","2","1","1","10","4","N","2","1","1"
"614","41","1","1","1","7","9","N","2","1","1"
"615","21","1","6","2","8","1","N","2","1","2"
"616","61","1","4","1","10","9","N","2","1","1"
"617","62","1","1","1","10","9","N","2","1","1"
"618","49","2","6","1","8","8","N","2","1","1"
"619","72","1","5","1","5","4","N","2","1","1"
"620","26","1","6","8","10","7","N","2","1","1"
"621","79","2","1","1","8","2","N","2","1","1"
"622","7","1","N","2","2","N","N","2","1","1"
"623","6","1","N","1","2","N","N","2","1","2"
"624","67","1","1","8","5","5","N","2","1","1"
"625","24","2","6","6","9","8","N","2","1","1"
"626","72","2","1","2","9","7","N","2","1","2"
"627","56","2","1","1","10","9","N","2","1","1"
"628","21","2","6","6","7","1","N","2","1","1"
"629","53","1","1","1","9","9","N","2","1","1"
"630","15","2","6","6","4","1","N","2","1","1"
"631","0","2","N","6","N","N","N","N","1","1"
"632","48","1","1","1","10","9","N","2","1","1"
"633","58","1","1","1","8","8","N","2","1","1"
"634","50","2","4","1","4","4","N","1","1","1"
"635","40","1","4","8","10","8","N","2","1","1"
"636","55","1","1","8","7","0","N","2","1","2"
"637","46","1","6","2","5","1","N","1","1","1"
"638","47","2","4","9","7","2","N","2","1","1"
"639","26","2","6","2","12","2","N","2","1","2"
"640","44","2","4","2","1","2","N","1","1","2"
"641","65","2","4","1","7","6","N","2","1","2"
"642","26","1","6","1","5","2","N","2","1","2"
"643","4","1","N","1","2","N","N","N","1","2"
"644","23","1","6","9","7","6","N","2","1","2"
"645","62","1","1","1","10","9","N","2","1","1"
"646","53","1","1","6","8","8","N","2","1","2"
"647","49","2","6","1","9","9","N","2","1","1"
"648","7","2","N","1","3","N","N","2","1","1"
"649","62","2","1","1","11","6","N","2","1","1"
"650","30","1","6","1","9","1","N","1","1","1"
"651","7","1","N","1","3","N","N","2","1","1"
"652","21","1","6","2","7","1","N","2","3","0"
"653","13","1","N","1","3","N","N","2","1","1"
"654","14","1","N","2","3","N","N","1","1","1"
"655","33","1","1","1","9","9","N","2","1","1"
"656","53","2","1","1","7","8","N","2","1","1"
"657","9","1","N","2","3","N","N","2","1","2"
"658","21","2","6","2","5","2","N","2","1","1"
"659","21","1","6","2","7","2","N","2","1","2"
"660","13","1","N","1","3","N","N","2","1","1"
"661","44","2","4","2","5","3","N","2","1","2"
"662","71","2","1","1","5","3","N","2","1","1"
"663","52","1","1","1","9","8","N","2","1","1"
"664","77","2","3","2","5","3","N","1","1","1"
"665","49","2","1","6","10","4","N","2","1","1"
"666","26","1","6","1","12","8","N","2","1","2"
"667","11","1","N","1","3","N","N","2","1","2"
"668","0","1","N","2","N","N","N","N","1","1"
"669","41","1","2","2","11","9","N","2","1","2"
"670","63","1","4","2","7","5","N","2","1","2"
"671","70","1","4","1","10","9","N","2","1","2"
"672","51","2","1","1","9","5","N","2","1","1"
"673","29","2","6","1","10","8","N","2","1","2"
"674","53","2","1","1","10","5","N","2","1","1"
"675","17","1","6","1","4","0","N","2","1","2"
"676","73","1","6","1","10","9","N","2","1","1"
"677","15","2","6","2","4","0","N","2","1","1"
"678","30","1","6","6","10","0","N","2","1","1"
"679","67","1","6","2","7","5","N","2","1","1"
"680","50","1","5","8","5","2","N","2","1","2"
"681","88","2","3","1","5","2","N","1","1","1"
"682","64","1","1","1","9","6","N","2","1","1"
"683","29","2","6","2","7","4","N","2","1","1"
"684","68","2","6","2","5","3","N","1","1","2"
"685","56","2","4","1","5","2","N","2","1","1"
"686","28","2","6","6","9","9","N","2","1","2"
"687","43","2","1","2","5","3","N","2","1","2"
"688","10","2","N","3","3","N","N","2","1","1"
"689","62","2","1","2","4","0","N","2","1","2"
"690","32","2","6","1","9","8","N","2","1","2"
"691","58","2","1","3","5","3","N","2","1","1"
"692","87","2","3","1","7","1","N","2","1","1"
"693","15","1","6","2","4","3","N","2","1","1"
"694","20","1","6","2","7","0","N","2","1","2"
"695","32","1","1","1","11","5","N","2","1","1"
"696","49","2","2","1","5","1","N","2","1","1"
"697","31","1","6","6","12","7","N","2","1","2"
"698","22","1","6","1","7","3","N","2","1","2"
"699","72","2","6","1","7","2","N","2","3","0"
"700","33","2","6","2","8","0","N","2","1","1"
"701","4","1","N","2","1","N","N","N","1","2"
"702","50","2","1","1","10","9","N","2","1","1"
"703","31","1","5","2","4","3","N","2","1","2"
"704","19","2","6","6","7","0","N","2","1","2"
"705","7","2","N","1","3","N","N","2","1","1"
"706","89","1","3","1","6","3","2","2","1","1"
"707","56","1","1","1","5","4","N","2","1","1"
"708","57","1","4","1","9","9","N","2","1","2"
"709","72","1","1","1","9","9","N","2","1","1"
"710","18","1","6","2","5","0","N","2","3","0"
"711","31","2","6","6","9","8","N","2","1","2"
"712","53","2","1","6","10","9","N","2","1","1"
"713","73","2","1","1","5","3","N","2","1","2"
"714","29","1","6","1","9","7","N","2","1","2"
"715","47","1","4","1","5","3","N","2","2","0"
"716","12","2","N","1","3","N","N","2","1","1"
"717","86","2","4","1","12","2","N","2","1","2"
"718","45","1","2","2","7","2","N","2","1","2"
"719","60","2","6","1","5","0","N","2","1","2"
"720","47","2","6","1","10","9","N","2","1","1"
"721","76","2","4","2","9","1","N","2","1","2"
"722","54","1","1","6","9","9","N","2","1","2"
"723","75","2","6","1","7","2","N","2","1","1"
"724","40","1","1","1","9","0","N","2","1","1"
"725","17","1","6","1","4","0","N","2","1","1"
"726","2","2","N","1","N","N","N","N","1","1"
"727","45","2","1","2","7","7","N","2","1","1"
"728","11","1","N","1","3","N","N","2","1","1"
"729","32","1","6","2","7","3","N","2","1","2"
"730","55","2","1","1","9","9","N","2","1","1"
"731","25","2","6","1","4","2","N","2","1","2"
"732","60","2","6","2","5","2","N","2","1","2"
"733","17","1","6","6","4","0","N","2","1","1"
"734","58","1","1","1","7","8","N","2","1","2"
"735","25","1","6","1","5","6","N","2","1","2"
"736","5","1","N","3","1","N","N","2","1","1"
"737","42","2","4","1","11","8","N","2","1","1"
"738","41","2","6","1","5","3","N","1","2","0"
"739","50","2","2","8","3","4","N","2","1","2"
"740","32","1","6","2","9","6","N","2","1","2"
"741","20","2","6","6","7","0","N","2","1","1"
"742","12","1","N","1","3","N","N","2","1","1"
"743","32","2","1","2","9","0","N","2","1","1"
"744","67","1","4","2","7","0","2","2","1","1"
"745","76","2","1","1","5","3","N","2","1","2"
"746","45","1","1","6","10","9","N","2","1","1"
"747","43","2","4","1","8","8","N","2","1","1"
"748","62","1","4","1","10","9","N","2","1","1"
"749","39","2","6","2","5","3","N","2","1","2"
"750","34","2","2","1","10","6","N","2","1","1"
"751","33","2","6","2","4","0","N","2","1","2"
"752","39","1","1","2","4","0","N","2","1","2"
"753","25","1","6","1","4","5","N","2","1","2"
"754","4","1","N","2","1","N","N","N","1","2"
"755","72","1","4","2","7","3","N","2","1","1"
"756","24","1","6","1","5","0","N","2","1","1"
"757","20","2","6","2","7","0","N","2","1","2"
"758","50","2","6","2","10","3","N","2","1","2"
"759","48","2","4","2","8","2","N","2","1","1"
"760","75","1","1","1","8","3","N","2","1","1"
"761","83","2","4","1","9","6","N","2","1","1"
"762","16","2","6","1","4","3","N","2","1","1"
"763","40","1","1","9","9","6","N","2","1","2"
"764","33","2","6","2","5","4","N","2","1","2"
"765","14","2","N","2","3","N","N","2","1","2"
"766","63","2","1","1","9","6","N","2","1","1"
"767","40","2","4","8","5","5","N","2","1","2"
"768","89","2","3","2","6","3","N","1","1","2"
"769","64","1","3","2","7","3","N","2","1","1"
"770","32","1","6","1","10","6","N","2","1","2"
"771","78","1","1","1","10","9","N","2","1","1"
"772","1","1","N","2","N","N","N","N","1","2"
"773","65","2","4","2","9","2","N","2","1","2"
"774","0","2","N","9","N","N","N","N","1","2"
"775","8","1","N","8","3","N","N","2","1","2"
"776","23","2","6","6","4","3","N","2","1","2"
"777","6","2","N","5","3","N","N","2","1","1"
"778","57","2","4","1","5","3","N","1","1","2"
"779","35","1","6","1","12","9","N","2","1","1"
"780","58","2","6","1","9","7","N","2","1","1"
"781","89","1","6","1","10","7","N","2","1","2"
"782","25","1","6","2","5","7","N","2","1","2"
"783","21","2","6","1","7","1","N","2","3","0"
"784","6","1","N","9","3","N","N","2","1","1"
"785","46","1","6","1","10","1","N","2","1","1"
"786","66","1","1","1","12","2","N","2","1","1"
"787","35","1","6","1","12","8","N","2","1","2"
"788","62","1","6","1","5","5","N","2","2","0"
"789","70","2","6","1","7","1","N","1","1","1"
"790","16","2","6","1","4","1","N","2","1","1"
"791","56","1","4","1","6","1","N","2","1","2"
"792","6","2","N","9","3","N","N","2","1","1"
"793","37","1","1","1","9","8","N","2","1","2"
"794","21","2","6","1","7","0","N","2","3","0"
"795","34","1","6","2","10","7","N","2","1","2"
"796","30","2","6","2","4","4","N","2","1","2"
"797","70","1","1","1","10","5","N","2","1","1"
"798","21","1","6","1","4","0","N","2","1","2"
"799","16","2","6","1","4","1","N","2","1","1"
"800","29","2","6","2","7","3","N","2","1","2"
"801","74","2","1","2","5","5","N","2","1","1"
"802","35","2","6","1","9","9","N","2","1","1"
"803","29","2","6","1","9","2","N","1","1","2"
"804","16","1","6","2","4","0","N","2","1","1"
"805","66","1","4","1","10","8","N","2","1","1"
"806","19","1","6","9","7","3","N","2","3","0"
"807","79","1","4","1","9","8","N","2","1","1"
"808","34","2","6","1","9","8","N","1","1","1"
"809","94","1","1","6","5","4","N","2","1","1"
"810","68","1","1","1","7","7","N","2","1","1"
"811","59","2","1","1","9","4","N","2","1","2"
"812","66","2","3","1","9","1","N","2","2","0"
"813","30","1","6","9","5","6","N","2","1","2"
"814","47","2","4","1","7","4","N","2","1","1"
"815","19","2","6","1","7","1","N","2","3","0"
"816","18","2","6","1","4","1","N","2","1","1"
"817","37","2","4","1","7","6","N","2","1","2"
"818","32","1","1","1","7","2","N","1","1","2"
"819","44","2","1","1","11","9","N","2","1","1"
"820","3","2","N","9","1","N","N","N","1","2"
"821","38","2","6","1","10","8","N","2","1","1"
"822","70","2","3","2","8","6","N","2","1","1"
"823","47","2","1","1","9","8","N","2","1","1"
"824","46","1","1","6","11","9","N","2","1","1"
"825","30","1","4","1","8","7","N","2","1","2"
"826","64","1","6","2","5","4","N","2","1","1"
"827","53","2","1","9","7","6","N","2","1","1"
"828","9","2","N","1","3","N","N","2","1","1"
"829","34","2","6","1","9","8","N","2","1","2"
"830","48","1","2","2","7","7","N","2","1","1"
"831","67","1","1","1","11","9","N","2","1","1"
"832","74","2","1","1","9","3","N","2","1","1"
"833","11","1","N","1","3","N","N","2","1","1"
"834","34","1","1","1","9","0","N","2","1","1"
"835","48","2","4","1","9","8","N","2","1","1"
"836","7","1","N","6","3","N","N","2","1","2"
"837","30","1","6","2","9","4","N","2","1","2"
"838","0","1","N","1","N","N","N","N","1","1"
"839","31","1","1","1","9","9","N","2","1","1"
"840","28","2","6","2","5","4","N","2","1","2"
"841","15","2","6","2","4","0","N","2","1","1"
"842","54","2","1","1","7","4","N","2","1","1"
"843","28","1","6","2","6","5","N","2","1","2"
"844","52","2","1","1","9","9","N","2","1","1"
"845","11","1","N","1","3","N","N","2","1","1"
"846","72","2","1","8","4","0","N","2","1","1"
"847","10","2","N","2","3","N","N","2","1","1"
"848","9","2","N","1","3","N","N","1","1","1"
"849","23","2","6","1","9","4","N","2","1","1"
"850","17","2","6","1","4","0","N","2","1","1"
"851","24","2","6","2","7","3","N","2","1","2"
"852","86","1","1","2","6","5","N","2","1","2"
"853","31","1","6","2","5","8","N","2","1","2"
"854","40","2","1","1","9","0","N","2","1","1"
"855","67","1","1","1","11","9","N","2","1","1"
"856","10","1","N","1","3","N","N","2","1","1"
"857","73","1","1","2","4","6","N","2","1","1"
"858","59","2","6","2","11","1","N","2","1","2"
"859","1","2","N","2","N","N","N","N","1","2"
"860","88","1","1","1","9","7","N","2","1","1"
"861","8","2","N","2","3","N","N","2","1","1"
"862","20","2","6","2","5","3","N","2","1","1"
"863","40","1","6","1","9","8","N","2","1","1"
"864","38","2","4","1","9","9","N","2","1","1"
"865","12","1","N","1","3","N","N","2","1","1"
"866","1","1","N","1","N","N","N","N","1","1"
"867","47","2","4","2","7","1","N","2","1","2"
"868","88","2","3","1","3","4","N","2","1","1"
"869","48","2","6","3","5","0","N","2","2","0"
"870","48","2","1","9","9","6","N","2","1","1"
"871","43","2","1","1","12","7","N","2","1","1"
"872","4","2","N","2","1","N","N","N","1","1"
"873","25","2","6","1","9","7","N","2","1","2"
"874","87","2","3","1","9","9","N","2","1","1"
"875","18","1","6","1","7","1","N","2","3","0"
"876","23","1","6","2","9","0","N","2","1","1"
"877","18","2","6","1","5","2","N","2","1","2"
"878","18","2","6","1","5","1","N","2","1","1"
"879","29","2","1","1","9","4","N","2","1","2"
"880","78","2","1","1","5","2","N","2","1","1"
"881","35","2","6","1","9","6","N","2","1","2"
"882","33","2","1","1","9","9","N","2","1","1"
"883","80","1","1","2","9","8","N","2","1","2"
"884","72","2","1","2","10","8","N","2","1","1"
"885","48","1","1","6","12","9","N","2","1","1"
"886","27","2","1","1","9","8","N","2","1","1"
"887","12","1","N","2","3","N","N","2","1","2"
"888","4","1","N","2","1","N","N","N","1","2"
"889","90","2","3","1","3","7","N","2","1","1"
"890","9","1","N","9","3","N","N","2","1","1"
"891","15","2","6","2","4","0","N","2","1","1"
"892","54","2","6","1","10","8","N","2","1","1"
"893","27","1","6","1","9","5","N","2","1","2"
"894","66","1","1","1","7","2","N","2","1","1"
"895","17","1","6","6","4","0","N","2","1","2"
"896","65","1","1","1","5","8","N","2","1","1"
"897","69","1","4","1","7","8","N","2","1","1"
"898","65","2","4","1","7","4","N","2","1","1"
"899","61","2","1","1","1","0","N","1","1","2"
"900","20","1","6","1","7","2","N","2","1","2"
"901","64","1","1","1","5","6","N","2","1","1"
"902","72","1","1","1","12","2","N","2","1","1"
"903","77","2","1","1","10","2","N","2","1","1"
"904","4","1","N","2","1","N","N","N","1","2"
"905","1","1","N","6","N","N","N","N","1","2"
"906","66","2","6","2","4","2","N","2","1","1"
"907","41","1","1","1","10","9","N","2","1","2"
"908","23","1","1","1","7","6","N","2","1","1"
"909","81","1","2","1","4","2","N","1","2","0"
"910","15","1","6","1","4","0","N","1","1","2"
"911","59","1","4","2","9","3","N","2","1","2"
"912","65","1","1","1","7","6","N","2","1","1"
"913","84","1","1","9","5","2","N","2","1","1"
"914","30","1","6","1","7","6","N","2","1","2"
"915","67","1","1","3","6","9","N","2","1","1"
"916","73","1","1","1","10","4","N","2","1","1"
"917","2","2","N","1","N","N","N","N","1","2"
"918","68","2","1","1","11","9","N","2","1","1"
"919","13","2","N","9","3","N","N","2","1","1"
"920","32","1","6","1","5","0","N","2","2","0"
"921","69","2","1","1","5","3","N","2","1","1"
"922","83","2","3","9","3","1","N","2","1","1"
"923","37","2","1","2","10","9","N","2","1","2"
"924","34","1","1","9","5","5","N","2","1","1"
"925","40","2","1","2","7","2","N","2","1","2"
"926","46","1","1","1","7","3","N","2","1","1"
"927","12","1","N","6","3","N","N","2","1","1"
"928","66","1","6","2","5","3","N","1","1","1"
"929","2","1","N","2","N","N","N","N","1","2"
"930","62","2","1","1","7","7","N","2","1","1"
"931","10","2","N","4","3","N","N","1","1","1"
"932","56","1","4","2","4","0","N","2","1","1"
"933","51","2","3","2","1","6","N","2","1","2"
"934","24","1","6","6","6","3","N","2","1","2"
"935","60","2","2","1","5","3","N","2","2","0"
"936","66","2","4","1","7","2","N","2","1","1"
"937","9","1","N","1","3","N","N","2","1","1"
