AGEP,SEX,MSP,RAC1P,PINCP_DECILE,HOUSING_TYPE,OWN_RENT,DVET,DEYE,EDU
56,1,1,1,9,1,1,N,2,8
73,1,1,1,5,1,1,N,2,8
29,2,6,1,2,1,2,N,2,9
11,1,N,1,N,1,2,N,2,3
55,2,6,9,2,1,2,N,1,7
27,2,6,1,8,1,2,N,2,8
54,2,6,9,7,1,2,N,2,10
38,2,6,1,5,1,2,N,2,7
82,2,1,2,0,1,1,N,2,5
71,2,4,1,9,1,1,N,2,9
49,1,1,8,2,1,1,N,2,6
43,2,1,2,6,1,1,N,2,7
8,1,N,6,N,1,2,N,2,3
16,1,6,6,1,1,2,N,2,4
49,2,1,1,7,1,1,N,2,10
92,1,2,2,7,1,1,N,2,5
15,2,6,3,1,1,1,N,2,4
50,2,6,1,2,1,2,N,2,5
36,2,1,1,7,1,1,N,2,9
48,1,4,1,5,1,2,N,2,5
54,1,6,1,8,1,1,N,2,8
36,2,4,1,3,1,2,N,2,5
73,2,6,2,4,1,1,N,2,7
46,2,5,2,0,1,2,N,2,4
63,2,4,2,6,1,2,N,2,7
35,2,1,1,7,1,1,N,2,5
84,2,4,2,6,1,1,N,2,5
45,1,1,2,7,1,1,N,2,9
10,1,N,3,N,1,2,N,2,3
73,2,3,2,5,1,1,N,2,7
59,2,2,2,4,1,2,N,2,11
28,1,6,2,0,1,1,N,2,5
60,2,1,2,0,1,1,N,2,10
7,2,N,1,N,1,1,N,2,3
78,2,6,2,4,1,1,N,2,5
65,1,4,1,4,1,1,N,2,7
56,1,4,9,9,1,1,N,2,10
56,1,1,1,9,1,1,N,2,8
54,2,1,1,8,1,2,N,2,7
35,2,6,2,2,1,2,N,2,7
1,1,N,2,N,1,1,N,2,N
77,2,2,1,2,1,1,N,2,5
7,1,N,1,N,1,1,N,2,3
74,2,1,8,2,1,1,N,2,3
72,1,3,2,0,1,1,N,2,7
57,2,6,2,0,1,2,N,2,7
63,1,1,1,6,1,1,N,2,10
0,1,N,1,N,1,1,N,2,N
22,1,6,2,0,3,0,N,2,7
14,1,N,3,N,1,2,N,2,2
32,2,6,1,5,3,0,N,2,5
34,2,6,1,3,1,1,N,2,4
69,2,1,1,8,1,1,N,2,1
64,1,3,1,8,1,1,N,2,5
54,1,1,1,9,1,2,N,2,10
61,1,1,1,3,1,1,N,2,5
18,1,6,6,3,1,2,N,2,9
59,1,6,2,4,1,2,N,2,9
55,1,2,6,7,1,2,5,2,12
4,1,N,2,N,1,1,N,2,1
27,1,6,1,1,1,2,N,2,5
49,1,1,6,9,1,1,N,2,10
32,2,6,2,9,1,1,N,2,9
76,2,1,2,7,1,1,N,2,11
66,2,3,2,2,1,1,N,2,7
45,2,4,1,7,1,2,N,2,7
41,1,6,2,6,1,2,N,2,7
49,1,1,1,6,1,1,N,2,9
37,2,1,2,6,1,1,N,2,8
49,2,3,1,6,1,1,5,2,4
57,2,3,2,2,2,0,N,2,4
26,2,6,2,2,1,2,N,2,8
65,1,1,2,0,1,1,N,2,7
79,1,1,1,3,1,2,N,2,5
10,1,N,1,N,1,1,N,2,3
65,2,6,1,4,1,1,N,2,9
27,1,6,6,5,1,2,N,2,7
48,2,6,1,2,2,0,N,2,3
56,1,1,1,8,1,1,N,2,8
5,2,N,1,N,2,1,N,2,2
67,2,6,2,8,1,2,N,2,4
69,1,1,2,1,1,1,N,2,7
65,1,1,1,9,1,1,N,2,10
17,1,6,8,1,2,0,N,2,5
15,2,6,1,0,1,1,N,2,4
39,1,1,1,4,1,2,N,2,9
53,2,6,2,5,1,1,N,2,9
59,1,1,1,8,1,1,N,2,1
23,1,6,1,7,1,2,N,2,9
77,2,4,2,4,1,2,N,2,5
0,2,N,1,N,1,2,N,2,2
4,2,N,3,N,1,1,N,2,2
3,2,N,1,N,1,2,N,2,2
87,2,2,2,4,1,2,N,2,4
54,2,1,1,9,1,2,N,2,9
26,1,6,5,1,3,0,N,2,7
7,1,N,1,N,1,1,N,2,3
71,1,1,1,9,1,1,N,2,5
60,1,6,1,2,1,2,N,2,9
69,1,1,1,2,1,1,N,2,7
54,2,1,1,8,1,1,N,2,10
0,1,N,1,N,1,1,N,2,N
80,1,1,2,2,1,2,N,2,7
12,1,N,6,N,1,1,N,2,3
16,1,6,6,0,1,2,N,2,4
42,1,1,1,2,1,1,N,2,7
11,1,N,9,N,1,1,N,2,3
39,2,6,2,4,2,0,4,2,7
46,2,4,1,6,1,1,N,2,7
65,1,3,2,6,1,0,N,2,7
77,2,3,1,0,1,1,N,2,7
51,1,4,2,8,1,1,N,2,5
46,2,6,2,6,1,1,N,2,9
16,2,6,3,5,1,2,N,2,6
19,1,6,6,1,3,2,N,2,7
55,2,6,1,0,1,1,N,2,5
29,1,5,1,8,1,2,N,2,10
87,1,1,1,7,1,1,N,2,7
7,2,N,2,N,1,1,N,2,3
5,1,N,8,N,1,1,N,2,2
22,2,6,8,6,1,2,N,2,9
70,2,1,1,5,1,2,N,2,10
69,2,1,1,3,1,1,N,2,5
52,1,1,1,6,1,1,N,2,5
63,1,1,1,3,1,1,N,2,5
19,1,6,1,0,1,1,N,2,5
52,1,1,6,9,1,1,N,2,1
11,2,N,2,N,1,1,N,2,3
0,1,N,1,N,1,1,N,2,N
77,2,3,6,8,1,2,N,2,9
55,2,6,1,3,1,2,N,2,7
53,1,4,1,0,1,1,N,2,4
26,1,6,2,4,1,2,N,2,7
90,2,3,1,2,1,1,N,1,9
50,2,1,1,6,1,1,N,2,1
17,2,6,1,4,1,2,N,2,7
18,2,6,1,0,1,2,N,2,5
42,1,1,1,9,1,1,N,2,10
70,2,1,9,5,1,1,N,2,10
8,1,N,2,N,1,2,N,2,3
65,1,1,1,3,1,1,N,2,7
28,2,1,8,6,1,1,N,2,10
33,2,6,1,1,1,0,N,2,5
61,2,1,2,2,1,1,N,2,7
67,1,1,1,3,1,2,N,2,1
83,2,4,2,4,1,2,N,2,9
75,2,3,1,9,1,1,N,2,7
36,1,6,2,7,1,2,N,2,5
45,1,4,1,9,1,1,N,2,9
22,2,6,1,2,1,2,N,2,9
57,1,5,1,9,1,1,N,2,8
30,1,1,6,9,1,2,N,2,9
4,2,N,2,N,1,1,N,2,2
38,1,6,9,7,2,0,N,2,7
49,2,1,1,7,1,1,N,2,10
48,1,3,1,1,1,2,N,2,10
42,1,1,1,9,1,1,N,2,12
56,1,1,6,9,1,2,N,2,9
75,2,3,2,2,1,1,N,2,5
33,2,4,2,7,1,1,N,2,4
18,1,6,3,0,1,2,N,2,7
33,1,4,9,6,1,2,N,2,8
31,1,6,2,0,1,2,N,2,6
23,2,6,1,9,1,2,N,2,12
39,1,6,2,1,1,1,N,2,9
14,2,N,2,N,1,1,N,2,3
19,1,6,1,4,1,2,N,2,7
33,2,1,2,2,1,1,N,2,9
70,1,4,6,0,1,1,N,2,7
27,2,1,1,2,1,2,N,2,5
46,1,1,6,9,1,1,N,2,9
6,2,N,1,N,1,2,N,2,3
42,1,1,1,8,1,2,N,2,7
67,2,1,2,8,1,1,N,2,5
4,1,N,1,N,1,1,N,2,1
27,1,6,1,9,1,2,N,2,9
27,1,6,2,1,1,2,N,2,5
48,1,1,1,2,1,1,N,2,10
36,2,1,1,9,1,2,N,2,9
42,2,4,1,4,1,2,N,2,5
10,2,N,1,N,1,1,N,2,3
51,1,1,1,7,1,1,N,2,4
65,2,1,1,2,1,1,N,2,9
8,1,N,6,N,1,1,N,2,2
70,2,1,1,9,1,1,N,2,12
34,1,4,2,3,1,1,N,2,5
31,1,6,2,7,1,1,N,2,9
18,2,6,1,2,1,1,N,2,7
25,1,6,2,8,1,2,N,2,8
0,1,N,2,N,1,2,N,2,N
18,2,6,1,1,3,0,N,2,4
37,1,4,1,8,1,1,N,2,6
33,2,1,2,4,1,2,N,2,4
56,1,1,1,6,1,1,N,2,8
43,2,6,1,6,1,2,N,2,9
51,1,4,8,0,1,2,N,2,8
91,1,4,8,2,1,2,N,1,5
20,1,6,2,7,1,2,N,2,7
53,2,1,9,8,1,1,N,2,9
42,1,6,2,5,1,1,N,2,7
53,2,1,2,5,1,2,N,2,4
36,1,6,1,3,1,1,N,2,4
76,1,1,1,2,1,1,N,2,5
19,1,6,1,1,1,2,N,2,7
65,1,1,1,6,1,1,N,2,10
14,1,1,8,0,1,2,N,2,4
27,2,6,2,3,1,2,N,2,4
8,1,N,1,N,1,1,N,2,3
66,2,2,1,7,1,1,N,2,6
69,1,4,2,2,1,2,N,2,5
63,2,1,1,8,1,2,N,2,11
53,2,1,1,2,1,1,N,2,9
6,1,N,1,N,1,1,N,2,3
49,2,4,6,2,1,2,N,2,11
32,1,1,1,2,1,1,N,2,9
35,2,6,2,1,1,1,N,2,9
20,1,6,8,0,1,2,N,2,4
57,1,2,2,9,1,1,N,2,10
15,1,6,1,0,1,1,N,2,4
37,2,1,1,0,1,2,N,2,4
18,1,6,1,1,1,2,N,2,5
1,2,N,2,N,1,2,N,2,1
8,1,N,1,N,1,1,N,2,3
32,1,1,1,8,1,1,N,2,8
75,1,3,1,3,1,1,N,2,6
13,2,6,2,0,1,1,N,2,3
30,1,6,6,7,1,1,N,2,10
59,2,6,2,6,1,2,N,2,4
75,2,1,1,9,1,1,N,2,12
10,2,N,6,N,1,1,N,2,3
46,2,1,6,9,1,1,N,2,9
53,2,1,2,3,1,1,N,2,7
46,2,1,1,9,1,1,N,2,10
27,1,6,6,1,1,1,N,2,9
0,1,N,8,N,1,1,N,2,N
0,1,N,2,N,1,2,N,2,1
27,2,6,2,7,1,2,N,2,9
31,1,3,1,4,1,2,N,2,10
76,1,1,1,2,1,1,N,2,7
28,2,6,6,5,1,2,N,2,9
90,1,1,2,4,1,1,N,2,9
65,2,6,2,0,1,1,N,2,9
6,2,N,1,N,1,1,N,2,3
46,2,6,2,0,1,2,N,2,7
68,1,1,1,2,1,1,N,2,4
54,2,6,2,4,1,2,N,2,4
63,2,1,2,8,1,2,N,2,5
48,2,1,8,1,1,1,N,2,11
30,1,6,8,7,1,1,N,2,8
27,1,6,2,5,1,2,N,2,7
42,1,1,3,9,1,1,N,2,1
82,2,4,9,6,1,1,N,2,12
63,1,1,1,8,1,1,N,2,7
9,2,N,9,N,1,2,N,2,3
56,1,1,1,N,1,1,N,2,6
0,2,N,1,N,1,1,N,2,N
22,1,6,9,4,1,2,N,2,9
42,2,1,1,4,1,2,N,2,5
35,1,1,1,9,1,1,N,2,10
29,2,6,1,0,1,2,N,2,7
87,2,1,1,9,1,1,N,2,11
0,1,N,2,N,1,1,N,2,N
68,1,1,2,5,1,1,N,2,5
43,2,1,2,3,1,1,N,2,10
70,1,1,1,2,1,1,N,2,9
51,1,1,1,8,1,1,N,2,5
34,1,1,1,9,1,1,N,2,12
65,2,6,2,2,1,2,N,2,5
79,2,6,8,6,1,1,N,2,8
82,2,6,9,3,1,1,N,2,9
54,2,6,2,3,1,2,N,2,9
29,2,1,1,7,1,1,N,2,9
59,1,1,1,9,1,1,N,2,9
26,2,1,1,6,1,1,N,2,6
47,2,1,6,9,1,1,N,2,7
45,2,1,9,1,1,2,N,2,7
74,1,1,1,8,1,1,N,2,9
72,2,4,1,9,1,1,N,2,9
33,2,1,2,7,1,1,N,2,9
78,2,4,1,8,1,1,N,2,3
31,2,1,1,7,1,1,N,2,9
31,1,6,1,8,1,2,N,2,9
76,2,1,2,6,1,1,N,2,6
21,2,6,1,3,1,2,N,2,12
57,1,1,1,2,1,1,N,2,7
54,1,1,9,3,1,2,N,2,1
57,2,6,2,5,3,0,N,2,5
89,2,1,9,5,1,1,N,2,9
82,1,4,2,1,1,2,N,2,5
35,2,1,1,9,1,1,N,2,10
42,2,3,1,7,1,2,N,2,4
36,1,6,2,3,1,1,N,2,5
55,2,1,2,5,1,1,N,2,5
42,1,1,1,8,1,2,N,2,9
64,1,3,9,4,1,0,N,2,4
7,2,N,1,N,1,1,N,2,3
66,2,1,2,0,1,1,N,2,5
17,2,6,2,1,2,0,N,2,4
66,1,6,2,4,1,1,N,2,5
48,2,1,6,9,1,1,N,2,11
59,2,6,2,0,1,2,N,2,7
39,1,4,1,4,1,2,N,2,5
59,2,1,1,5,1,1,N,2,6
23,1,2,1,0,1,0,N,2,4
65,1,1,1,6,1,1,N,2,7
74,2,3,1,4,1,1,N,2,7
36,1,6,1,5,1,2,N,2,9
20,2,6,1,4,1,2,N,2,7
80,2,3,1,0,1,1,N,1,4
53,2,1,9,9,1,1,N,2,11
18,2,6,2,2,3,0,N,2,7
56,1,1,6,9,1,1,N,2,7
61,2,1,3,6,1,1,N,2,7
65,1,6,1,4,1,1,N,2,10
60,1,1,1,5,1,1,N,2,7
38,1,1,6,9,1,1,N,2,12
1,2,N,2,N,1,1,N,2,N
10,1,N,2,N,1,1,N,2,3
7,2,N,6,N,1,1,N,2,1
55,1,6,2,3,1,2,N,2,9
1,2,N,2,N,1,2,N,2,2
56,2,6,6,0,1,1,N,2,10
44,2,6,1,8,1,2,N,2,9
80,2,6,2,2,1,1,N,2,4
4,1,N,1,N,1,1,N,2,2
35,1,1,6,9,1,1,N,2,10
67,2,4,6,9,1,1,N,2,10
61,2,1,6,8,1,1,N,2,10
42,2,4,8,0,1,2,N,2,7
53,2,4,1,0,1,1,N,2,6
60,1,6,2,3,1,1,N,2,4
27,1,6,6,1,1,2,N,2,7
71,2,4,1,6,1,2,N,2,7
36,1,4,1,0,1,1,N,2,8
67,1,1,6,0,1,2,N,2,5
46,2,6,2,0,1,2,N,2,7
72,1,3,2,8,1,1,N,2,10
0,1,N,6,N,1,2,N,2,N
56,2,6,1,4,1,1,N,2,5
76,2,1,3,4,1,1,N,2,9
28,1,2,2,0,1,2,N,2,5
11,1,N,1,N,1,1,N,2,3
57,2,1,1,8,1,1,N,2,8
19,1,6,1,0,3,0,N,2,4
66,2,1,1,2,1,2,N,2,9
22,1,6,1,0,1,2,N,2,9
56,1,1,1,8,1,1,N,2,7
81,2,3,1,8,1,1,N,2,4
32,2,6,2,7,1,1,N,2,9
24,1,6,1,6,1,1,N,2,9
27,1,1,2,1,1,1,N,2,8
69,2,4,1,4,1,2,N,2,9
18,1,6,1,1,1,2,N,2,8
72,1,1,1,6,1,1,N,2,11
55,1,6,1,2,1,1,N,2,5
79,2,1,1,2,1,1,N,2,8
54,1,5,8,4,1,1,N,2,7
56,2,4,9,3,1,2,N,2,7
28,1,1,1,7,1,2,N,2,9
27,2,6,1,0,1,2,N,2,9
27,2,1,1,7,1,1,N,2,6
49,2,1,1,3,1,1,N,2,5
72,1,1,1,3,1,1,N,1,7
6,1,N,1,N,1,1,N,2,3
8,2,N,1,N,1,2,N,2,2
72,2,3,9,6,1,1,N,2,5
27,1,1,1,9,1,1,N,2,9
56,2,1,1,2,1,1,N,2,9
27,1,1,1,6,1,1,N,2,9
47,2,3,6,7,1,1,N,2,7
80,2,3,8,5,1,2,N,2,5
57,1,6,1,4,1,1,N,2,7
8,1,N,1,N,1,1,N,2,3
28,1,6,2,0,1,2,N,2,6
62,2,4,2,4,1,1,N,2,5
4,1,N,1,N,1,1,N,2,2
42,1,6,1,5,1,2,N,2,3
2,1,N,6,N,1,1,N,2,N
64,1,1,1,3,1,2,N,2,7
2,1,N,1,N,1,1,N,2,1
14,2,N,3,N,1,2,N,2,3
27,2,6,1,9,1,2,N,2,9
38,1,6,1,2,1,1,N,2,10
28,1,6,2,2,1,2,N,2,7
48,2,1,1,8,1,1,N,2,7
37,1,4,2,3,1,2,N,2,5
40,1,6,1,8,1,2,N,2,10
36,2,5,2,0,1,1,N,2,10
65,1,6,2,4,1,1,N,2,5
38,1,1,2,8,1,2,N,2,5
59,2,6,2,7,1,1,N,2,9
23,2,6,1,2,1,2,N,2,9
22,1,6,2,2,1,2,N,2,5
35,1,6,2,7,1,1,N,2,9
2,1,N,1,N,1,1,N,2,N
66,2,1,8,6,1,1,N,2,9
7,1,N,2,N,1,1,N,2,3
9,1,N,6,N,1,2,N,2,3
57,2,1,1,1,1,1,4,2,10
41,1,6,2,0,1,2,N,2,12
4,1,N,1,N,1,1,N,2,2
22,2,6,3,0,1,2,N,2,1
43,2,1,1,9,1,1,N,1,12
7,1,N,1,N,1,1,N,2,3
47,1,1,6,9,1,2,N,2,11
3,1,N,2,N,1,1,N,2,1
59,1,1,3,9,1,1,N,2,7
76,2,3,2,2,1,2,N,2,7
37,2,4,1,8,1,1,N,2,5
18,1,6,3,0,3,0,N,2,7
27,1,6,6,3,1,2,N,2,9
48,2,4,2,4,1,2,N,2,4
73,2,1,1,3,1,1,N,2,10
18,1,6,6,0,1,2,N,2,5
79,2,3,2,3,1,1,N,2,7
11,2,N,1,N,1,2,N,2,3
37,2,1,6,8,1,2,N,2,10
23,1,6,8,0,1,2,N,2,7
16,2,6,1,1,1,2,N,2,5
23,2,6,6,0,1,2,N,2,9
27,2,6,1,9,1,2,N,2,9
7,1,N,1,N,1,1,N,2,3
44,2,1,1,9,1,1,N,2,7
44,1,1,1,7,1,1,N,2,5
57,2,6,2,0,1,1,N,2,7
39,1,3,1,5,1,1,N,2,12
34,2,6,1,8,1,2,N,2,9
18,1,6,1,1,1,2,N,2,6
52,1,1,1,9,1,1,N,2,10
36,2,6,1,4,1,2,N,2,9
54,2,1,6,9,1,1,N,2,10
31,1,6,1,0,3,0,N,2,6
4,1,N,6,N,1,1,N,2,1
60,2,1,1,4,1,2,N,2,7
68,1,1,1,2,1,1,N,2,1
70,2,3,1,4,1,1,N,2,8
8,2,N,2,N,1,1,N,2,3
67,2,1,1,0,1,1,N,2,9
46,2,4,1,6,1,1,N,2,12
30,1,1,1,8,1,1,N,2,5
52,1,4,2,3,1,1,N,2,5
24,1,6,2,3,1,2,N,2,9
45,2,1,1,3,1,1,N,2,7
79,1,2,2,2,1,1,N,2,8
74,2,3,1,2,1,1,N,2,9
8,1,N,1,N,1,1,N,2,2
35,1,2,1,7,1,1,N,2,9
11,2,N,9,N,1,1,N,2,3
61,2,4,1,7,1,2,N,2,5
43,2,1,1,6,1,1,N,2,12
35,1,6,6,6,1,2,N,2,5
27,1,6,1,3,1,2,N,2,9
38,2,3,1,5,1,2,N,2,1
73,2,5,1,4,1,0,N,2,5
48,2,1,1,8,1,1,N,2,8
71,2,3,1,0,1,1,N,2,7
29,1,6,1,5,1,2,N,2,4
66,2,4,2,2,1,1,N,2,7
43,2,1,1,9,1,1,N,2,10
70,2,4,1,5,1,1,N,2,7
31,2,6,2,4,1,2,N,2,5
19,2,6,1,3,1,2,N,2,7
48,1,4,2,2,1,2,N,2,4
69,1,2,1,3,1,1,N,2,5
9,2,N,2,N,1,1,N,2,3
36,1,1,1,8,1,1,N,2,9
15,2,6,1,4,1,2,N,2,4
48,2,1,2,9,1,1,N,2,10
70,1,1,2,8,1,2,N,2,10
7,1,N,1,N,1,2,N,2,3
70,2,6,1,4,1,1,N,2,8
70,1,1,3,4,1,2,N,2,5
11,1,N,1,N,1,1,N,2,3
41,1,1,1,3,1,1,N,2,7
46,1,1,1,9,1,1,N,2,10
49,1,1,9,6,1,2,N,2,6
52,1,6,2,6,1,1,N,2,5
34,2,4,1,3,1,1,N,2,7
63,1,3,2,2,1,1,N,2,7
45,2,6,1,1,1,2,N,2,4
61,2,1,9,6,1,1,N,2,9
15,2,6,1,0,1,2,N,2,4
55,2,3,1,9,1,1,N,2,12
17,2,6,9,1,1,1,N,2,4
16,2,6,2,5,1,2,N,2,4
49,1,2,1,6,1,2,N,2,7
0,1,N,2,N,1,2,N,2,N
63,2,6,6,0,1,1,N,2,7
56,2,3,6,7,1,1,N,2,9
69,2,1,1,6,1,1,N,2,5
41,1,6,1,1,1,1,N,2,7
42,1,4,2,0,1,2,N,2,8
38,2,1,1,2,1,1,N,2,5
44,1,6,6,7,1,1,N,2,5
60,1,1,2,4,1,2,N,2,7
30,1,4,1,8,1,1,N,2,4
53,2,1,1,7,1,2,N,2,11
35,1,6,2,7,1,2,5,2,7
34,2,1,1,9,1,1,N,2,9
94,2,1,1,9,1,1,N,2,12
75,2,1,9,8,1,1,N,2,11
53,2,4,2,2,1,2,N,2,7
68,1,1,2,2,1,1,N,2,10
41,1,2,6,9,1,1,N,2,8
3,2,N,1,N,1,1,N,2,2
30,2,1,1,9,1,1,N,2,11
49,2,1,1,6,1,1,N,2,9
64,2,6,1,1,1,2,N,2,5
27,2,4,2,3,1,2,N,2,9
63,2,1,1,6,1,1,N,2,8
46,2,1,9,8,1,1,N,2,6
54,1,6,8,7,1,1,N,2,4
20,2,6,1,1,1,2,N,2,7
23,2,6,1,1,3,0,N,2,12
32,1,1,1,7,1,1,N,2,10
22,1,6,1,1,1,1,N,2,9
5,1,N,6,N,1,1,N,2,2
42,2,4,8,7,1,2,N,2,5
53,2,4,1,7,1,1,N,2,8
27,2,6,8,6,1,2,N,2,6
86,2,3,1,2,1,0,2,1,4
42,2,6,2,1,3,0,N,2,7
5,1,N,6,N,1,1,N,2,1
27,2,6,2,1,1,2,N,2,7
72,2,1,6,2,1,1,N,2,7
20,2,6,1,1,3,0,N,2,7
49,1,1,2,3,1,1,N,2,5
62,2,3,1,5,1,1,N,2,7
8,1,N,6,N,1,2,N,2,3
54,2,1,1,5,1,1,N,2,8
63,2,1,8,6,1,1,N,2,8
29,1,4,6,3,1,2,N,2,7
42,1,1,1,8,1,1,N,1,11
30,2,6,6,5,1,2,N,2,9
65,2,6,2,4,1,1,N,2,7
33,1,1,2,3,1,1,N,2,5
63,1,1,1,1,1,1,N,2,5
44,1,1,1,4,1,1,N,1,9
54,1,1,1,9,1,1,N,2,9
8,1,N,2,N,1,1,N,2,3
5,2,N,2,N,1,2,N,2,4
71,2,4,9,2,1,2,N,2,4
22,1,6,2,7,1,2,N,2,5
68,1,4,2,2,1,1,N,2,5
45,1,2,2,8,1,2,N,2,7
42,2,4,2,1,1,1,N,1,4
0,1,N,1,N,1,2,N,2,N
34,1,6,1,9,1,1,N,2,9
70,2,1,1,7,1,1,2,2,9
28,1,1,1,7,1,1,N,2,9
10,1,N,8,N,1,1,N,2,3
40,2,6,6,0,1,2,N,2,7
55,1,2,1,7,1,2,N,2,5
65,2,1,2,3,1,1,N,2,7
27,2,6,1,7,1,2,N,2,9
62,2,1,1,8,1,1,N,2,9
5,1,N,1,N,1,1,N,2,1
17,1,6,1,0,1,1,N,2,4
8,1,N,1,N,1,2,N,2,3
62,1,4,2,4,2,2,N,2,3
66,2,6,1,4,1,2,N,2,12
59,2,1,6,2,1,1,N,2,4
78,1,3,1,6,1,1,N,2,12
60,2,1,1,7,1,1,N,2,8
2,2,N,1,N,1,1,N,2,1
48,2,4,1,3,1,1,N,2,6
37,1,4,1,9,1,1,N,2,9
53,1,1,1,9,1,1,N,2,7
57,1,1,1,9,1,1,N,2,12
17,1,6,1,1,1,0,N,2,4
71,2,1,1,4,1,1,N,2,7
35,1,6,1,6,1,2,N,2,1
32,1,1,1,3,1,1,N,2,6
55,2,6,2,7,2,1,N,2,9
56,2,2,1,3,1,1,N,2,4
69,1,4,2,2,1,2,N,2,7
80,1,3,2,2,1,1,N,2,5
43,2,4,1,9,1,1,N,2,8
62,2,1,1,4,1,1,N,2,8
72,2,2,1,7,1,1,4,2,11
37,1,1,1,8,1,2,N,2,11
64,2,4,1,9,1,1,N,2,11
59,1,3,1,8,1,2,N,2,7
55,2,1,1,7,1,1,N,2,9
16,2,6,1,1,1,1,N,2,7
33,2,1,1,0,1,1,N,2,7
92,2,4,1,8,1,1,N,2,8
73,2,4,1,6,1,2,N,2,6
40,2,3,3,1,1,2,N,2,5
65,2,1,1,9,1,1,N,2,10
12,2,N,1,N,1,1,N,2,3
93,2,N,1,9,1,2,N,2,11
38,2,6,1,7,1,1,N,2,10
5,1,N,1,N,1,2,N,2,2
33,1,1,1,3,1,1,N,2,3
59,1,6,1,4,1,1,N,2,9
54,2,1,1,9,1,1,N,2,10
73,1,1,1,0,1,1,N,2,5
83,2,4,1,2,1,1,N,2,9
73,1,3,2,6,1,1,N,2,5
36,1,4,1,1,1,2,N,2,7
63,1,5,6,3,1,2,N,2,5
27,2,6,2,2,1,0,N,2,5
52,2,1,1,6,1,1,N,2,10
79,2,6,2,8,1,2,N,2,12
1,1,N,7,N,1,2,N,2,N
80,2,1,6,8,1,1,N,2,6
62,2,1,1,6,1,1,N,2,7
8,1,N,6,N,1,1,N,2,3
57,2,6,9,8,1,1,N,2,10
39,2,4,1,6,1,1,N,2,5
52,2,1,1,7,1,2,N,2,9
74,1,4,1,3,1,1,N,2,10
72,2,3,2,3,1,2,N,2,5
72,2,1,2,5,1,2,N,2,10
57,1,4,1,9,1,1,N,2,9
30,2,6,1,3,1,2,N,2,9
50,2,1,6,9,1,1,N,2,1
68,2,2,2,2,1,2,N,2,3
0,1,N,1,N,1,2,N,2,N
12,2,N,9,N,1,1,N,2,3
55,1,1,8,7,1,2,N,2,9
68,1,6,2,2,1,2,N,2,10
61,1,6,2,5,1,2,N,2,5
38,2,6,2,4,1,2,N,2,5
44,2,4,2,8,1,1,N,2,10
22,1,6,1,1,1,2,N,2,5
93,2,4,2,3,1,1,N,2,5
5,2,N,2,N,1,2,N,2,2
45,2,3,1,9,1,1,N,2,9
60,1,6,2,5,1,1,N,2,6
27,2,1,5,5,1,2,N,2,9
24,2,6,1,0,1,2,N,2,7
46,2,4,1,7,1,1,N,2,9
30,2,3,1,8,1,1,N,2,10
11,2,N,1,N,1,1,N,2,3
75,1,5,2,3,1,1,N,2,5
59,1,1,2,1,1,1,N,2,5
92,2,3,1,4,2,0,N,2,5
14,1,N,1,N,1,1,N,2,3
42,2,1,1,8,1,1,N,2,7
76,1,4,2,7,1,1,N,2,7
67,1,1,8,0,1,1,N,2,4
75,2,2,2,2,1,2,N,2,1
55,1,2,2,8,1,2,N,2,9
1,1,N,1,N,1,2,N,2,N
34,2,6,1,7,1,1,N,2,7
63,1,1,2,8,1,1,N,1,5
1,2,N,6,N,1,1,N,2,N
90,1,1,2,4,1,2,N,2,5
37,2,6,2,5,1,0,N,2,5
27,2,6,2,2,1,1,N,2,5
24,2,6,2,6,1,2,N,2,8
7,2,N,1,N,1,2,N,2,3
37,1,6,1,3,1,2,N,2,5
64,1,6,1,0,1,2,N,2,11
59,1,1,2,0,1,1,N,2,4
8,1,N,1,N,1,2,N,2,3
46,1,1,1,9,1,1,N,2,10
1,1,N,2,N,1,2,N,2,N
18,1,6,1,5,1,1,N,2,7
4,2,N,1,N,1,1,N,2,2
40,2,6,2,2,1,2,N,2,4
24,1,6,2,4,1,2,N,2,5
22,2,6,6,7,1,1,N,2,9
23,1,6,6,0,1,2,N,2,5
5,2,N,1,N,1,1,N,2,1
66,2,1,1,5,1,1,N,2,4
70,1,6,1,2,1,1,N,2,7
24,2,6,6,7,1,2,N,2,7
53,1,6,3,1,1,1,N,2,10
52,1,6,2,2,1,2,N,2,8
27,1,6,2,7,1,2,N,2,10
9,1,N,1,N,1,1,N,2,3
44,1,1,1,9,1,1,N,2,8
0,2,N,1,N,1,2,N,2,N
33,2,1,1,3,1,1,N,2,10
79,2,3,2,3,1,1,N,2,4
65,1,2,2,1,2,0,N,2,4
76,2,1,1,3,1,2,N,2,5
61,1,1,2,2,1,1,N,2,7
43,1,1,1,7,1,1,N,2,4
24,1,6,8,0,1,1,N,2,4
1,1,N,1,N,1,2,N,2,N
16,1,6,1,1,1,1,N,2,7
71,2,1,9,0,1,1,N,1,5
17,2,6,2,8,1,2,N,2,5
68,2,1,2,3,1,1,N,2,5
57,2,1,1,9,1,1,N,2,9
63,1,1,9,9,1,1,N,2,10
78,1,1,1,4,1,1,N,2,5
69,2,4,2,0,1,2,4,2,8
38,1,1,1,3,1,1,N,2,5
67,2,4,2,8,1,1,N,2,5
35,1,6,1,2,1,2,N,1,7
56,1,6,1,2,1,1,N,2,5
