PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
48-02101,67,1,2,0,1,0,2,1,1,357.4,9920,9,6,79520.0,7,501,N,2,2,2,2,22,264,8808
48-02102,28,2,1,0,1,1,5,1,1,3731.1,7980,10,8,25050.0,5,32,N,2,2,2,2,17,19,620
48-02510,12,1,N,0,9,1,3,1,1,3092.4,9920,9,2,N,N,398,N,N,2,2,2,71,52,5551
48-02516,29,2,6,1,1,3,6,1,1,450.9,7080,14,3,101500.0,0,52,N,2,2,2,2,101,102,3909
48-02515,3,1,N,1,1,1,2,1,2,2134.8,4770,4,9,79600.0,8,52,N,2,N,2,2,90,57,4082
48-02102,29,1,1,0,1,2,4,1,1,450.9,770,6,6,1300.0,8,52,N,2,2,2,2,18,130,4027
48-02507,4,2,N,0,1,3,5,1,1,3731.1,9920,N,3,N,9,501,N,2,N,2,2,78,13,8475
48-02516,41,1,1,0,2,0,5,1,1,1338.4,4971,N,7,105700.0,9,52,N,2,2,2,2,130,93,850
48-02507,24,2,6,0,1,1,4,1,2,1338.4,8370,13,5,43000.0,5,324,N,2,2,2,2,59,62,2140
48-02102,71,2,1,0,1,0,2,1,1,450.9,N,N,4,141500.0,3,500,N,2,2,2,2,232,17,2097
48-02101,27,1,1,1,2,0,4,1,1,357.4,9370,3,9,50800.0,5,501,N,2,2,2,2,83,88,4556
48-02102,29,1,1,0,1,2,3,1,2,3092.4,770,11,9,80000.0,8,53,N,2,2,2,2,131,86,1837
48-02516,67,1,1,0,1,0,2,1,1,3731.1,9180,3,3,13980.0,9,501,N,2,2,2,2,36,36,2075
48-02102,29,2,N,4,1,3,6,1,2,3731.1,9920,N,5,38360.0,1,209,N,2,2,2,2,89,192,7194
48-02507,13,1,N,0,1,2,N,1,1,2134.8,9920,N,9,101100.0,N,501,N,2,2,2,2,50,87,2038
48-02507,27,1,6,0,2,2,5,1,1,3731.1,6992,8,9,56500.0,4,140,N,2,2,2,2,49,50,624
48-02101,48,2,1,0,1,1,5,1,1,357.4,7770,11,9,125800.0,8,52,N,2,2,2,2,166,60,642
48-02101,32,2,6,1,8,3,4,1,2,357.4,9920,N,3,99060.0,N,320,N,2,2,2,2,101,95,4391
48-02102,16,1,6,1,1,1,8,1,1,450.9,8680,14,5,203200.0,4,234,N,2,2,2,2,54,18,6155
48-02102,5,1,N,0,1,0,4,1,1,450.9,9920,N,2,99800.0,N,501,N,2,2,2,2,121,89,8735
48-02101,3,1,N,0,8,1,3,1,1,357.4,N,N,3,N,N,52,N,2,2,2,2,85,85,6867
48-02507,71,2,4,0,1,0,N,1,1,3731.1,7860,11,3,47100.0,5,316,N,2,2,2,2,32,39,5373
48-02507,64,2,1,0,1,0,2,1,2,3731.1,3095,8,4,101600.0,1,227,N,2,2,2,2,37,39,7207
48-02510,29,1,1,1,1,1,7,1,1,3092.4,8660,14,2,25700.0,3,239,N,2,2,2,2,172,288,4396
48-02515,41,2,6,1,9,0,N,1,1,2134.8,7780,11,9,134000.0,3,123,N,2,1,2,2,83,55,4911
48-02507,56,1,1,0,1,0,N,1,1,3731.1,2980,6,7,140000.0,7,501,N,2,2,2,2,50,54,2764
48-02102,37,2,1,0,1,0,7,1,1,1338.4,8680,N,7,14100.0,9,335,N,2,2,2,2,55,51,646
48-02515,18,2,6,0,6,2,5,1,1,2134.8,2970,6,7,100.0,1,52,N,2,2,2,2,55,58,2050
48-02101,41,1,1,0,1,0,N,1,1,2134.8,5370,15,12,382000.0,5,501,N,2,1,2,2,79,53,6992
48-02101,66,2,3,0,1,0,2,1,1,450.9,9920,9,4,13700.0,8,52,N,2,2,2,2,89,90,4001
48-02101,18,1,6,4,1,0,6,1,1,357.4,9920,3,3,13700.0,0,238,N,2,2,2,2,92,99,1894
48-02515,58,1,4,0,1,0,2,1,1,2134.8,3170,10,1,55400.0,7,501,N,2,2,2,2,37,45,7068
48-02516,49,2,1,0,1,2,4,1,1,1338.4,7890,11,1,36300.0,6,136,N,2,2,2,2,50,89,602
48-02515,62,2,4,0,1,0,N,1,2,2134.8,7770,11,1,140000.0,1,501,N,2,2,2,2,41,41,4907
48-02101,74,1,1,0,1,4,6,1,1,357.4,N,9,1,33800.0,6,319,N,2,2,2,2,273,411,7526
48-02516,14,2,6,0,1,1,4,1,1,3731.1,9920,9,5,100030.0,0,500,N,2,2,2,2,74,54,2206
48-02102,6,2,N,0,1,2,7,1,1,450.9,9920,N,9,9950.0,N,137,N,N,2,2,2,50,55,8724
48-02102,75,1,1,0,1,0,3,1,1,3731.1,9920,N,7,7900.0,0,52,N,2,2,2,2,55,52,5609
48-02510,12,2,N,0,1,3,4,1,1,3092.4,N,N,4,990.0,N,501,N,1,N,2,2,54,53,8658
48-02102,26,1,3,0,1,0,N,1,1,450.9,8580,11,4,58300.0,1,396,N,2,2,2,2,124,180,3994
48-02102,60,1,1,0,1,0,2,1,1,3092.4,5080,6,9,5800.0,9,501,N,2,2,2,2,40,42,7318
48-02102,58,2,3,0,1,0,N,1,1,3731.1,7890,10,1,58520.0,8,52,N,2,2,2,2,77,84,7406
48-02102,63,2,2,0,1,0,2,1,1,450.9,N,9,4,330.0,1,134,N,2,2,2,2,50,49,1902
48-02102,61,2,1,0,1,0,3,1,1,450.9,N,9,1,60300.0,7,53,N,2,2,2,2,15,16,6789
48-02102,41,2,4,0,1,0,2,1,1,450.9,9920,N,3,N,3,97,N,2,2,2,2,121,129,626
48-02102,13,2,N,0,1,0,4,1,1,450.9,N,N,3,98500.0,4,403,N,2,2,2,2,129,58,8633
48-02101,59,1,1,0,1,0,2,1,1,357.4,3291,10,7,60700.0,8,52,N,2,2,2,2,73,82,683
48-02507,11,1,N,0,1,1,4,1,1,3731.1,9920,N,4,N,9,139,N,2,2,2,2,46,53,8423
48-02102,47,1,2,0,1,0,3,1,1,450.9,4980,6,6,307000.0,5,461,N,2,2,2,2,196,187,5819
48-02101,30,1,1,0,1,1,5,1,1,357.4,8570,14,5,4100.0,5,53,N,2,2,2,2,91,57,1782
48-02101,74,2,3,0,1,0,2,1,1,357.4,9920,14,6,137000.0,3,47,N,2,2,2,2,52,54,1963
48-02101,27,1,1,0,1,2,4,1,1,450.9,8680,14,6,61000.0,7,404,N,2,2,2,2,149,149,1880
48-02507,73,2,4,0,1,0,2,1,1,3731.1,9920,9,6,192500.0,2,501,N,2,2,2,2,38,11,7760
48-02510,49,2,1,0,1,0,2,1,2,3092.4,N,N,4,13100.0,1,52,N,2,2,2,2,14,16,6120
48-02101,49,2,1,0,1,2,3,1,1,3731.1,7870,11,1,134600.0,7,52,N,2,2,2,2,51,19,3888
48-02102,55,2,1,0,1,0,4,1,1,3092.4,8670,6,6,10.0,0,501,N,2,2,2,2,88,91,1872
48-02515,13,1,N,0,1,0,7,1,1,2134.8,9920,N,2,N,N,220,N,2,2,2,2,83,49,8516
48-02515,28,1,6,0,9,0,8,1,1,2134.8,N,N,3,101500.0,3,214,N,2,2,2,2,82,52,3976
48-02515,63,1,1,0,1,0,N,1,1,2134.8,7880,10,1,593000.0,6,501,N,2,2,2,2,38,45,717
48-02507,59,1,N,0,1,0,5,1,1,3731.1,9920,N,3,9950.0,N,394,N,2,2,2,2,48,46,8732
48-02101,74,2,3,0,1,0,N,1,0,357.4,9920,N,12,N,N,89,N,N,1,2,2,17,16,4477
48-02515,69,2,N,0,1,N,6,2,2,357.4,9920,N,1,99800.0,9,246,N,2,2,2,2,275,12,823
48-02101,16,1,6,1,1,0,2,1,1,357.4,9920,N,3,N,9,501,N,2,2,2,2,75,54,1901
48-02516,61,2,1,0,1,0,2,1,1,1338.4,9920,N,2,8590.0,1,500,N,2,2,2,2,44,46,4507
48-02516,60,2,6,0,1,0,2,1,1,1338.4,7072,11,7,102900.0,8,5,N,2,2,2,2,51,50,592
48-02507,61,1,4,0,1,0,2,1,1,3731.1,4795,5,9,58500.0,7,135,N,2,2,2,2,50,57,391
48-02102,15,2,N,0,1,2,3,1,2,450.9,8660,N,3,99200.0,9,219,N,2,2,2,2,48,54,8616
48-02102,77,1,1,0,1,0,2,1,1,450.9,N,N,4,21810.0,4,398,N,2,2,2,2,62,63,5151
48-02102,4,1,N,0,1,3,7,1,1,450.9,N,N,2,N,N,382,N,2,2,2,2,48,49,7640
48-02101,16,2,3,1,1,0,6,1,1,357.4,9090,N,4,101600.0,1,380,N,2,2,2,2,52,57,3841
48-02101,14,2,1,1,1,3,7,1,1,357.4,N,9,5,-1300.0,0,400,N,2,2,2,2,110,243,7164
48-02507,19,1,6,0,1,1,3,1,1,3731.1,9920,9,4,10000.0,0,235,N,2,2,2,2,47,59,6444
48-02515,13,2,N,1,1,0,2,1,1,2134.8,9920,N,4,98000.0,N,254,N,2,2,2,2,136,185,8679
48-02515,38,2,6,0,1,0,2,1,1,2134.8,8580,8,6,29210.0,3,243,N,2,2,2,2,237,235,2927
48-02507,63,1,1,0,1,0,2,1,1,3731.1,2870,N,6,-1300.0,0,52,N,2,2,2,2,81,92,4029
48-02510,29,1,1,0,1,0,2,1,1,3092.4,2980,5,6,28800.0,5,474,N,2,2,2,2,152,174,2214
48-02507,16,1,6,0,1,0,N,1,1,3731.1,9920,N,3,80040.0,1,501,N,2,2,2,2,10,10,2010
48-02510,54,1,1,0,1,0,2,1,1,3731.1,2590,6,7,80400.0,8,52,N,2,2,2,2,88,95,7574
48-02507,15,2,6,1,1,3,6,1,1,357.4,9920,14,4,100.0,1,212,N,2,1,2,2,49,47,3060
48-02102,59,1,6,0,1,1,3,1,2,450.9,9920,9,5,98510.0,1,140,N,2,2,2,2,38,45,8469
48-02102,76,1,1,0,1,0,2,1,1,450.9,9920,N,4,13900.0,1,137,N,2,2,2,2,45,83,7402
48-02510,18,2,6,0,2,3,5,1,1,3731.1,9920,N,3,100030.0,0,301,N,2,2,2,2,81,95,6541
48-02515,63,1,6,0,1,0,N,1,1,2134.8,7790,2,9,128560.0,7,379,N,2,2,2,2,49,15,2024
48-02101,64,1,1,0,1,0,3,1,1,450.9,9170,14,1,22400.0,6,500,N,2,2,2,2,88,98,7330
48-02507,48,1,1,0,1,0,2,1,2,3731.1,6190,6,4,43300.0,6,350,N,2,2,2,2,39,46,1917
48-02102,36,2,1,0,1,2,4,1,1,450.9,7880,11,7,23500.0,6,386,N,2,2,2,2,18,17,1875
48-02510,61,2,4,0,1,0,2,1,1,3731.1,9920,N,4,-6300.0,0,332,N,2,1,2,2,93,89,1761
48-02102,6,1,N,0,1,0,4,1,1,450.9,9920,N,7,99000.0,N,501,N,2,2,2,2,95,104,8852
48-02101,55,2,1,0,1,0,2,1,1,357.4,6970,11,7,80.0,8,501,N,2,2,2,2,91,58,1571
48-02102,12,2,N,1,1,4,6,1,1,450.9,9920,N,2,99000.0,N,208,N,2,2,2,2,22,137,8586
48-02102,63,2,1,0,1,0,2,1,1,450.9,7790,11,8,13200.0,8,500,N,2,2,2,2,85,85,3704
48-02102,56,2,6,0,1,0,N,1,2,450.9,8660,14,5,80400.0,1,130,N,2,2,2,2,78,46,3371
48-02101,47,2,1,1,1,0,2,1,1,357.4,9180,6,9,40800.0,7,52,N,2,2,2,2,79,83,5639
48-02510,51,1,6,0,1,0,4,1,1,3092.4,590,6,4,251000.0,1,53,N,2,2,2,2,10,11,2134
48-02507,12,1,N,1,8,4,4,1,1,357.4,9920,9,3,N,N,239,N,2,2,2,2,47,16,7428
48-02101,75,2,3,0,1,N,2,1,1,357.4,N,9,7,78060.0,1,52,N,2,1,2,2,45,47,3434
48-02101,63,1,1,0,1,0,N,1,1,357.4,7870,2,5,81700.0,8,500,N,2,2,2,2,77,54,4611
48-02101,61,2,3,1,1,0,2,1,1,357.4,N,11,1,98510.0,6,500,N,2,2,2,2,125,87,3980
48-02516,46,1,6,0,6,1,3,1,1,3092.4,9920,N,8,10070.0,9,388,N,2,2,2,2,89,61,1858
48-02101,10,2,N,0,1,2,4,1,2,357.4,9920,N,2,N,9,225,N,2,2,2,2,223,58,8751
48-02516,63,1,1,0,1,0,2,1,1,2134.8,6170,6,6,24000.0,9,143,N,2,2,2,2,44,58,2126
48-02102,48,2,1,0,1,2,4,1,1,1338.4,7860,10,7,56750.0,6,472,N,2,2,2,2,21,196,2035
48-02507,57,2,4,0,1,0,N,1,2,3731.1,9920,N,6,29000.0,1,500,N,2,2,2,2,45,46,4709
48-02102,37,1,1,0,1,2,4,1,1,450.9,7790,9,8,60300.0,8,349,N,2,2,2,2,51,19,1641
48-02102,31,2,6,0,1,0,2,1,1,450.9,7970,11,7,131700.0,1,501,N,2,2,2,2,46,53,2148
48-02507,24,2,6,0,1,1,3,1,2,3092.4,8580,14,4,59400.0,1,265,N,2,2,2,2,53,57,5302
48-02101,40,1,1,0,1,3,6,1,1,357.4,3370,11,10,6230.0,6,463,N,2,2,2,2,82,77,713
48-02102,37,1,1,0,1,0,3,1,2,450.9,7072,6,4,20100.0,1,500,N,2,1,2,2,17,18,6869
48-02515,28,1,6,1,2,0,N,1,2,2134.8,770,3,9,850.0,1,134,N,2,2,2,2,78,51,606
48-02510,5,2,N,0,9,1,2,1,2,3092.4,9920,N,9,99300.0,9,308,N,N,N,2,2,96,88,8446
48-02101,28,2,4,1,1,1,3,1,2,357.4,7980,14,4,24200.0,3,327,N,2,2,2,2,141,141,3823
48-02101,67,2,1,0,1,0,6,1,1,357.4,4971,6,5,102500.0,0,501,N,1,1,2,1,76,13,6221
48-02507,60,1,5,1,1,0,N,1,1,3731.1,3170,3,5,98400.0,1,47,N,1,1,2,2,42,50,7610
48-02515,61,1,4,1,1,0,2,1,2,2134.8,3590,N,4,58400.0,7,224,N,2,1,2,2,168,53,7131
48-02101,6,1,N,0,1,3,5,1,1,1338.4,N,N,12,N,N,310,N,2,2,2,2,149,92,8854
48-02510,40,1,4,0,1,0,3,1,2,3731.1,7870,11,1,488000.0,5,401,N,2,2,2,2,84,50,3916
48-02507,16,2,6,0,1,4,5,1,1,3731.1,7780,3,9,100004.0,0,501,N,2,2,2,2,95,62,5815
48-02510,27,1,1,0,1,1,3,1,2,450.9,4972,2,4,44200.0,6,401,N,2,2,2,2,55,54,5342
48-02101,42,2,1,1,8,0,2,1,1,357.4,6070,9,3,100030.0,0,223,N,2,2,2,2,253,247,2931
48-02516,10,1,6,0,1,2,4,1,2,1338.4,9920,9,7,39100.0,N,222,N,2,2,2,2,58,58,5387
48-02515,58,2,6,0,1,0,2,1,1,1338.4,5180,6,6,332000.0,3,501,N,2,2,2,2,77,73,2012
48-02507,14,2,6,0,1,0,3,1,1,3092.4,9920,N,5,22100.0,1,393,N,2,2,2,2,93,60,811
48-02101,65,1,1,0,1,0,3,1,1,450.9,6190,6,8,597000.0,7,473,N,2,2,2,1,78,10,7456
48-02510,71,2,4,0,1,0,N,1,1,3092.4,9920,9,6,40410.0,4,244,N,2,2,2,2,55,56,6437
48-02515,59,2,1,1,1,0,2,1,1,2134.8,9920,N,6,40.0,5,52,N,2,2,2,2,52,53,1958
48-02510,42,2,6,0,2,0,6,1,1,450.9,4890,3,7,57010.0,7,501,N,2,2,2,2,15,51,788
48-02101,64,1,1,0,1,0,2,1,1,357.4,7080,4,1,83200.0,7,464,N,2,2,2,2,85,85,3184
48-02507,36,1,1,0,1,1,3,1,2,3731.1,8680,9,1,131250.0,6,396,N,N,N,2,2,88,80,3034
48-02101,58,2,1,0,1,0,N,1,1,357.4,9290,3,5,20100.0,9,501,N,2,2,2,2,75,92,5079
48-02510,37,2,1,0,1,3,3,1,1,3731.1,8660,14,4,22900.0,3,347,N,2,2,2,2,47,59,610
48-02101,30,1,4,1,1,0,N,1,1,357.4,9190,15,6,60200.0,5,392,N,2,2,2,2,94,94,728
48-02510,30,2,6,0,2,0,3,1,2,3092.4,7780,10,4,101000.0,2,52,N,2,2,2,2,83,53,6216
48-02102,63,2,4,0,1,0,N,1,1,450.9,9920,N,12,62800.0,1,393,N,2,2,2,1,45,53,4427
48-02507,50,2,1,0,1,1,4,1,1,2134.8,9190,14,3,N,8,52,N,2,2,2,2,86,87,3398
48-02507,16,2,6,0,1,0,4,1,2,450.9,4990,6,6,130.0,3,325,N,2,2,2,2,48,53,5244
48-02510,31,1,1,0,6,2,5,1,1,3092.4,9920,9,9,990.0,1,241,N,2,2,2,2,50,47,7641
48-02515,50,2,4,0,1,0,N,1,2,2134.8,7890,11,8,880.0,8,501,N,2,2,2,2,114,51,4291
48-02101,3,1,N,0,1,3,6,1,1,357.4,9920,N,9,99800.0,9,397,N,2,2,2,2,102,99,8694
48-02102,70,2,1,0,1,0,3,1,1,450.9,7870,10,8,81400.0,8,52,N,2,2,2,2,83,83,697
48-02515,16,2,6,0,2,1,4,1,1,2134.8,9920,N,3,-1300.0,0,501,N,2,2,2,2,91,105,2485
48-02510,38,2,6,0,1,0,3,1,2,3092.4,N,9,4,205200.0,4,135,N,2,2,2,2,47,51,2319
48-02101,14,1,N,0,1,0,3,1,1,357.4,9920,N,4,N,N,399,N,2,2,2,2,41,47,8786
48-02101,62,2,5,4,1,0,6,1,2,357.4,7880,3,3,130000.0,2,136,N,2,2,2,2,168,130,5519
48-02101,49,2,1,0,1,0,2,1,1,1338.4,7970,9,9,100900.0,0,467,N,2,2,2,2,184,141,1949
48-02510,38,2,1,0,1,0,5,1,1,3092.4,6070,N,9,63040.0,5,336,N,2,2,2,2,57,53,598
48-02516,62,1,1,0,1,0,2,1,1,1338.4,2390,6,1,13100.0,8,501,N,2,2,2,2,175,91,5467
48-02101,56,2,1,0,1,0,2,1,1,357.4,9920,N,6,58130.0,0,501,N,2,2,2,2,118,51,6572
48-02515,27,2,6,0,2,0,N,1,2,2134.8,3390,3,7,99800.0,1,501,N,2,2,2,2,90,88,3654
48-02515,57,2,1,0,1,0,2,1,1,2134.8,9920,3,6,57600.0,1,131,N,2,2,2,2,16,9,1754
48-02101,15,2,6,0,1,3,7,1,2,357.4,8660,14,5,10100.0,1,22,N,2,2,2,2,138,105,4695
48-02515,66,1,1,0,1,0,2,1,1,2134.8,9870,N,4,82000.0,1,237,N,2,1,2,2,14,13,3017
48-02510,14,1,1,1,1,1,5,1,1,3092.4,9920,9,2,21500.0,0,52,N,2,2,2,2,50,52,849
48-02102,28,1,1,0,1,1,3,1,2,450.9,7790,10,7,8100.0,5,337,N,2,2,2,2,54,55,1630
48-02102,28,1,1,0,1,1,3,1,1,450.9,6970,6,7,42800.0,6,4,N,2,2,2,2,53,45,817
48-02101,49,1,N,0,1,2,5,1,1,357.4,9920,N,4,21000.0,N,144,N,2,2,2,2,259,193,8670
48-02102,54,1,1,0,1,0,2,1,1,450.9,5490,9,9,81500.0,8,52,N,2,2,2,2,79,109,7568
48-02510,57,2,1,0,1,0,2,1,1,3092.4,7870,10,9,25400.0,9,500,N,2,2,2,2,82,56,5710
48-02510,49,1,1,0,1,2,4,1,1,3092.4,5790,6,6,55000.0,1,141,N,2,2,2,2,92,58,751
48-02101,58,2,1,1,1,0,6,1,1,1338.4,7880,10,7,22010.0,7,467,N,2,2,2,2,89,250,5624
48-02507,79,2,1,0,1,0,2,1,1,3731.1,9920,9,7,30600.0,4,276,N,2,1,2,2,41,39,803
48-02102,62,2,1,0,1,0,3,1,1,450.9,6991,9,9,57700.0,7,501,N,2,2,2,2,14,19,1591
48-02507,50,1,1,0,1,2,5,1,1,3731.1,N,N,9,130100.0,0,501,N,2,2,2,2,156,16,529
48-02515,30,2,2,1,9,3,N,1,2,2134.8,7071,11,12,63900.0,7,336,N,2,2,2,2,80,41,546
48-02101,18,2,6,0,1,0,4,1,1,357.4,4971,N,3,22220.0,4,501,N,2,2,2,2,15,21,2047
48-02101,4,2,N,4,1,2,5,1,1,357.4,N,9,12,99800.0,9,88,N,2,2,2,2,316,302,8693
48-02515,29,2,1,0,2,0,2,1,2,2134.8,8590,14,6,59300.0,4,400,N,2,2,2,2,255,352,1553
48-02507,51,1,6,1,1,3,7,1,1,450.9,5790,15,4,38020.0,5,241,N,2,2,2,2,246,257,7189
48-02101,4,2,N,0,1,2,4,1,1,357.4,N,N,9,99800.0,N,403,5,N,N,2,2,65,97,8609
48-02102,65,1,1,0,6,0,3,1,1,450.9,5190,6,7,103970.0,8,52,N,2,2,2,2,40,47,5642
48-02516,64,1,3,0,1,0,3,1,1,1338.4,9190,15,10,13400.0,9,52,N,2,2,2,2,43,75,528
48-02516,4,2,N,0,1,0,6,1,1,3092.4,9920,N,3,99060.0,N,52,N,2,2,2,2,81,85,5355
48-02510,39,1,1,1,1,3,4,1,1,3092.4,7860,2,4,7750.0,1,136,N,2,2,2,1,93,92,1971
48-02102,39,1,1,1,1,0,2,1,1,450.9,9920,N,4,22100.0,1,82,N,2,2,2,2,83,83,3916
48-02101,12,1,N,0,1,3,5,1,1,357.4,N,N,2,N,N,249,N,2,2,2,2,207,59,8729
48-02516,18,2,2,1,1,0,2,1,2,2134.8,N,9,2,860.0,3,215,N,2,2,2,2,233,230,6046
48-02516,12,2,N,0,1,1,7,1,1,357.4,N,9,2,23900.0,4,241,N,2,2,2,2,91,90,7416
48-02515,58,2,1,0,1,0,2,1,1,2134.8,9920,6,4,3300.0,7,500,N,2,2,2,2,81,78,4031
48-02510,62,2,1,0,1,1,2,1,1,3092.4,N,N,9,-2100.0,1,142,N,2,2,2,2,75,81,7163
48-02515,5,2,N,1,1,2,8,1,2,2134.8,9920,N,3,N,N,113,N,1,2,2,2,196,158,8653
48-02102,64,1,6,0,1,0,3,1,1,450.9,9920,N,9,10100.0,0,302,N,2,2,2,2,50,266,2999
48-02101,68,1,6,0,1,0,2,1,1,357.4,N,N,3,38500.0,6,226,N,2,2,2,2,40,48,3864
48-02507,74,1,1,0,1,0,2,1,1,2134.8,N,N,1,142700.0,9,52,N,2,2,2,2,8,7,4021
48-02101,16,1,6,1,1,2,5,1,1,3092.4,9920,N,4,100900.0,0,225,N,2,2,2,2,92,63,761
48-02102,66,1,1,0,1,0,3,1,1,450.9,N,N,4,43550.0,9,501,N,2,2,2,2,78,84,7192
48-02515,7,1,N,4,1,3,4,1,2,2134.8,9920,N,12,99200.0,N,14,N,N,N,2,2,87,84,8672
48-02101,11,1,N,1,9,1,3,1,2,357.4,N,N,2,N,9,333,N,2,2,2,2,87,304,8762
48-02102,65,1,1,0,1,0,2,1,1,450.9,N,N,3,N,2,254,N,1,2,2,2,79,78,3745
48-02102,15,2,6,0,1,2,4,2,1,450.9,7071,10,4,98500.0,4,501,N,2,2,2,2,75,6,667
48-02101,15,1,N,0,2,3,6,1,1,357.4,9920,N,3,N,9,233,N,2,2,2,2,276,236,8679
48-02102,30,2,1,0,6,2,4,1,1,450.9,7880,11,4,147000.0,9,314,N,2,2,2,2,279,261,5817
48-02102,41,1,1,0,1,0,6,1,1,1338.4,2980,N,7,21130.0,0,5,N,2,2,2,2,136,131,2117
48-02510,69,2,3,0,1,0,3,1,1,3092.4,N,N,8,9950.0,1,500,N,2,2,2,2,45,45,3971
48-02507,29,1,6,0,9,0,3,1,2,3092.4,9170,14,7,23000.0,4,218,N,2,2,2,2,43,49,7257
48-02515,28,2,4,1,8,0,N,1,1,357.4,7970,14,2,22060.0,6,327,N,2,2,2,2,133,136,3741
48-02101,66,1,1,1,1,0,2,1,1,357.4,7770,3,1,29004.0,5,234,N,2,2,2,2,124,135,6189
48-02101,28,1,N,1,1,2,4,1,2,357.4,9920,3,6,98400.0,9,417,N,2,2,2,2,378,53,7894
48-02102,64,2,4,0,1,0,N,1,2,357.4,7680,6,7,54060.0,6,500,N,2,2,2,2,41,47,1858
48-02515,61,2,2,0,1,1,2,1,1,2134.8,N,N,4,215000.0,5,35,N,2,2,2,2,79,85,7214
48-02515,14,1,1,0,1,0,2,1,1,2134.8,490,15,9,85500.0,8,52,N,2,2,2,2,44,44,1870
48-02507,5,2,1,0,1,0,N,1,2,450.9,9920,9,5,139600.0,4,127,N,2,2,2,2,75,149,7155
48-02101,59,2,3,0,1,2,3,1,1,3731.1,7780,10,9,145670.0,3,209,N,1,1,2,2,47,46,4097
48-02510,73,1,3,0,1,0,N,1,1,3092.4,N,9,9,206600.0,7,53,N,1,1,2,1,87,83,5388
48-02101,41,2,1,0,1,1,6,1,1,357.4,8590,13,7,1400.0,3,146,N,2,2,2,2,159,23,7800
48-02507,71,2,1,0,1,2,5,1,1,3731.1,3875,4,7,210000.0,9,480,N,2,2,2,2,50,47,3346
48-02102,26,2,6,0,1,0,4,1,1,357.4,6170,6,3,-400.0,1,142,N,2,2,2,2,148,145,3969
48-02510,60,2,1,0,1,0,N,1,1,3092.4,9920,N,7,100004.0,0,5,N,2,2,2,2,83,50,797
48-02101,6,1,N,0,1,0,2,1,1,357.4,9920,N,1,9950.0,9,232,N,2,2,2,2,47,43,8803
48-02507,50,1,6,0,2,1,2,1,1,3731.1,9920,N,4,10070.0,0,127,N,2,2,2,2,178,191,1782
48-02516,14,2,N,1,1,4,4,1,1,1338.4,9920,9,2,N,9,476,N,2,2,2,2,241,188,7612
48-02510,63,1,3,0,1,0,N,1,1,3092.4,3291,N,4,13400.0,9,319,N,1,1,2,2,37,42,503
48-02515,41,1,1,0,1,2,4,1,1,2134.8,3170,3,1,58130.0,8,501,N,2,2,2,2,15,52,3837
48-02102,16,1,N,0,1,3,4,1,2,450.9,9920,9,3,99800.0,N,211,N,2,2,2,2,58,50,4301
48-02507,65,1,1,0,1,0,2,1,1,3731.1,9920,N,5,81240.0,4,386,N,2,2,2,2,19,81,4084
48-02101,15,2,6,0,6,2,5,1,1,357.4,9920,N,2,10070.0,N,500,N,2,2,2,2,16,16,8610
48-02507,66,2,1,0,1,0,3,1,1,3731.1,8660,14,5,134600.0,3,500,N,2,2,2,2,197,11,5819
48-02507,41,2,1,0,1,0,6,1,2,3731.1,9920,5,3,100004.0,0,217,N,2,2,2,2,53,55,1751
48-02101,76,1,2,0,1,0,6,1,1,357.4,9920,N,7,1400.0,3,465,N,2,1,2,2,48,47,7018
48-02101,7,1,N,1,1,2,5,1,1,357.4,9920,N,3,98510.0,N,501,N,2,2,2,2,50,57,7406
48-02102,37,1,1,0,1,0,4,1,1,450.9,4890,10,4,4200.0,8,52,N,2,2,2,2,42,46,3255
48-02101,57,1,1,0,1,0,2,1,2,357.4,2970,6,5,N,1,501,N,2,2,2,2,176,202,6409
48-02101,17,1,6,0,2,1,4,1,2,357.4,8660,14,6,268000.0,1,231,N,2,2,2,2,353,48,2043
48-02102,27,2,N,0,1,0,3,1,1,450.9,9920,N,2,N,9,410,N,2,2,2,2,83,54,8786
48-02516,39,2,1,1,8,2,5,1,2,1338.4,7790,10,5,81600.0,7,501,N,2,2,2,2,278,241,7752
48-02102,71,1,1,0,1,0,2,1,1,450.9,7790,3,5,447000.0,6,253,N,2,2,2,2,53,51,6948
48-02102,66,2,1,0,1,0,2,1,1,450.9,6190,8,8,8000.0,7,500,N,2,2,2,2,19,56,1376
48-02515,66,2,1,0,1,0,3,1,1,2134.8,7860,14,4,10.0,0,135,N,2,2,2,2,90,53,3644
48-02516,37,1,1,0,1,0,4,1,1,1338.4,7870,10,5,8210.0,8,52,N,2,2,2,2,90,95,3214
48-02507,38,1,6,0,1,0,3,1,2,3731.1,580,6,3,14000.0,7,470,N,2,2,2,2,44,43,2989
48-02507,65,2,6,0,1,0,N,1,1,450.9,N,N,7,134600.0,9,52,N,2,2,2,2,78,47,4052
48-02102,40,1,1,0,1,0,7,1,1,450.9,9920,N,4,39500.0,3,500,N,2,2,2,2,74,78,810
48-02102,37,1,1,0,1,0,3,1,1,450.9,770,6,7,81050.0,8,501,N,2,2,2,2,145,92,2270
